date_sample;Roskilde;Copenhagen;Aarhus;Frederiksberg;Kalundborg;Middelfart;Gentofte;Solrød;Allerød;Dragør;Helsingør;Hillerød;Rudersdal;Næstved;Aalborg;Vallensbæk;Esbjerg;Favrskov;Frederikssund;Furesø;Greve;Holbæk;Kolding;Odense;Silkeborg;Skanderborg;Vejle;Aabenraa;Ballerup;Egedal;Faxe;Fredericia;Faaborg-Midtfyn;Gladsaxe;Guldborgsund;Haderslev;Halsnæs;Herlev;Herning;Hjørring;Horsens;Hvidovre;Hørsholm;Køge;Lejre;Lolland;Lyngby-Taarbæk;Nordfyns;Nyborg;Randers;Rødovre;Skive;Slagelse;Sorø;Stevns;Svendborg;Syddjurs;Sønderborg;Vejen;Viborg;Vordingborg;Billund;Brøndby;Frederikshavn;Gribskov;Holstebro;Kerteminde;Mariagerfjord;Norddjurs;Odder;Odsherred;Rebild;Ringkøbing-Skjern;Vesthimmerlands;Glostrup;Høje-Taastrup;Jammerbugt;Morsø;Thisted;Tønder;Tårnby;Assens;Fredensborg;Ishøj;Lemvig;Albertslund;Bornholm;Ikast-Brande;Langeland;Ringsted;Struer;Hedensted;Brønderslev;Varde;Læsø;Ærø;Fanø
2020-04-15; 4;36; 2;10;2;0;16;0;0;0; 2;3;2; 4; 3;1; 1;0;1;0;1; 3; 1; 0; 1; 0; 1;2; 3; 3;2;0; 3; 2;1;0;0; 1; 7; 0; 0;12;1;3;1;1; 2;1;1; 0;0;0; 4;1;1;1;0;0;0;3;0;1; 6;0;1; 9;0;0;0;0;1;0;1;1; 2; 3;0;2; 1;0; 1;2;2; 3;0; 5;1;3;0; 1;1;0; 1;0;0;0;0
2020-04-16; 4;34; 6; 4;1;1; 1;1;0;0; 0;1;1; 3; 2;0; 0;0;1;1;1; 1; 0; 7; 4; 1; 0;2; 7; 4;0;0; 0; 5;1;0;1; 0; 4; 1; 2; 1;1;1;3;1; 3;0;1; 0;5;1; 3;1;2;2;1;0;0;6;1;1; 3;0;0; 9;0;2;0;0;0;0;1;0; 0; 5;0;0; 0;0; 2;2;2; 4;2; 4;0;4;1; 0;1;0; 0;0;0;0;0
2020-04-17; 4;28; 4; 4;1;0; 2;0;0;0; 0;2;3; 3; 0;1; 0;0;2;2;1; 4; 0; 4; 5; 0; 1;0; 3; 5;2;0; 0; 4;6;0;0; 0; 5; 0; 0; 7;1;1;2;8; 3;0;0; 0;4;0; 5;2;0;1;0;0;0;3;4;2; 3;0;0; 6;0;0;0;0;0;0;0;1; 5; 2;0;2; 1;0; 0;0;0; 3;0; 2;2;0;0; 0;0;0; 0;2;0;0;0
2020-04-18; 3;27; 2; 3;1;0; 1;0;0;0; 3;1;4; 2; 0;1; 1;0;1;0;0; 0; 0; 1; 1; 2; 0;0; 1; 5;1;0; 0; 0;2;0;0; 2; 2; 0; 0; 0;0;0;0;5; 0;0;0; 0;0;1; 2;1;0;0;0;0;0;2;3;0; 1;0;0; 5;0;1;0;0;1;0;1;0; 1; 2;0;1; 0;0; 0;0;0; 3;0; 4;0;0;1; 1;1;0; 0;0;0;0;0
2020-04-19; 2;23; 2; 7;0;0; 2;0;0;0; 2;0;3; 6; 0;2; 0;0;2;0;1; 1; 0; 3; 0; 0; 0;0; 2; 2;2;0; 0; 2;6;0;1; 3; 4; 0; 0; 1;0;2;1;2; 0;0;0; 0;0;1; 2;0;0;0;0;0;0;0;3;1; 2;0;0; 7;0;0;0;0;1;0;0;0; 3; 0;0;1; 1;0; 0;0;0; 3;1; 1;0;0;0; 0;0;0; 0;0;0;0;0
2020-04-20; 1;44; 1; 7;1;0; 0;0;1;1; 1;2;1; 2; 0;4; 0;0;3;1;0; 8; 1; 2; 0; 1; 0;0; 7; 4;0;0; 0; 5;3;0;2; 4; 3; 0; 2; 7;0;1;1;4; 0;0;0; 0;6;0; 9;3;1;1;1;0;0;4;1;2; 5;0;2;12;0;4;0;0;1;0;1;0; 3; 8;0;1; 1;0; 3;0;1; 5;1;10;2;0;0; 0;0;0; 0;0;0;0;0
2020-04-21; 3;39; 1; 7;5;2; 4;0;0;2; 4;0;2; 4; 0;3; 2;0;3;0;1; 9; 0; 2; 3; 0; 0;1; 2;10;2;1; 0; 2;5;0;1; 1; 0; 0; 0;14;0;3;0;3; 2;1;0; 0;2;4; 4;0;1;1;0;1;0;6;2;0; 4;0;0; 4;0;0;0;0;4;1;0;0; 1; 2;0;2; 0;0; 2;0;2; 6;0; 4;1;0;1; 0;0;0; 2;0;0;0;0
2020-04-22; 3;46; 1; 2;1;0; 3;0;2;1; 1;6;5; 1; 0;2; 0;0;1;2;1; 7; 1; 1; 2; 1; 0;0; 4;15;3;0; 0; 7;1;0;1; 0; 8; 0; 0;16;1;3;0;2; 2;0;0; 0;1;5; 8;0;0;0;0;0;0;4;3;0; 5;0;1; 6;0;2;0;0;1;1;1;0; 5; 4;2;0; 0;0; 2;0;2; 5;1; 9;2;2;0; 0;1;0; 0;0;0;0;0
2020-04-23; 6;35; 4; 5;1;0; 8;0;0;0; 2;1;8; 6; 2;2; 0;0;3;0;2; 5; 1; 1; 7; 0; 1;1; 4;11;1;0; 0; 6;5;0;0; 3; 7; 0; 1; 3;0;0;3;6; 2;0;0; 0;6;1;12;0;0;0;0;1;0;3;2;0; 2;0;2; 6;1;0;0;0;1;0;1;0; 3; 6;0;0; 1;0; 4;0;4;10;0; 7;1;2;0; 0;0;0; 0;2;0;0;0
2020-04-24; 4;41; 6; 5;2;0; 3;1;1;2; 2;1;1; 2; 1;2; 2;0;4;0;2; 4; 0; 0; 3; 0; 0;1; 0; 5;0;0; 0; 4;1;0;0; 2; 3; 0; 1; 3;0;2;0;4; 1;0;0; 2;1;1; 3;0;3;1;0;0;0;0;1;0; 2;0;1; 5;0;0;0;0;6;0;1;0; 2; 3;0;1; 0;0; 1;0;3; 3;1; 2;0;4;0; 0;0;0; 0;1;0;0;0
2020-04-25; 1;30; 3; 3;2;0; 1;2;0;0; 1;2;4; 1; 2;0; 0;0;0;0;2; 4; 0; 7; 2; 2; 0;0; 1; 1;2;0; 0; 2;1;0;0; 0; 4; 0; 1; 3;1;3;0;0; 3;0;0; 0;2;1; 3;1;0;1;0;0;0;1;0;0; 2;1;0; 9;0;0;1;1;1;0;2;1; 1; 2;0;0; 0;0; 2;0;2; 3;1; 1;2;1;0; 0;0;0; 1;0;0;0;0
2020-04-26; 0;30; 2; 5;0;0; 0;4;0;0;10;1;1; 0; 1;1; 2;0;3;0;3; 2; 0; 0; 0; 0; 0;0; 1; 3;1;0; 0; 2;0;0;0; 0; 2; 0; 0; 3;0;4;1;1; 3;0;1; 1;2;0; 2;0;0;1;0;1;0;2;1;2; 2;0;1; 4;0;0;0;0;0;0;3;0; 1; 0;1;0; 0;0; 2;0;3; 1;0; 0;0;1;0; 0;0;0; 2;0;0;0;0
2020-04-27; 6;44; 2; 6;0;0; 5;0;0;0; 4;2;5;12; 1;3; 1;0;1;0;2; 4; 0; 0; 2; 0; 0;0; 2; 1;0;0; 1; 9;4;0;2; 3; 2; 0; 0; 8;0;0;0;7; 3;0;0; 1;0;3;13;0;0;1;0;0;0;0;6;1; 5;0;3; 4;0;1;1;0;4;0;1;2; 3; 4;0;0; 0;0; 3;0;2; 4;1; 4;3;1;0; 3;0;0; 1;0;0;0;0
2020-04-28; 2;33; 4; 5;0;0; 1;1;1;0; 0;0;2; 2; 0;1; 0;0;1;1;0; 3; 0; 0; 0; 2; 0;0; 2; 5;3;0; 0; 7;1;0;0; 4; 4; 0; 0; 4;0;0;2;3; 2;0;0; 1;2;1; 8;1;0;0;0;0;0;0;0;0; 0;0;1; 6;0;0;0;0;2;0;3;0; 5; 2;0;0; 0;0; 0;0;0; 3;0; 1;0;1;0; 1;2;0; 0;0;0;0;0
2020-04-29; 1;23; 6; 7;1;0; 2;0;0;0; 6;2;0; 2; 1;2; 2;0;3;1;0; 3; 0; 0; 0; 0; 1;3; 2; 3;0;0; 0; 6;0;0;0; 4; 3; 0; 0; 5;1;0;0;2; 3;0;0; 0;2;1;10;0;0;0;0;0;0;1;0;0; 3;0;0; 2;0;0;0;0;1;0;2;1; 2; 3;1;0; 0;0; 2;0;3; 4;0; 0;3;1;0; 1;1;0; 0;0;0;0;0
2020-04-30; 4;36; 5; 4;1;0; 2;1;1;0; 4;2;3; 3; 1;1; 0;0;1;2;1; 3; 0; 1; 0; 0; 0;0; 3; 1;1;0; 0; 5;2;0;1; 1; 2; 0; 0; 1;1;1;0;1; 3;0;1; 0;1;0; 8;2;0;0;0;0;0;1;2;0; 2;2;3; 3;0;0;0;0;0;0;0;1; 5; 5;1;0; 0;0; 1;0;2; 3;0; 1;0;2;0; 1;0;1; 0;0;0;0;0
2020-05-01; 6;27; 5; 3;5;0; 3;0;0;0; 2;2;0; 2; 6;2; 0;0;1;2;1; 0; 1; 1; 1; 0; 1;1; 2; 3;0;0; 0; 4;0;0;0; 3; 1; 2; 0; 7;0;2;0;0; 2;0;0; 0;0;1; 4;1;0;0;0;1;0;0;2;0; 4;1;0; 3;0;1;0;0;1;0;5;1; 2; 1;2;0; 0;0; 2;0;3; 5;0; 3;0;0;0; 1;0;0; 6;0;0;0;0
2020-05-02; 2;16; 6;11;1;0; 0;0;1;0; 8;0;3; 6; 0;2; 0;1;1;0;1; 1; 1; 4; 0; 1; 0;0; 3; 1;1;0; 0; 1;0;0;1; 2; 3; 0; 1; 0;0;0;0;0; 0;0;1; 0;2;1; 8;3;0;0;0;0;0;2;5;0; 2;0;0; 3;0;0;0;0;1;0;0;1; 0; 2;0;0; 0;0; 0;0;1; 1;1; 0;0;1;0; 0;0;0; 1;0;0;0;0
2020-05-03; 0;21; 5; 9;1;0; 3;0;0;0; 2;0;0; 2; 0;0; 0;1;1;0;1; 0; 0; 5; 0; 0; 0;0; 2; 0;0;0; 0; 2;1;0;0; 1; 1; 0; 0; 3;1;1;2;0; 0;0;0; 0;1;0; 0;2;0;0;0;0;0;1;0;0; 0;0;0; 1;0;0;0;0;0;0;0;0; 0; 3;1;0; 0;0; 0;0;0; 0;0; 1;0;1;0; 1;0;0; 1;0;0;0;0
2020-05-04; 2;24; 1; 8;0;0; 1;0;0;0; 5;1;4; 1; 0;2; 0;0;0;0;1; 1; 1; 0; 0; 0; 0;0; 1; 3;1;0; 0; 6;1;0;0; 2; 2; 0; 0; 4;0;4;1;1; 0;0;0; 0;3;0;10;1;0;0;0;2;0;1;0;0; 1;0;0; 0;0;0;0;0;1;0;1;0; 1; 4;0;0; 0;0; 0;0;1; 6;1; 2;0;2;0; 3;0;0; 0;1;0;0;0
2020-05-05; 2;26; 1; 8;4;0; 2;0;0;0; 2;0;0; 4; 0;0; 2;0;2;0;3; 3; 0; 2; 0; 0; 0;0; 5; 3;1;0; 0; 2;1;0;3; 3; 3; 1; 0; 5;0;1;0;1; 2;0;0; 2;1;0;10;1;0;0;0;0;0;1;2;0; 1;0;0; 1;0;0;0;0;0;0;0;1; 2; 3;0;0; 0;1; 1;0;0; 1;0; 0;0;0;0; 2;0;0; 0;0;0;0;0
2020-05-06; 1;30; 3; 6;0;0; 1;0;0;0; 5;0;3; 2; 0;0; 1;0;4;2;1; 1; 1; 0; 0; 0; 0;0; 6; 0;0;0; 0; 0;1;0;1; 1; 1; 0; 0; 5;1;1;3;0; 1;0;0; 0;1;0; 1;1;1;0;0;0;0;0;0;0; 1;0;0; 2;0;0;0;0;0;0;0;0; 4; 5;0;0; 0;0; 2;0;1; 2;0; 0;0;0;0; 2;0;0; 0;0;0;0;0
2020-05-07; 5;20; 3; 4;0;0; 3;0;0;0; 2;1;0; 3; 1;0; 0;1;1;2;2;10; 1; 0; 0; 0; 0;1; 1; 8;0;1; 0; 1;0;0;0; 3; 4; 0; 0; 7;1;1;0;0; 0;0;0; 0;1;0; 3;2;0;0;0;0;1;0;3;0; 3;0;1; 2;0;0;0;0;2;0;0;0; 4; 7;0;0; 0;0; 0;0;2; 3;0; 1;0;0;0; 1;0;0; 0;0;0;0;0
2020-05-08; 3;13; 2; 4;0;0; 1;0;0;1; 2;1;5; 1; 0;1; 0;0;0;0;1; 0; 0; 2; 0; 0; 0;1; 3; 3;0;0; 0; 3;0;0;1; 2; 2; 0; 0; 3;1;0;0;0; 1;0;0; 0;0;0; 3;0;0;0;0;0;0;1;1;0; 1;0;2; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 3;0; 1;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-09; 2;13; 0; 3;0;0; 4;0;0;0; 2;0;1; 1; 0;0; 0;0;1;2;0; 3; 0; 0; 0; 0; 0;0; 1; 1;0;0; 0; 2;1;0;0; 4; 1; 1; 0; 1;0;1;0;0; 0;0;0; 1;2;0; 0;0;0;0;0;0;0;0;0;0; 1;0;0; 0;0;0;0;0;0;0;1;0; 3; 2;0;0; 0;0; 0;0;4; 0;0; 1;0;0;0; 3;0;0; 0;0;0;0;0
2020-05-10; 3;11; 1; 3;0;0; 3;0;1;0; 1;2;0; 2; 4;0; 0;0;1;3;0; 0; 1; 2; 0; 0; 1;0; 2; 0;0;0; 0; 1;0;0;0; 3; 0; 0; 0; 0;1;1;0;0; 0;0;0; 0;0;0; 0;1;0;0;0;0;0;0;0;0; 2;0;0; 1;0;0;0;0;1;0;0;0; 1; 1;0;0; 0;0; 0;0;1; 0;0; 1;0;1;0; 0;0;0; 0;0;0;0;0
2020-05-11; 0;12; 0; 3;0;0; 2;0;0;0; 4;1;3; 1; 0;0; 0;0;3;1;0; 1; 1; 6; 0; 0; 3;0; 0; 2;0;0; 0; 1;1;0;1; 1; 0; 1; 1; 1;1;2;1;0; 0;0;0; 1;2;0; 1;0;2;1;0;0;0;0;1;1; 4;0;2; 1;0;0;0;0;0;0;0;0; 4; 0;0;0; 0;0; 0;0;1; 0;0; 1;0;0;0; 2;0;0; 0;0;0;0;0
2020-05-12; 5;11; 0; 4;0;0; 1;0;0;0; 5;0;1; 0; 0;0; 0;0;0;0;1; 0; 0; 2; 0; 0; 4;0; 0; 3;1;1; 0; 1;0;0;1; 0; 1; 1; 0; 0;0;2;1;0; 1;0;0; 0;1;0; 0;0;0;0;0;0;0;0;0;0; 1;0;0; 0;0;0;0;0;0;0;0;0; 0; 1;0;0; 0;0; 0;0;2; 1;0; 0;1;0;0; 0;0;0; 0;0;0;2;0
2020-05-13; 0;10; 1; 2;0;0; 3;0;1;0; 3;1;1; 2; 0;0; 0;0;1;2;0; 2; 0; 4; 0; 0; 2;0; 1; 2;0;0; 0; 1;2;0;1; 0; 0; 1; 0; 4;0;3;0;0; 0;0;0; 0;1;0; 2;0;0;0;0;0;0;0;1;0; 2;0;0; 2;0;0;0;0;1;0;0;0; 0; 0;0;0; 0;0; 1;0;2; 1;0; 1;0;0;0; 0;0;1; 0;0;0;0;0
2020-05-14; 2;10; 2; 2;3;0; 0;0;0;0; 3;1;2; 1; 0;2; 0;0;0;0;0; 1; 1; 3; 1; 0; 3;0; 0; 1;0;1; 0; 0;1;0;0; 3; 0; 0; 1; 3;0;1;0;0; 0;0;0; 0;0;0; 1;2;0;0;0;0;0;0;2;0; 2;0;0; 0;0;0;0;0;0;0;0;0; 1; 2;0;0; 0;0; 0;0;1; 1;0; 1;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-15; 2;19; 1; 1;2;0; 0;0;0;0; 3;2;3; 1; 1;0; 0;0;1;0;0; 1; 2; 8; 2; 0; 2;0; 1; 1;1;0; 0; 3;1;0;0; 0; 0; 0; 0; 0;0;2;0;0; 0;0;0; 0;1;0; 2;0;0;0;0;0;0;0;0;0; 9;0;0; 1;0;0;0;0;2;0;0;0; 4; 3;0;0; 0;0; 1;0;3; 0;0; 3;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-16; 1; 8; 4; 0;1;0; 0;1;0;0; 0;0;0; 1; 0;0; 0;0;0;2;0; 0; 1; 0; 0; 0; 0;0; 0; 1;0;0; 0; 0;1;0;0; 0; 0; 1; 0; 1;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;1;0;0;0;0;2;0; 3;0;0; 0;0;0;0;0;0;0;0;0; 0; 2;0;0; 0;0; 0;0;0; 0;0; 1;0;0;0; 1;0;0; 0;1;0;0;0
2020-05-17; 1;13; 2; 0;0;0; 0;0;0;0; 1;2;0; 0; 0;1; 1;1;0;3;0; 1; 0; 1; 0; 0; 1;0; 0; 1;0;0; 0; 2;0;0;0; 1; 1; 0; 0; 1;0;1;0;0; 0;0;0; 0;0;1; 3;0;0;0;0;0;0;1;0;0; 2;0;0; 2;0;0;0;0;0;0;0;0; 1; 0;0;0; 0;0; 0;0;3; 0;0; 0;0;0;0; 1;0;0; 0;1;0;0;0
2020-05-18; 2;26; 3; 0;0;0; 1;1;0;0; 1;4;2; 2; 0;0; 1;0;0;1;0; 1; 0; 6; 0; 0; 1;1; 2; 2;0;0; 0; 0;0;0;0; 1; 0; 0; 0; 1;0;1;0;0; 0;0;0; 0;3;0; 0;0;0;0;0;0;0;0;1;0; 1;0;1; 0;0;0;0;0;0;0;0;0; 2; 2;0;0; 0;0; 1;0;3; 0;0; 0;0;2;0; 0;1;1; 1;0;0;0;0
2020-05-19; 2;16; 1; 3;1;0; 1;0;0;0; 3;2;1; 2; 1;1; 1;0;1;2;0; 0; 0; 2; 2; 0; 0;0; 1; 1;0;0; 0; 1;1;0;0; 0; 1; 1; 0; 1;0;0;0;0; 1;1;0; 0;0;0; 0;0;0;0;0;0;0;1;1;0; 2;0;0; 0;0;0;0;0;1;0;0;0; 1; 2;0;0; 0;0; 0;0;1; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-20; 3;10; 0; 3;1;0; 0;1;1;0; 8;3;2; 1; 0;0; 0;0;2;4;0; 1; 0; 2; 0; 0; 1;0; 1; 0;0;0; 0; 0;2;0;1; 0; 0; 0; 0; 3;1;1;0;0; 1;0;0; 0;1;0; 1;0;0;0;0;0;0;0;0;0; 1;1;0; 0;0;0;0;0;0;0;0;0; 0; 3;0;0; 0;0; 1;1;4; 1;0; 1;0;0;0; 1;0;0; 0;0;0;0;0
2020-05-21; 1;10; 1; 0;0;0; 0;0;0;0; 4;1;1; 2; 1;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 2; 0;0;0; 0; 0;0;0;1; 0; 0; 0; 0; 0;0;1;0;0; 0;0;0; 0;1;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;1;0;0;0; 0; 0;0;0; 0;0; 0;0;1; 1;0; 2;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-22; 4;11; 0; 0;0;0; 1;0;0;0; 1;4;0; 2; 2;2; 0;0;1;1;0; 1; 0; 3; 0; 0; 1;0; 1; 1;2;0; 0; 1;1;0;0; 0; 0; 0; 0; 6;0;0;0;0; 0;0;0; 0;0;0; 2;0;0;0;0;0;0;0;0;0; 0;0;4; 2;0;0;0;0;0;0;0;0; 2; 5;0;0; 0;0; 3;0;1; 3;0; 0;0;0;0; 2;0;1; 0;0;0;0;0
2020-05-23; 1; 6; 0; 1;0;0; 1;0;0;0; 6;0;0; 1; 0;0; 0;0;2;1;0; 0; 0; 0; 1; 0; 0;0; 2; 0;0;0; 0; 1;0;0;0; 0; 0; 0; 0; 1;0;1;0;0; 0;0;0; 0;0;0; 1;0;0;0;0;0;0;0;0;0; 1;0;3; 0;0;0;1;0;0;0;0;0; 2; 0;0;0; 0;0; 0;0;1; 1;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-24; 1; 7; 0; 0;0;0; 0;0;0;0; 2;1;2; 0; 0;0; 0;0;3;0;0; 1; 0; 0; 0; 0; 0;0; 1; 0;0;0; 0; 2;1;0;1; 0; 0; 0; 0; 1;0;1;0;0; 2;0;0; 0;1;0; 1;0;0;0;0;0;0;0;0;0; 2;0;0; 0;1;0;0;0;0;0;0;0; 0; 2;0;0; 0;0; 0;0;1; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-25; 0; 5; 1; 0;0;0; 1;1;0;0; 9;3;1; 1; 0;2; 0;0;4;0;0; 0; 1; 0; 0; 0; 0;1; 0; 0;0;0; 0; 2;1;0;2; 1; 0; 0; 0; 1;0;1;0;0; 1;0;0; 0;0;0; 1;0;0;0;0;0;0;0;0;0; 1;0;1; 0;0;0;0;0;0;0;0;0; 1; 1;0;0; 0;0; 0;0;3; 4;0; 0;0;0;0; 0;0;0; 1;0;0;0;0
2020-05-26; 0;21; 2; 0;0;0; 2;0;0;0; 3;0;2; 1; 0;2; 0;0;0;0;1; 1; 1; 0; 0; 0; 0;0; 0; 0;1;2; 0; 4;0;0;1; 1; 0; 0; 0; 2;0;1;0;0; 0;0;0; 0;0;0; 2;0;0;0;0;0;1;0;0;0; 3;1;1; 0;0;0;0;0;0;0;0;0; 0; 1;0;0; 0;0; 0;0;2; 0;0; 1;0;0;0; 0;0;0; 1;0;0;0;1
2020-05-27; 1; 6; 1; 1;0;0; 0;1;0;1; 2;4;0; 0; 0;3; 0;0;2;0;0; 0; 0; 0; 0; 0; 0;0; 0; 1;0;0; 0; 2;1;0;3; 0; 0; 0; 0; 0;0;2;0;0; 0;0;0; 0;0;0; 1;0;0;0;0;0;0;0;0;0; 4;0;1; 0;0;0;0;1;0;0;0;0; 0; 2;0;0; 0;0; 0;0;0; 9;0; 1;0;0;0; 2;0;0; 0;0;0;0;0
2020-05-28; 1; 7; 0; 0;0;0; 0;0;1;0; 3;4;0; 1; 0;1; 0;0;1;1;0; 0; 0; 1; 0; 0; 0;0; 0; 0;0;0; 0; 1;0;0;1; 0; 0; 0; 0; 1;0;1;1;0; 0;0;0; 0;0;0; 2;0;0;0;0;0;0;0;0;0; 2;0;0; 0;1;0;0;0;1;0;0;0; 0; 4;0;0; 0;0; 0;0;0; 1;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-29; 2; 6; 0; 0;0;0; 1;4;0;0; 7;0;0; 1; 0;0; 0;0;3;0;0; 0; 0; 2; 0; 0; 0;0; 0; 1;0;0; 1; 1;0;0;0; 0; 0; 0; 0; 0;0;1;0;0; 0;0;0; 0;1;0; 2;0;0;0;0;0;0;0;1;0; 1;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;2; 4;0; 0;1;0;0; 0;0;0; 0;0;0;0;0
2020-05-30; 0; 7; 0; 1;0;0; 0;4;1;0; 0;1;1; 1; 0;2; 0;0;1;1;0; 0; 0; 1; 0; 0; 0;0; 1; 0;0;0; 0; 0;0;0;2; 1; 0; 0; 0; 0;0;0;0;2; 0;0;0; 0;0;0; 2;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 1; 1;0;0; 0;0; 0;0;0; 2;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-05-31; 1; 8; 0; 0;0;0; 0;2;0;0; 2;0;0; 0; 0;0; 0;0;1;0;0; 0; 0; 0; 0; 0; 0;0; 0; 1;1;0; 0; 0;0;0;0; 0; 0; 0; 0; 0;0;1;0;0; 2;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;1;0;0;0; 0; 0;0;0; 0;0; 0;0;1; 1;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-01; 0; 6; 0; 2;0;0; 0;1;0;0; 0;0;2; 0; 0;0; 0;0;0;1;2; 0; 0; 2; 1; 0; 0;0; 0; 1;0;0; 0; 0;0;0;1; 1; 0; 0; 0; 1;0;1;1;0; 0;0;0; 1;2;0; 0;0;0;0;0;0;0;0;0;0; 2;0;1; 0;0;0;1;0;2;0;0;0; 0; 0;0;0; 0;0; 0;0;1; 1;0; 0;0;0;0; 1;0;0; 0;0;0;0;0
2020-06-02; 1; 5; 3; 1;0;0; 0;4;0;0; 4;2;0; 0; 0;1; 0;0;1;0;0; 0; 0; 4; 0; 0; 0;0; 1; 1;0;0; 0; 0;0;0;0; 3; 0; 0; 0; 0;0;3;3;0; 1;0;0; 0;0;0; 2;0;0;0;0;0;0;0;0;0; 4;0;0; 0;0;0;0;0;2;0;0;0; 1; 3;0;0; 0;0; 0;0;1; 2;0; 0;1;0;0; 1;0;0; 0;0;0;0;0
2020-06-03; 1;10; 0; 0;0;0; 1;6;0;0; 1;0;0; 0; 0;1; 0;0;2;2;3; 1; 0; 0; 0; 0; 0;0; 1; 0;0;0; 1; 1;0;0;0; 3; 0; 0; 0; 0;0;2;1;0; 1;0;0; 0;0;0; 3;0;0;0;0;0;0;0;0;0; 1;0;1; 0;0;0;0;0;1;0;0;0; 1; 1;0;0; 0;0; 0;0;1; 6;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-04; 1; 7; 5; 1;0;0; 0;1;0;0; 3;0;0; 0; 0;0; 0;0;1;0;0; 0; 1; 2; 0; 0; 1;0; 2; 0;0;0; 0; 0;0;0;0; 3; 0; 0; 0; 0;0;1;1;0; 0;0;0; 0;1;0; 2;0;0;0;0;0;0;0;0;0; 4;0;1; 0;0;0;0;0;0;0;0;0; 1; 0;0;0; 0;0; 0;0;1; 2;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
