date_sample;Roskilde;Copenhagen;Aarhus;Frederiksberg;Kalundborg;Middelfart;Gentofte;Solrød;Allerød;Dragør;Helsingør;Hillerød;Rudersdal;Næstved;Aalborg;Vallensbæk;Esbjerg;Favrskov;Frederikssund;Furesø;Greve;Holbæk;Kolding;Odense;Silkeborg;Skanderborg;Vejle;Aabenraa;Ballerup;Egedal;Faxe;Fredericia;Faaborg-Midtfyn;Gladsaxe;Guldborgsund;Haderslev;Halsnæs;Herlev;Herning;Hjørring;Horsens;Hvidovre;Hørsholm;Køge;Lejre;Lolland;Lyngby-Taarbæk;Nordfyns;Nyborg;Randers;Rødovre;Skive;Slagelse;Sorø;Stevns;Svendborg;Syddjurs;Sønderborg;Vejen;Viborg;Vordingborg;Billund;Brøndby;Frederikshavn;Gribskov;Holstebro;Kerteminde;Mariagerfjord;Norddjurs;Odder;Odsherred;Rebild;Ringkøbing-Skjern;Vesthimmerlands;Glostrup;Høje-Taastrup;Jammerbugt;Morsø;Thisted;Tønder;Tårnby;Assens;Fredensborg;Ishøj;Lemvig;Albertslund;Bornholm;Ikast-Brande;Langeland;Ringsted;Struer;Hedensted;Brønderslev;Varde;Læsø;Ærø;Fanø
2020-06-05; 0; 7; 0; 1;0;0; 0;2;0;0; 0;2;0; 0; 0;0; 1;0;1;1;1; 0; 0; 1; 0; 0; 0;0; 1; 0;0;0; 0; 2;0;0;1; 6; 0; 0; 0; 0;0;1;0;0; 1;0;0; 0;1;0; 0;0;0;0;0;0;0;0;0;0; 2;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;2; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-06; 1; 2; 0; 0;0;0; 1;0;0;0; 0;2;0; 0; 0;0; 1;1;0;0;0; 0; 0; 0; 0; 0; 0;0; 0; 1;0;0; 0; 0;0;0;0; 4; 0; 0; 0; 0;0;1;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;1; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-07; 0; 5; 0; 0;0;0; 2;0;0;0; 0;1;0; 0; 0;0; 0;0;0;1;0; 0; 0; 0; 0; 0; 0;0; 1; 0;0;0; 0; 0;0;0;0; 1; 0; 0; 0; 0;0;0;0;0; 1;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 2;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-08; 0; 5; 2; 4;0;0; 1;0;0;0; 1;1;0; 0; 0;0; 0;0;1;0;0; 0; 0; 6; 0; 0; 0;0; 0; 1;0;1; 0; 3;0;0;0; 1; 0; 1; 0; 0;1;2;0;0; 3;0;0; 0;0;1; 0;0;0;0;0;0;0;0;0;0; 2;0;2; 0;0;0;0;0;0;0;0;0; 0; 3;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;1;0;0;0
2020-06-09; 0; 8; 0; 1;0;0; 0;0;1;0; 0;0;0; 0; 0;0; 0;0;1;0;2; 0; 0; 2; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;1; 0; 1; 0; 0; 1;0;0;1;0; 1;0;0; 0;0;0; 0;0;1;0;0;0;0;0;0;0; 1;0;1; 0;0;0;0;0;0;0;0;0; 0; 2;0;0; 0;0; 1;0;0; 0;0; 1;1;0;0; 0;0;0; 0;0;0;0;0
2020-06-10; 1; 9; 0; 1;0;0; 0;1;0;0; 1;0;0; 2; 0;1; 0;0;0;0;2; 0; 0; 1; 1; 0; 0;0; 1; 0;0;0; 0; 1;0;0;0; 1; 0; 8; 0; 1;0;0;0;0; 0;0;0; 0;0;1; 0;0;0;0;0;0;0;0;0;0; 1;1;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 1;0;0; 1;0; 0;0;0;0; 1;0;0; 0;0;0;0;0
2020-06-11; 5;11; 1; 0;0;0; 0;0;0;0; 1;0;4; 0; 0;0; 0;0;4;0;0; 0; 0; 0; 0; 0; 0;0; 1; 1;0;0; 0; 0;0;0;2; 2; 0; 2; 0; 2;0;3;0;0; 2;0;0; 0;0;0; 0;0;1;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 1;0;0; 0;0; 1;0;1; 0;0; 0;2;0;0; 0;0;0; 0;0;0;0;0
2020-06-12; 0; 7; 1; 0;0;0; 0;1;0;0; 1;1;0; 1; 0;0; 0;0;4;0;1; 0; 0; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;1;2; 1; 0;22; 0; 2;0;0;1;0; 0;0;0; 0;0;1; 0;0;0;0;2;0;0;0;0;0; 2;3;3; 0;0;0;0;0;0;0;0;0; 3; 0;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-13; 0; 2; 0; 1;1;0; 0;1;0;0; 1;1;0; 1; 0;0; 0;0;3;0;0; 0; 0; 0; 0; 1; 0;0; 0; 1;1;0; 0; 0;0;0;0; 5; 0; 0; 0; 0;0;0;0;0; 1;0;0; 0;1;1; 0;0;2;0;0;0;0;0;0;0; 1;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 1;0;1; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-14; 0; 3; 0; 1;0;0; 0;0;0;0; 0;0;0; 0; 0;0; 0;0;0;0;0; 1; 0; 0; 0; 0; 0;0; 0; 0;1;0; 0; 0;0;0;0; 0; 0; 5; 0; 0;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 2;3;0; 0;0;0;0;0;0;0;1;0; 0; 2;0;0; 0;0; 0;0;0; 0;0; 0;1;0;0; 0;0;0; 0;0;0;0;0
2020-06-15; 2; 8; 0; 1;0;0; 0;0;0;0; 5;1;1; 0; 0;0; 0;0;3;1;1; 0; 0; 0; 0; 0; 0;0; 1; 0;0;0; 0; 0;0;0;0; 2; 0; 2; 1; 1;0;1;0;0; 1;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 1;1;1; 0;0;0;0;0;0;0;0;0; 0; 2;0;0; 0;0; 2;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-16; 0; 6; 3; 0;0;0; 1;0;0;0; 5;1;1; 1; 0;0; 0;0;1;0;1; 1; 1; 0; 0; 0; 0;0; 1; 2;2;0; 0; 0;0;0;0; 1; 0; 7; 0; 0;0;2;0;0; 1;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;1; 0;0;0;0;0;0;0;0;0; 0; 3;0;0; 0;0; 1;0;0; 0;0; 0;0;1;0; 0;1;0; 0;0;0;0;0
2020-06-17; 1; 8; 0; 6;0;0; 3;3;0;0; 1;1;1; 0; 1;0; 0;0;1;1;1; 0; 0; 0; 0; 0; 0;0; 2; 2;0;0; 1; 2;0;0;0; 0; 0;12; 1; 0;2;7;0;0; 2;0;0; 0;2;1; 0;0;0;0;0;0;0;1;0;0; 1;1;0; 0;0;0;0;0;0;1;0;0; 2; 2;0;0; 0;0; 1;1;0; 0;0; 1;0;0;0; 0;0;0; 1;0;0;0;0
2020-06-18; 2; 9; 0; 1;0;0; 3;1;0;0;10;1;1; 0; 1;0; 0;0;2;4;0; 0; 0; 0; 0; 0; 1;0; 0; 0;0;0; 0; 0;1;0;0; 0; 0; 1; 0; 0;0;1;0;0; 2;0;0; 0;0;1; 0;0;0;0;0;0;0;0;0;0; 1;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 1;0;0; 0;0; 0;0;0;0; 1;0;0; 0;0;0;0;0
2020-06-19; 0; 7; 2; 0;0;0; 1;0;1;0; 0;0;1; 0; 0;1; 0;0;0;1;2; 0; 0; 0; 0; 0; 0;0; 0; 1;1;0; 0; 0;3;0;0; 1; 0; 1; 0; 3;0;7;0;1; 1;0;0; 0;0;0; 1;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 1; 1;0;0; 0;0; 0;0;0; 3;0; 0;1;0;0; 0;0;0; 0;0;0;0;0
2020-06-20; 1; 8; 2; 1;0;0; 3;0;0;0; 3;1;3; 1; 0;0; 0;0;1;2;0; 0; 0; 0; 0; 0; 0;0; 1; 0;1;0; 0; 0;0;0;1; 1; 0; 1; 0; 0;0;1;0;0; 3;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 1;0;0; 0;0; 0;0;1; 0;0; 0;0;0;0; 0;0;0; 1;0;0;0;0
2020-06-21; 0;13; 1; 2;0;0; 0;0;0;0; 1;0;0; 0; 1;0; 0;0;1;0;0; 1; 0; 0; 0; 0; 1;0; 1; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 1;0;0;0;0; 1;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;2;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 1;0;0; 2;0; 1;1;0;0; 0;0;0; 0;0;0;0;0
2020-06-22; 0;12; 0; 2;0;0; 0;0;0;0; 0;3;1; 0; 0;2; 0;0;1;2;0; 0; 0; 0; 0; 0; 0;0; 0; 1;0;0; 0; 1;0;0;0; 1; 0; 2; 1; 1;0;2;0;0; 1;0;0; 0;1;0; 0;0;0;0;0;0;0;0;0;0; 0;1;0; 0;0;0;0;0;0;0;0;0; 1; 4;0;0; 0;0; 2;0;0; 0;0; 3;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-23; 0; 3; 3; 0;0;0; 0;0;0;0; 2;0;1; 0; 1;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 1; 0;0;0; 0; 0;0;0;0; 0; 0; 1; 0; 0;0;0;1;0; 0;0;1; 0;0;0; 0;0;0;0;0;1;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 1;2;0; 0;0; 0;0;0; 0;0; 0;0;1;0; 0;0;0; 0;0;0;0;0
2020-06-24; 0; 3; 2; 2;0;0; 1;0;0;0; 1;1;0; 0; 2;1; 0;0;1;0;1; 0; 0; 1; 1; 0; 0;0; 1; 0;1;0; 0; 1;2;0;0; 0; 0; 1; 0; 1;0;0;0;0; 0;0;2; 0;0;0; 1;0;0;1;0;0;0;0;0;0; 0;3;0; 0;0;1;0;0;0;1;0;7; 0; 0;2;0; 0;0; 1;0;1; 0;0; 0;0;0;1; 0;0;0; 0;0;0;0;0
2020-06-25; 0; 8; 1; 0;0;0; 1;0;0;0; 0;0;1; 0; 1;0; 0;0;1;0;0; 1; 0; 0; 1; 0; 0;0; 1; 1;0;0; 0; 1;0;0;0; 0; 0; 2; 0; 2;0;0;0;0; 0;0;1; 2;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 1;0;0;0;0;0;0;0;0; 0; 1;0;0; 2;0; 1;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-26; 1; 2; 1; 1;0;0; 1;0;0;0; 0;1;0; 0; 0;0; 0;0;0;0;0; 0; 0; 1; 0; 1; 0;0; 1; 0;1;0; 0; 1;0;0;0; 0; 0; 0; 0; 0;0;0;0;0; 0;0;0; 1;1;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;1;0;1; 1; 0;0;0; 0;0; 0;0;1; 1;0; 1;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-27; 0; 3; 1; 0;0;0; 0;0;0;0; 0;0;0; 0; 1;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 0;0;0;0;0; 0;0;0; 1;0;0; 0;0;0;0;1;0;0;0;0;0; 0;0;1; 0;0;0;0;0;0;2;0;5; 0; 0;1;0; 0;0; 0;0;0; 0;0; 0;2;0;0; 0;0;0; 0;0;0;0;0
2020-06-28; 0; 3; 4; 0;0;0; 0;0;0;0; 0;0;0; 0; 1;0; 0;0;0;0;0; 0; 1; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 0;0;0;0;0; 0;0;0; 0;1;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 1;0;0;0; 0;0;0; 0;0;0;0;0
2020-06-29; 0; 8; 0; 1;0;0; 0;0;0;0; 0;2;1; 0; 0;0; 0;0;0;0;0; 0; 1; 0; 0; 0; 0;0; 1; 0;0;0; 0; 1;0;0;0; 1; 0; 0; 0; 1;0;0;0;0; 0;0;0; 0;0;0; 0;0;2;1;0;0;0;0;0;0; 1;1;0; 0;0;0;0;0;0;0;1;1; 0; 0;0;0; 0;0; 1;0;1; 0;0; 0;1;0;0; 0;0;0; 0;0;0;0;0
2020-06-30; 1; 3; 1; 1;0;0; 0;0;0;0; 0;0;0; 0; 3;0; 0;0;0;1;0; 0; 1; 0; 0; 0; 0;0; 1; 0;0;0; 0; 1;2;0;0; 0; 0; 1; 1; 0;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;1;0; 1;2;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 1;0;0; 1;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-01; 0; 1; 1; 0;0;0; 1;0;0;0; 0;0;0; 0; 1;0; 0;0;0;0;0; 0; 0; 0; 0; 1; 0;0; 0; 0;0;0; 0; 0;0;0;1; 0; 0; 1; 0; 0;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 2;0;0; 0;0; 1;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-02; 0; 7; 0; 2;0;0; 0;0;0;0; 1;0;1; 0; 0;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 0;1;0;0;0; 0;0;0; 1;0;0; 0;0;0;0;0;0;0;0;0;0; 1;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 1;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-03; 0; 4; 2; 0;0;0; 2;0;0;0; 0;1;0; 0; 3;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 1; 0;0;0; 0; 0;0;0;1; 0; 0; 1; 0; 1;0;0;0;0; 0;0;0; 0;1;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;1;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-04; 0; 5; 0; 0;0;0; 1;0;0;0; 1;0;0; 0; 0;0; 0;0;0;0;0; 0; 0; 2; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;1; 0; 0; 1; 0; 0;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 1;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;1; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-05; 0; 6; 0; 0;0;0; 1;0;0;0; 0;1;0; 0; 0;0; 0;0;0;0;0; 0; 1; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 1; 0;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 1;0;0;0;0
2020-07-06; 0; 2; 0; 2;0;0; 0;1;0;0; 0;0;0; 0; 0;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 0;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;1; 0;0;0; 0;0;1;0;0;0;0;0;0; 0; 1;1;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-07; 0; 5; 0; 0;0;0; 0;0;0;0; 0;0;0; 0; 1;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 1;0; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 1; 2;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 2;0;0; 0;0;1;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-08; 0;13; 1; 2;0;0; 0;0;0;0; 1;0;0; 0; 0;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;1; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 1;0;1;0;0; 0;0;0; 0;1;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;2;0;0;1;0;0;1; 0; 1;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-09; 1; 9; 0; 0;0;0; 0;0;1;0; 1;0;0; 0; 3;0; 0;0;1;1;1; 0; 0; 0; 0; 1; 0;0; 0; 0;1;0; 0; 1;0;0;1; 0; 0; 0; 2; 1;0;3;0;0; 0;0;0; 1;1;0; 1;0;0;0;0;0;0;0;1;0; 3;0;0; 0;0;1;0;0;0;2;0;0; 0; 0;0;0; 0;0; 0;0;1; 1;0; 0;0;0;0; 1;0;0; 0;0;0;0;0
2020-07-10; 0;15; 0; 0;0;0; 1;0;0;0; 0;0;0; 0; 1;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;2; 0; 0;0;0; 0; 0;0;0;0; 1; 0; 0; 0; 1;1;3;0;0; 0;0;0; 0;1;0; 0;0;1;1;0;0;0;0;0;0; 0;0;0; 0;0;2;0;0;0;0;0;0; 0; 1;0;0; 0;0; 1;0;1; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-11; 0;16; 0; 1;0;0; 0;0;0;0; 1;1;0; 1; 0;0; 1;0;0;0;0; 1; 0; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 1;0;0;0;0; 0;0;0; 0;0;0; 0;0;0;0;0;1;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-12; 0; 2; 0; 1;0;0; 0;0;0;0; 0;4;1; 0; 0;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 0;0;0;0;0; 0;0;0; 0;2;0; 1;0;0;0;0;0;0;1;4;0; 0;0;0; 0;0;1;0;0;0;0;0;0; 0; 1;1;0; 0;0; 2;0;1; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-13; 1; 6; 5; 2;2;0; 0;1;0;0; 0;0;0; 0; 0;1; 0;0;0;0;1; 3; 0; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 1; 0; 0; 0; 0;2;0;0;1; 1;0;2; 0;1;0; 0;0;0;0;0;0;0;0;0;0; 1;0;0; 0;0;0;1;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-14; 0;14; 1; 0;1;0; 0;1;0;0; 0;0;0; 0; 1;0; 0;0;0;0;1; 0; 0; 2; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;2;0; 0; 0; 0; 0; 0;1;1;1;0; 1;0;0; 0;2;0; 0;0;0;0;2;0;0;1;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 1;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-15; 0;13; 1; 0;0;0; 0;0;0;0; 1;3;0; 1; 1;0; 0;0;0;0;0; 0; 0; 1; 0; 0; 0;0; 2; 0;0;0; 0; 1;0;1;0; 1; 0; 0; 0; 1;0;0;1;0; 3;0;0; 0;2;0; 1;0;0;0;0;0;0;1;0;0; 3;0;0; 0;0;0;0;0;0;0;0;1; 0; 1;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 1;1;0; 0;0;0;0;0
2020-07-16; 0; 7; 3; 1;5;0; 1;0;1;0; 0;0;1; 0; 0;0; 0;0;0;1;1; 1; 0; 2; 0; 0; 0;3; 3; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 1;0;1;1;0; 1;0;0; 0;2;1; 0;0;0;0;0;0;0;0;0;0; 4;0;1; 0;0;0;0;0;0;0;1;0; 1; 4;0;0; 0;0; 1;0;1; 2;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-17; 1; 7; 1; 2;2;0; 0;0;0;0; 0;0;0; 2; 0;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 0; 0;0;0; 0; 0;0;0;0; 1; 0; 0; 0; 1;0;0;0;1; 2;0;0; 0;1;0; 3;0;0;0;0;0;0;0;1;0; 1;0;3; 0;0;0;0;0;0;0;0;2; 0; 1;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-18; 0;10; 0; 1;2;0; 0;0;0;0; 0;0;1; 0; 0;0; 0;0;0;1;5; 0; 0; 0; 0; 0; 0;0; 6; 1;0;0; 0; 1;1;0;0; 0; 0; 0; 0; 1;0;3;0;0; 3;0;0; 0;2;0; 2;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 1;0;0; 0;0; 1;0;0; 1;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-19; 1;10; 0; 2;0;0; 0;0;0;0; 0;0;2; 0; 0;0; 0;0;0;0;1; 0; 0; 0; 0; 0; 0;0; 0; 1;0;0; 0; 0;0;0;0; 0; 0; 1; 0; 0;0;1;0;0; 0;0;0; 1;1;0; 3;0;0;0;0;0;0;0;1;0; 1;1;0; 0;0;0;0;0;0;0;0;0; 0; 1;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-20; 1; 9; 1; 0;2;0; 0;1;0;0; 0;0;0; 0; 0;0; 0;1;0;0;1; 0; 0; 0; 0; 0; 0;0; 2; 2;0;1; 0; 3;0;0;0; 0; 0; 0; 0; 2;0;0;1;0; 1;0;0; 1;1;0; 1;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 1;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-21; 0;14; 0; 1;0;0; 0;0;0;0; 1;0;1; 0; 2;0; 0;0;0;0;0; 0; 0; 0; 0; 0; 0;0; 1; 0;0;0; 0; 0;0;0;0; 0; 0; 0; 0; 0;0;2;1;0; 4;0;0; 0;0;0; 1;0;0;0;0;0;0;1;0;0; 0;1;0; 1;0;0;0;0;0;0;0;0; 1; 1;0;0; 0;0; 1;0;0; 1;0; 0;1;0;0; 0;0;0; 0;0;0;0;0
2020-07-22; 0; 7; 0; 0;1;0; 0;0;0;0; 1;0;0; 0; 1;0; 0;0;0;0;1; 0; 0; 0; 0; 0; 0;0; 0; 1;0;2; 0; 3;0;0;0; 0; 0; 0; 0; 1;0;2;2;0; 1;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;2;0; 0;0;0;0;0;0;0;0;0; 0; 3;0;0; 0;0; 3;0;0; 1;0; 1;0;0;0; 0;0;0; 1;0;0;0;0
2020-07-23; 0;14; 1; 2;1;0; 0;0;0;0; 2;0;1; 1; 0;0; 0;0;0;0;2; 0; 1; 1; 0; 0; 0;0; 3; 0;0;3; 0; 0;0;0;0; 4; 0; 0; 0; 5;0;1;0;0; 0;0;0; 1;1;0; 0;0;0;0;0;0;0;0;0;0; 1;1;0; 0;0;0;0;0;0;0;0;1; 2; 1;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 1;0;0;0;0
2020-07-24; 0;10; 3; 1;0;0; 0;0;1;0; 1;0;0; 0; 0;0; 1;0;0;1;0; 1; 1; 1; 0; 1; 0;0; 2; 0;0;0; 0; 2;0;1;0; 1; 0; 0; 0; 0;0;1;0;0; 1;0;0; 2;0;0; 0;0;0;0;1;0;0;0;0;0; 0;1;0; 1;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;1; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
2020-07-25; 1; 2; 2; 0;0;0; 0;1;0;0; 1;0;1; 0; 1;0; 0;0;0;0;0; 0; 0; 2; 0; 1; 0;0; 0; 0;0;1; 0; 1;0;0;0; 1; 0; 0; 0; 1;1;4;1;1; 0;0;0; 2;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 1;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 1;0;0; 0;0;0;0;0
2020-07-26; 0; 3; 3; 1;1;0; 0;0;0;0; 0;0;1; 0; 1;1; 0;1;0;0;0; 0; 0; 2; 0; 0; 0;0; 0; 0;0;0; 0; 1;0;1;0; 1; 0; 0; 0; 0;0;1;0;0; 4;1;0; 0;0;0; 0;0;0;0;0;0;0;0;0;0; 0;0;0; 0;0;0;0;0;0;0;0;0; 0; 0;0;0; 0;0; 0;0;0; 0;0; 0;0;0;0; 0;0;0; 0;0;0;0;0
