"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-04,København,K,24638,11583,23560,11548,1078,35
2021-03-04,København,M,13151,5522,12720,5501,431,21
2021-03-04,Frederiksberg,K,5249,2374,5066,2373,183,1
2021-03-04,Frederiksberg,M,2778,1150,2701,1148,77,2
2021-03-04,Ballerup,K,2643,973,2563,957,80,16
2021-03-04,Ballerup,M,1295,412,1278,405,17,7
2021-03-04,Brøndby,K,1978,730,1937,730,41,0
2021-03-04,Brøndby,M,970,305,955,305,15,0
2021-03-04,Dragør,K,777,306,759,305,18,1
2021-03-04,Dragør,M,451,132,443,132,8,0
2021-03-04,Gentofte,K,4182,1938,4006,1933,176,5
2021-03-04,Gentofte,M,2099,890,2029,888,70,2
2021-03-04,Gladsaxe,K,4033,1791,3918,1788,115,3
2021-03-04,Gladsaxe,M,1798,710,1755,710,43,0
2021-03-04,Glostrup,K,1576,737,1531,736,45,1
2021-03-04,Glostrup,M,778,387,770,386,8,1
2021-03-04,Herlev,K,1923,857,1849,844,74,13
2021-03-04,Herlev,M,754,276,731,275,23,1
2021-03-04,Albertslund,K,1463,679,1433,677,30,2
2021-03-04,Albertslund,M,779,335,777,335,2,0
2021-03-04,Hvidovre,K,3318,1502,3234,1502,84,0
2021-03-04,Hvidovre,M,1605,630,1592,629,13,1
2021-03-04,Høje Tåstrup,K,2634,1197,2570,1197,64,0
2021-03-04,Høje Tåstrup,M,1495,715,1477,712,18,3
2021-03-04,Lyngby-Taarbæk,K,3490,1365,3395,1365,95,0
2021-03-04,Lyngby-Taarbæk,M,1589,596,1563,597,26,-1
2021-03-04,Rødovre,K,2323,874,2247,874,76,0
2021-03-04,Rødovre,M,980,330,956,329,24,1
2021-03-04,Ishøj,K,1086,458,1058,458,28,0
2021-03-04,Ishøj,M,548,216,542,217,6,-1
2021-03-04,Tårnby,K,2420,1026,2331,1026,89,0
2021-03-04,Tårnby,M,1171,372,1151,371,20,1
2021-03-04,Vallensbæk,K,879,345,860,345,19,0
2021-03-04,Vallensbæk,M,526,219,520,219,6,0
2021-03-04,Furesø,K,2559,1028,2478,1029,81,-1
2021-03-04,Furesø,M,1224,451,1207,450,17,1
2021-03-04,Allerød,K,1540,577,1494,577,46,0
2021-03-04,Allerød,M,806,264,800,264,6,0
2021-03-04,Fredensborg,K,2407,1092,2344,1092,63,0
2021-03-04,Fredensborg,M,1237,470,1213,469,24,1
2021-03-04,Helsingør,K,3935,1591,3779,1582,156,9
2021-03-04,Helsingør,M,2011,732,1968,727,43,5
2021-03-04,Hillerød,K,3419,1610,3299,1610,120,0
2021-03-04,Hillerød,M,1646,666,1616,666,30,0
2021-03-04,Hørsholm,K,1617,678,1575,679,42,-1
2021-03-04,Hørsholm,M,891,318,879,318,12,0
2021-03-04,Rudersdal,K,3417,1370,3296,1371,121,-1
2021-03-04,Rudersdal,M,1818,631,1791,630,27,1
2021-03-04,Egedal,K,2253,894,2190,895,63,-1
2021-03-04,Egedal,M,1026,309,1005,309,21,0
2021-03-04,Frederikssund,K,2877,1080,2794,1077,83,3
2021-03-04,Frederikssund,M,1303,473,1292,473,11,0
2021-03-04,Greve,K,2464,1064,2396,1064,68,0
2021-03-04,Greve,M,1282,394,1264,394,18,0
2021-03-04,Køge,K,3285,1422,3229,1421,56,1
2021-03-04,Køge,M,1516,471,1495,470,21,1
2021-03-04,Halsnæs,K,1913,778,1849,776,64,2
2021-03-04,Halsnæs,M,967,332,958,330,9,2
2021-03-04,Roskilde,K,5148,2182,5011,2160,137,22
2021-03-04,Roskilde,M,2410,774,2358,766,52,8
2021-03-04,Solrød,K,1134,512,1097,509,37,3
2021-03-04,Solrød,M,600,182,588,182,12,0
2021-03-04,Gribskov,K,2509,1075,2432,1073,77,2
2021-03-04,Gribskov,M,1353,525,1338,524,15,1
2021-03-04,Odsherred,K,1991,670,1937,667,54,3
2021-03-04,Odsherred,M,1057,332,1045,327,12,5
2021-03-04,Holbæk,K,4407,1726,4294,1711,113,15
2021-03-04,Holbæk,M,1973,620,1941,614,32,6
2021-03-04,Faxe,K,1948,755,1894,744,54,11
2021-03-04,Faxe,M,964,255,949,250,15,5
2021-03-04,Kalundborg,K,2702,867,2650,807,52,60
2021-03-04,Kalundborg,M,1212,343,1199,300,13,43
2021-03-04,Ringsted,K,1824,720,1773,708,51,12
2021-03-04,Ringsted,M,777,255,767,245,10,10
2021-03-04,Slagelse,K,5004,1945,4913,1864,91,81
2021-03-04,Slagelse,M,2179,671,2126,646,53,25
2021-03-04,Stevns,K,1244,470,1213,468,31,2
2021-03-04,Stevns,M,625,133,619,132,6,1
2021-03-04,Sorø,K,1845,679,1786,668,59,11
2021-03-04,Sorø,M,816,244,800,237,16,7
2021-03-04,Lejre,K,1596,641,1555,640,41,1
2021-03-04,Lejre,M,733,203,715,202,18,1
2021-03-04,Lolland,K,2265,856,2208,856,57,0
2021-03-04,Lolland,M,1262,441,1252,442,10,-1
2021-03-04,Næstved,K,5114,2136,4975,2024,139,112
2021-03-04,Næstved,M,2364,755,2287,695,77,60
2021-03-04,Guldborgsund,K,3918,1460,3701,1437,217,23
2021-03-04,Guldborgsund,M,1979,639,1871,627,108,12
2021-03-04,Vordingborg,K,2516,878,2454,862,62,16
2021-03-04,Vordingborg,M,1348,416,1328,404,20,12
2021-03-04,Bornholm,K,2382,1086,2248,1086,134,0
2021-03-04,Bornholm,M,1177,457,1135,457,42,0
2021-03-04,Middelfart,K,2556,1064,2510,1063,46,1
2021-03-04,Middelfart,M,1293,436,1257,437,36,-1
2021-03-04,Assens,K,2306,844,2244,844,62,0
2021-03-04,Assens,M,980,311,955,312,25,-1
2021-03-04,Faaborg-Midtfyn,K,3114,1180,3005,1176,109,4
2021-03-04,Faaborg-Midtfyn,M,1352,418,1288,417,64,1
2021-03-04,Kerteminde,K,1408,544,1367,532,41,12
2021-03-04,Kerteminde,M,603,198,589,193,14,5
2021-03-04,Nyborg,K,1932,648,1886,641,46,7
2021-03-04,Nyborg,M,828,271,796,267,32,4
2021-03-04,Odense,K,11412,4603,11031,4588,381,15
2021-03-04,Odense,M,5177,1893,4974,1889,203,4
2021-03-04,Svendborg,K,4396,2208,4271,2125,125,83
2021-03-04,Svendborg,M,1944,862,1882,818,62,44
2021-03-04,Nordfyn,K,1624,597,1574,597,50,0
2021-03-04,Nordfyn,M,737,209,703,208,34,1
2021-03-04,Langeland,K,909,389,884,386,25,3
2021-03-04,Langeland,M,385,158,368,157,17,1
2021-03-04,Ærø,K,432,224,431,224,1,0
2021-03-04,Ærø,M,225,82,225,82,0,0
2021-03-04,Haderslev,K,2957,1306,2858,1305,99,1
2021-03-04,Haderslev,M,1378,505,1339,505,39,0
2021-03-04,Billund,K,1315,557,1268,557,47,0
2021-03-04,Billund,M,682,196,673,196,9,0
2021-03-04,Sønderborg,K,4038,1888,3965,1888,73,0
2021-03-04,Sønderborg,M,1787,556,1729,556,58,0
2021-03-04,Tønder,K,2099,940,2025,941,74,-1
2021-03-04,Tønder,M,889,308,869,309,20,-1
2021-03-04,Esbjerg,K,7246,2710,6984,2709,262,1
2021-03-04,Esbjerg,M,3666,1105,3585,1105,81,0
2021-03-04,Fanø,K,223,75,213,75,10,0
2021-03-04,Fanø,M,119,49,118,49,1,0
2021-03-04,Varde,K,3091,1033,2992,1033,99,0
2021-03-04,Varde,M,1545,414,1534,416,11,-2
2021-03-04,Vejen,K,2594,907,2502,906,92,1
2021-03-04,Vejen,M,1241,400,1214,399,27,1
2021-03-04,Aabenraa,K,2902,1232,2829,1232,73,0
2021-03-04,Aabenraa,M,1364,479,1322,479,42,0
2021-03-04,Fredericia,K,3019,1275,2944,1274,75,1
2021-03-04,Fredericia,M,1527,611,1491,611,36,0
2021-03-04,Horsens,K,5046,2015,4883,2011,163,4
2021-03-04,Horsens,M,2121,672,2044,670,77,2
2021-03-04,Kolding,K,4930,2079,4839,2081,91,-2
2021-03-04,Kolding,M,2433,874,2378,874,55,0
2021-03-04,Vejle,K,6271,2648,6152,2645,119,3
2021-03-04,Vejle,M,3015,1216,2969,1213,46,3
2021-03-04,Herning,K,5063,2418,5037,2417,26,1
2021-03-04,Herning,M,2248,757,2232,756,16,1
2021-03-04,Holstebro,K,3565,1476,3533,1476,32,0
2021-03-04,Holstebro,M,1516,449,1487,448,29,1
2021-03-04,Lemvig,K,1155,546,1142,546,13,0
2021-03-04,Lemvig,M,543,161,535,161,8,0
2021-03-04,Struer,K,1262,489,1249,489,13,0
2021-03-04,Struer,M,636,181,630,181,6,0
2021-03-04,Syddjurs,K,2403,959,2327,953,76,6
2021-03-04,Syddjurs,M,1237,347,1192,346,45,1
2021-03-04,Norddjurs,K,2286,1109,2247,1105,39,4
2021-03-04,Norddjurs,M,1091,373,1066,373,25,0
2021-03-04,Favrskov,K,2725,1108,2606,1101,119,7
2021-03-04,Favrskov,M,1142,333,1065,332,77,1
2021-03-04,Odder,K,1508,630,1461,627,47,3
2021-03-04,Odder,M,672,241,651,239,21,2
2021-03-04,Randers,K,6052,2552,5936,2535,116,17
2021-03-04,Randers,M,2643,934,2547,929,96,5
2021-03-04,Silkeborg,K,5260,2294,5089,2290,171,4
2021-03-04,Silkeborg,M,2506,805,2407,800,99,5
2021-03-04,Samsø,K,309,283,309,283,0,0
2021-03-04,Samsø,M,179,161,179,161,0,0
2021-03-04,Skanderborg,K,3208,1184,3082,1177,126,7
2021-03-04,Skanderborg,M,1464,452,1402,451,62,1
2021-03-04,Århus,K,18509,6552,17883,6497,626,55
2021-03-04,Århus,M,8763,2716,8390,2687,373,29
2021-03-04,Ikast-Brande,K,1992,890,1976,888,16,2
2021-03-04,Ikast-Brande,M,909,250,891,251,18,-1
2021-03-04,Ringkøbing-Skjern,K,3189,1426,3127,1426,62,0
2021-03-04,Ringkøbing-Skjern,M,1444,447,1435,448,9,-1
2021-03-04,Hedensted,K,2563,1072,2508,1072,55,0
2021-03-04,Hedensted,M,1067,309,1040,310,27,-1
2021-03-04,Morsø,K,1514,741,1502,740,12,1
2021-03-04,Morsø,M,756,296,755,294,1,2
2021-03-04,Skive,K,2709,1240,2647,1214,62,26
2021-03-04,Skive,M,1392,412,1333,406,59,6
2021-03-04,Thisted,K,2642,1057,2613,1057,29,0
2021-03-04,Thisted,M,1095,332,1091,330,4,2
2021-03-04,Viborg,K,6073,2729,5906,2705,167,24
2021-03-04,Viborg,M,2807,867,2719,864,88,3
2021-03-04,Brønderslev,K,2176,943,2154,942,22,1
2021-03-04,Brønderslev,M,943,303,926,304,17,-1
2021-03-04,Frederikshavn,K,3401,1547,3352,1546,49,1
2021-03-04,Frederikshavn,M,1631,460,1578,460,53,0
2021-03-04,Vesthimmerland,K,2268,935,2260,933,8,2
2021-03-04,Vesthimmerland,M,1082,251,1075,251,7,0
2021-03-04,Læsø,K,137,81,137,81,0,0
2021-03-04,Læsø,M,66,27,66,27,0,0
2021-03-04,Rebild,K,1688,750,1669,749,19,1
2021-03-04,Rebild,M,728,189,713,189,15,0
2021-03-04,Mariagerfjord,K,2455,888,2446,883,9,5
2021-03-04,Mariagerfjord,M,1256,289,1253,288,3,1
2021-03-04,Jammerbugt,K,2082,824,2056,823,26,1
2021-03-04,Jammerbugt,M,990,297,980,297,10,0
2021-03-04,Aalborg,K,12231,4982,12099,4964,132,18
2021-03-04,Aalborg,M,5774,1889,5657,1882,117,7
2021-03-04,Hjørring,K,4159,1738,4115,1738,44,0
2021-03-04,Hjørring,M,1809,479,1761,479,48,0
