"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-06,Hovedstaden,K,103716,41913,100727,41734,2989,179
2021-03-06,Hovedstaden,M,52287,18992,50083,18894,2204,98
2021-03-06,Midtjylland,K,78681,32643,77218,31439,1463,1204
2021-03-06,Midtjylland,M,36322,11929,35721,11001,601,928
2021-03-06,Nordjylland,K,38234,14919,35131,14507,3103,412
2021-03-06,Nordjylland,M,17205,5098,16411,4821,794,277
2021-03-06,Sjælland,K,50960,20272,49817,19387,1143,885
2021-03-06,Sjælland,M,24297,8255,23643,7513,654,742
2021-03-06,Syddanmark,K,75022,29400,72696,29079,2326,321
2021-03-06,Syddanmark,M,36007,11772,34219,11596,1788,176
