"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-10,Hovedstaden,K,114228,43177,112406,42260,1822,917
2021-03-10,Hovedstaden,M,58304,19683,57323,19252,981,431
2021-03-10,Midtjylland,K,85803,38134,82715,36354,3088,1780
2021-03-10,Midtjylland,M,39027,15655,37795,14455,1232,1200
2021-03-10,Nordjylland,K,41196,16462,40748,16110,448,352
2021-03-10,Nordjylland,M,18543,6037,18343,5846,200,191
2021-03-10,Sjælland,K,54893,23862,53967,22894,926,968
2021-03-10,Sjælland,M,26751,10746,26164,10014,587,732
2021-03-10,Syddanmark,K,81441,30999,79922,30458,1519,541
2021-03-10,Syddanmark,M,40470,12715,39679,12455,791,260
