"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-18,København,K,31591,14168,31420,13778,171,390
2021-03-18,København,M,17336,7191,17202,6915,134,276
2021-03-18,Frederiksberg,K,6420,3325,6367,3192,53,133
2021-03-18,Frederiksberg,M,3424,1664,3397,1610,27,54
2021-03-18,Ballerup,K,3452,1533,3391,1433,61,100
2021-03-18,Ballerup,M,1712,819,1668,746,44,73
2021-03-18,Brøndby,K,2478,1217,2441,1109,37,108
2021-03-18,Brøndby,M,1258,595,1226,539,32,56
2021-03-18,Dragør,K,955,539,951,517,4,22
2021-03-18,Dragør,M,548,301,540,283,8,18
2021-03-18,Gentofte,K,5220,2725,5150,2619,70,106
2021-03-18,Gentofte,M,2675,1331,2618,1272,57,59
2021-03-18,Gladsaxe,K,5083,2448,5034,2342,49,106
2021-03-18,Gladsaxe,M,2370,1084,2329,1030,41,54
2021-03-18,Glostrup,K,1936,1042,1927,995,9,47
2021-03-18,Glostrup,M,964,579,949,562,15,17
2021-03-18,Herlev,K,2403,1181,2391,1141,12,40
2021-03-18,Herlev,M,1012,451,1006,424,6,27
2021-03-18,Albertslund,K,1797,991,1768,964,29,27
2021-03-18,Albertslund,M,934,574,916,553,18,21
2021-03-18,Hvidovre,K,3955,2068,3915,2000,40,68
2021-03-18,Hvidovre,M,1931,993,1911,941,20,52
2021-03-18,Høje Tåstrup,K,3281,1727,3258,1661,23,66
2021-03-18,Høje Tåstrup,M,1847,1118,1818,1087,29,31
2021-03-18,Lyngby-Taarbæk,K,4213,2305,4178,2077,35,228
2021-03-18,Lyngby-Taarbæk,M,2017,1064,1986,969,31,95
2021-03-18,Rødovre,K,3088,1445,3081,1332,7,113
2021-03-18,Rødovre,M,1324,595,1315,549,9,46
2021-03-18,Ishøj,K,1360,677,1343,659,17,18
2021-03-18,Ishøj,M,693,384,682,371,11,13
2021-03-18,Tårnby,K,2891,1422,2864,1371,27,51
2021-03-18,Tårnby,M,1423,624,1408,591,15,33
2021-03-18,Vallensbæk,K,1120,558,1108,532,12,26
2021-03-18,Vallensbæk,M,662,367,648,348,14,19
2021-03-18,Furesø,K,3143,1595,3102,1523,41,72
2021-03-18,Furesø,M,1556,811,1530,770,26,41
2021-03-18,Allerød,K,1925,837,1906,801,19,36
2021-03-18,Allerød,M,1027,507,1016,475,11,32
2021-03-18,Fredensborg,K,3037,1508,2986,1461,51,47
2021-03-18,Fredensborg,M,1636,805,1597,754,39,51
2021-03-18,Helsingør,K,4864,2339,4830,2228,34,111
2021-03-18,Helsingør,M,2572,1276,2543,1196,29,80
2021-03-18,Hillerød,K,4329,2113,4314,2037,15,76
2021-03-18,Hillerød,M,2167,1095,2154,1046,13,49
2021-03-18,Hørsholm,K,2010,1045,1999,990,11,55
2021-03-18,Hørsholm,M,1137,592,1128,554,9,38
2021-03-18,Rudersdal,K,4350,2211,4303,2077,47,134
2021-03-18,Rudersdal,M,2386,1204,2349,1113,37,91
2021-03-18,Egedal,K,2830,1224,2794,1169,36,55
2021-03-18,Egedal,M,1330,566,1300,525,30,41
2021-03-18,Frederikssund,K,3625,1682,3587,1585,38,97
2021-03-18,Frederikssund,M,1738,877,1715,825,23,52
2021-03-18,Greve,K,3134,1527,3116,1479,18,48
2021-03-18,Greve,M,1663,821,1654,783,9,38
2021-03-18,Køge,K,4011,2150,3976,2116,35,34
2021-03-18,Køge,M,2028,1058,2013,1021,15,37
2021-03-18,Halsnæs,K,2565,1017,2514,979,51,38
2021-03-18,Halsnæs,M,1402,580,1366,545,36,35
2021-03-18,Roskilde,K,6253,3260,6199,3228,54,32
2021-03-18,Roskilde,M,3211,1598,3182,1572,29,26
2021-03-18,Solrød,K,1418,744,1406,732,12,12
2021-03-18,Solrød,M,760,389,755,371,5,18
2021-03-18,Gribskov,K,3229,1475,3211,1421,18,54
2021-03-18,Gribskov,M,1887,876,1870,826,17,50
2021-03-18,Odsherred,K,2427,1118,2413,1102,14,16
2021-03-18,Odsherred,M,1386,682,1366,663,20,19
2021-03-18,Holbæk,K,5199,2569,5152,2540,47,29
2021-03-18,Holbæk,M,2509,1225,2482,1192,27,33
2021-03-18,Faxe,K,2390,1183,2325,1170,65,13
2021-03-18,Faxe,M,1285,615,1236,596,49,19
2021-03-18,Kalundborg,K,3237,1493,3204,1472,33,21
2021-03-18,Kalundborg,M,1602,842,1569,820,33,22
2021-03-18,Ringsted,K,2141,1094,2131,1080,10,14
2021-03-18,Ringsted,M,968,532,961,523,7,9
2021-03-18,Slagelse,K,5885,2897,5785,2862,100,35
2021-03-18,Slagelse,M,2675,1376,2564,1336,111,40
2021-03-18,Stevns,K,1644,793,1569,766,75,27
2021-03-18,Stevns,M,911,399,837,376,74,23
2021-03-18,Sorø,K,2230,1012,2208,1003,22,9
2021-03-18,Sorø,M,1039,505,1026,494,13,11
2021-03-18,Lejre,K,1993,1000,1962,989,31,11
2021-03-18,Lejre,M,1036,455,1001,436,35,19
2021-03-18,Lolland,K,2780,1465,2737,1448,43,17
2021-03-18,Lolland,M,1578,922,1531,903,47,19
2021-03-18,Næstved,K,6092,3095,5971,3059,121,36
2021-03-18,Næstved,M,2968,1488,2831,1453,137,35
2021-03-18,Guldborgsund,K,4777,2392,4681,2355,96,37
2021-03-18,Guldborgsund,M,2593,1395,2482,1362,111,33
2021-03-18,Vordingborg,K,3140,1427,3088,1406,52,21
2021-03-18,Vordingborg,M,1780,879,1735,854,45,25
2021-03-18,Bornholm,K,3257,1511,3225,1438,32,73
2021-03-18,Bornholm,M,1640,754,1609,677,31,77
2021-03-18,Middelfart,K,3195,1506,3128,1424,67,82
2021-03-18,Middelfart,M,1778,751,1737,698,41,53
2021-03-18,Assens,K,2979,1153,2929,1128,50,25
2021-03-18,Assens,M,1443,531,1406,517,37,14
2021-03-18,Faaborg-Midtfyn,K,3836,1576,3784,1532,52,44
2021-03-18,Faaborg-Midtfyn,M,1890,679,1847,643,43,36
2021-03-18,Kerteminde,K,1858,755,1789,730,69,25
2021-03-18,Kerteminde,M,896,341,825,321,71,20
2021-03-18,Nyborg,K,2440,882,2425,854,15,28
2021-03-18,Nyborg,M,1183,433,1165,419,18,14
2021-03-18,Odense,K,14617,6098,14490,5979,127,119
2021-03-18,Odense,M,7223,2882,7126,2798,97,84
2021-03-18,Svendborg,K,5183,2590,5132,2548,51,42
2021-03-18,Svendborg,M,2550,1129,2500,1095,50,34
2021-03-18,Nordfyn,K,2104,809,2093,789,11,20
2021-03-18,Nordfyn,M,1060,360,1045,339,15,21
2021-03-18,Langeland,K,1124,476,1114,451,10,25
2021-03-18,Langeland,M,586,221,574,201,12,20
2021-03-18,Ærø,K,571,227,572,227,-1,0
2021-03-18,Ærø,M,335,81,335,81,0,0
2021-03-18,Haderslev,K,3649,1493,3587,1464,62,29
2021-03-18,Haderslev,M,1871,679,1816,651,55,28
2021-03-18,Billund,K,1648,753,1635,753,13,0
2021-03-18,Billund,M,893,345,870,343,23,2
2021-03-18,Sønderborg,K,5119,2150,5039,2063,80,87
2021-03-18,Sønderborg,M,2830,709,2724,658,106,51
2021-03-18,Tønder,K,2507,1133,2472,1124,35,9
2021-03-18,Tønder,M,1202,451,1170,431,32,20
2021-03-18,Esbjerg,K,8810,3698,8718,3699,92,-1
2021-03-18,Esbjerg,M,4647,1915,4557,1915,90,0
2021-03-18,Fanø,K,267,104,265,104,2,0
2021-03-18,Fanø,M,140,56,136,56,4,0
2021-03-18,Varde,K,3773,1573,3724,1573,49,0
2021-03-18,Varde,M,1946,775,1892,775,54,0
2021-03-18,Vejen,K,3101,1441,3069,1438,32,3
2021-03-18,Vejen,M,1621,727,1588,725,33,2
2021-03-18,Aabenraa,K,3523,1370,3472,1336,51,34
2021-03-18,Aabenraa,M,1902,610,1843,569,59,41
2021-03-18,Fredericia,K,3880,1695,3843,1691,37,4
2021-03-18,Fredericia,M,2073,898,2036,894,37,4
2021-03-18,Horsens,K,6115,2853,5942,2793,173,60
2021-03-18,Horsens,M,2815,1298,2650,1247,165,51
2021-03-18,Kolding,K,6021,2734,5947,2686,74,48
2021-03-18,Kolding,M,3234,1375,3181,1341,53,34
2021-03-18,Vejle,K,7934,3461,7816,3410,118,51
2021-03-18,Vejle,M,4177,1760,4075,1739,102,21
2021-03-18,Herning,K,6415,3554,6380,3547,35,7
2021-03-18,Herning,M,2962,1512,2925,1509,37,3
2021-03-18,Holstebro,K,4581,2323,4543,2312,38,11
2021-03-18,Holstebro,M,2051,1000,2017,996,34,4
2021-03-18,Lemvig,K,1469,746,1402,742,67,4
2021-03-18,Lemvig,M,763,310,675,305,88,5
2021-03-18,Struer,K,1633,885,1593,785,40,100
2021-03-18,Struer,M,807,449,778,379,29,70
2021-03-18,Syddjurs,K,2991,1597,2967,1456,24,141
2021-03-18,Syddjurs,M,1600,821,1574,711,26,110
2021-03-18,Norddjurs,K,2874,1680,2849,1603,25,77
2021-03-18,Norddjurs,M,1396,776,1367,705,29,71
2021-03-18,Favrskov,K,3317,1627,3296,1518,21,109
2021-03-18,Favrskov,M,1416,646,1386,582,30,64
2021-03-18,Odder,K,1828,981,1761,925,67,56
2021-03-18,Odder,M,858,463,808,419,50,44
2021-03-18,Randers,K,7218,3490,7175,3354,43,136
2021-03-18,Randers,M,3218,1508,3130,1424,88,84
2021-03-18,Silkeborg,K,6643,3349,6310,3239,333,110
2021-03-18,Silkeborg,M,3337,1657,2978,1537,359,120
2021-03-18,Samsø,K,427,289,392,288,35,1
2021-03-18,Samsø,M,268,166,241,166,27,0
2021-03-18,Skanderborg,K,4072,1843,3896,1691,176,152
2021-03-18,Skanderborg,M,1941,896,1774,773,167,123
2021-03-18,Århus,K,22232,10063,21998,9607,234,456
2021-03-18,Århus,M,10591,4961,10365,4730,226,231
2021-03-18,Ikast-Brande,K,2534,1356,2470,1350,64,6
2021-03-18,Ikast-Brande,M,1233,567,1169,562,64,5
2021-03-18,Ringkøbing-Skjern,K,3992,2216,3849,2212,143,4
2021-03-18,Ringkøbing-Skjern,M,1933,1044,1792,1042,141,2
2021-03-18,Hedensted,K,3091,1646,3064,1588,27,58
2021-03-18,Hedensted,M,1393,713,1363,663,30,50
2021-03-18,Morsø,K,1782,1057,1780,1057,2,0
2021-03-18,Morsø,M,931,561,928,559,3,2
2021-03-18,Skive,K,3328,1820,3312,1778,16,42
2021-03-18,Skive,M,1735,907,1723,869,12,38
2021-03-18,Thisted,K,3085,1647,3077,1645,8,2
2021-03-18,Thisted,M,1397,691,1390,688,7,3
2021-03-18,Viborg,K,7359,3935,7206,3841,153,94
2021-03-18,Viborg,M,3509,1802,3342,1702,167,100
2021-03-18,Brønderslev,K,2887,1376,2827,1375,60,1
2021-03-18,Brønderslev,M,1268,631,1212,631,56,0
2021-03-18,Frederikshavn,K,4232,2349,4230,2349,2,0
2021-03-18,Frederikshavn,M,1975,1113,1973,1112,2,1
2021-03-18,Vesthimmerland,K,2704,1443,2697,1443,7,0
2021-03-18,Vesthimmerland,M,1268,688,1262,689,6,-1
2021-03-18,Læsø,K,172,87,172,87,0,0
2021-03-18,Læsø,M,114,31,114,31,0,0
2021-03-18,Rebild,K,2114,1069,2083,1069,31,0
2021-03-18,Rebild,M,901,446,872,443,29,3
2021-03-18,Mariagerfjord,K,3140,1492,2952,1482,188,10
2021-03-18,Mariagerfjord,M,1661,741,1494,730,167,11
2021-03-18,Jammerbugt,K,2686,1263,2671,1263,15,0
2021-03-18,Jammerbugt,M,1288,634,1272,633,16,1
2021-03-18,Aalborg,K,15860,7159,15496,7155,364,4
2021-03-18,Aalborg,M,7745,3539,7343,3536,402,3
2021-03-18,Hjørring,K,5443,2614,5442,2615,1,-1
2021-03-18,Hjørring,M,2401,1108,2401,1108,0,0
