"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-04-03,Hovedstaden,K,144232,78740,144051,76454,181,2286
2021-04-03,Hovedstaden,M,82597,46332,82420,44864,177,1468
2021-04-03,Midtjylland,K,112215,58912,111547,58707,668,205
2021-04-03,Midtjylland,M,61658,32536,61096,32416,562,120
2021-04-03,Nordjylland,K,51404,26709,50591,26415,813,294
2021-04-03,Nordjylland,M,27617,14949,26853,14683,764,266
2021-04-03,Sjælland,K,73440,35291,73432,35054,8,237
2021-04-03,Sjælland,M,44094,21730,44088,21501,6,229
2021-04-03,Syddanmark,K,99819,55134,98900,54095,919,1039
2021-04-03,Syddanmark,M,56156,33431,55346,32524,810,907
