"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-04-14,Hovedstaden,K,189472,87044,185764,86428,3708,616
2021-04-14,Hovedstaden,M,121404,53343,118386,52883,3018,460
2021-04-14,Midtjylland,K,137112,66751,134013,65720,3099,1031
2021-04-14,Midtjylland,M,84215,39599,81534,38636,2681,963
2021-04-14,Nordjylland,K,62911,30791,62414,30591,497,200
2021-04-14,Nordjylland,M,38480,18648,38031,18422,449,226
2021-04-14,Sjælland,K,95644,41238,94403,40288,1241,950
2021-04-14,Sjælland,M,63832,27552,62766,26705,1066,847
2021-04-14,Syddanmark,K,124166,62816,122580,62058,1586,758
2021-04-14,Syddanmark,M,78436,40173,77051,39475,1385,698
