"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-05,Hovedstaden,K,258677,135061,255161,129856,3516,5205
2021-05-05,Hovedstaden,M,183580,89431,179618,85960,3962,3471
2021-05-05,Midtjylland,K,185748,98909,182902,94568,2846,4341
2021-05-05,Midtjylland,M,128047,68214,125312,64186,2735,4028
2021-05-05,Nordjylland,K,86788,47103,84377,46565,2411,538
2021-05-05,Nordjylland,M,60189,33616,57810,33112,2379,504
2021-05-05,Sjælland,K,122872,70516,121253,69070,1619,1446
2021-05-05,Sjælland,M,87633,54397,85810,53127,1823,1270
2021-05-05,Syddanmark,K,176222,83789,172965,81705,3257,2084
2021-05-05,Syddanmark,M,125361,59148,122348,57343,3013,1805
