"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-14,København,K,67553,41245,67017,39865,536,1380
2021-05-14,København,M,49849,27974,49234,27106,615,868
2021-05-14,Frederiksberg,K,15809,10454,15704,10108,105,346
2021-05-14,Frederiksberg,M,10743,6769,10626,6578,117,191
2021-05-14,Ballerup,K,8342,5674,8309,5482,33,192
2021-05-14,Ballerup,M,5801,3727,5762,3607,39,120
2021-05-14,Brøndby,K,5897,4074,5869,3937,28,137
2021-05-14,Brøndby,M,4377,2828,4331,2719,46,109
2021-05-14,Dragør,K,2745,1840,2714,1793,31,47
2021-05-14,Dragør,M,2191,1405,2170,1379,21,26
2021-05-14,Gentofte,K,12926,8666,12814,8392,112,274
2021-05-14,Gentofte,M,9513,5791,9380,5584,133,207
2021-05-14,Gladsaxe,K,10700,7025,10629,6807,71,218
2021-05-14,Gladsaxe,M,7549,4355,7479,4197,70,158
2021-05-14,Glostrup,K,3992,2797,3966,2712,26,85
2021-05-14,Glostrup,M,2726,1787,2707,1729,19,58
2021-05-14,Herlev,K,5022,3355,4999,3247,23,108
2021-05-14,Herlev,M,3349,1998,3328,1915,21,83
2021-05-14,Albertslund,K,4264,2997,4244,2912,20,85
2021-05-14,Albertslund,M,3155,2151,3128,2086,27,65
2021-05-14,Hvidovre,K,8515,5840,8466,5682,49,158
2021-05-14,Hvidovre,M,6120,3859,6060,3739,60,120
2021-05-14,Høje Tåstrup,K,7974,5516,7894,5327,80,189
2021-05-14,Høje Tåstrup,M,6034,3990,5953,3870,81,120
2021-05-14,Lyngby-Taarbæk,K,9585,6411,9516,6208,69,203
2021-05-14,Lyngby-Taarbæk,M,6723,4061,6649,3905,74,156
2021-05-14,Rødovre,K,6716,4380,6676,4258,40,122
2021-05-14,Rødovre,M,4570,2632,4530,2544,40,88
2021-05-14,Ishøj,K,3301,2268,3288,2176,13,92
2021-05-14,Ishøj,M,2506,1633,2479,1553,27,80
2021-05-14,Tårnby,K,7041,4578,6991,4458,50,120
2021-05-14,Tårnby,M,5261,3111,5196,3044,65,67
2021-05-14,Vallensbæk,K,2624,1935,2609,1886,15,49
2021-05-14,Vallensbæk,M,2064,1459,2051,1426,13,33
2021-05-14,Furesø,K,7347,5001,7305,4823,42,178
2021-05-14,Furesø,M,5376,3470,5334,3334,42,136
2021-05-14,Allerød,K,4478,2967,4438,2851,40,116
2021-05-14,Allerød,M,3430,2154,3383,2069,47,85
2021-05-14,Fredensborg,K,7678,5152,7610,4899,68,253
2021-05-14,Fredensborg,M,5845,3719,5775,3552,70,167
2021-05-14,Helsingør,K,12464,8524,12298,8171,166,353
2021-05-14,Helsingør,M,9321,5978,9154,5729,167,249
2021-05-14,Hillerød,K,9129,6064,9054,5853,75,211
2021-05-14,Hillerød,M,6640,4027,6545,3878,95,149
2021-05-14,Hørsholm,K,5330,3767,5272,3617,58,150
2021-05-14,Hørsholm,M,3900,2632,3849,2525,51,107
2021-05-14,Rudersdal,K,10335,7060,10256,6833,79,227
2021-05-14,Rudersdal,M,7859,4982,7758,4797,101,185
2021-05-14,Egedal,K,7137,4736,7067,4550,70,186
2021-05-14,Egedal,M,5338,3287,5251,3170,87,117
2021-05-14,Frederikssund,K,9043,5960,8933,5772,110,188
2021-05-14,Frederikssund,M,6836,4306,6712,4169,124,137
2021-05-14,Greve,K,7888,5295,7828,5117,60,178
2021-05-14,Greve,M,5930,3993,5862,3842,68,151
2021-05-14,Køge,K,9580,5965,9313,5942,267,23
2021-05-14,Køge,M,6903,4283,6612,4262,291,21
2021-05-14,Halsnæs,K,6574,4165,6537,4011,37,154
2021-05-14,Halsnæs,M,5281,3207,5238,3070,43,137
2021-05-14,Roskilde,K,14418,9041,14170,8978,248,63
2021-05-14,Roskilde,M,10246,6300,9943,6257,303,43
2021-05-14,Solrød,K,3479,2274,3386,2238,93,36
2021-05-14,Solrød,M,2627,1698,2559,1663,68,35
2021-05-14,Gribskov,K,8494,5300,8410,5050,84,250
2021-05-14,Gribskov,M,7099,4241,7011,4037,88,204
2021-05-14,Odsherred,K,6647,4149,6504,4030,143,119
2021-05-14,Odsherred,M,5435,3605,5302,3488,133,117
2021-05-14,Holbæk,K,12129,7670,11926,7519,203,151
2021-05-14,Holbæk,M,8838,5565,8576,5432,262,133
2021-05-14,Faxe,K,5737,3606,5587,3600,150,6
2021-05-14,Faxe,M,4441,2761,4288,2756,153,5
2021-05-14,Kalundborg,K,8120,5310,7984,5186,136,124
2021-05-14,Kalundborg,M,6382,4228,6244,4107,138,121
2021-05-14,Ringsted,K,4799,3038,4657,3008,142,30
2021-05-14,Ringsted,M,3447,2229,3295,2210,152,19
2021-05-14,Slagelse,K,14004,9128,13775,8908,229,220
2021-05-14,Slagelse,M,10008,6337,9764,6138,244,199
2021-05-14,Stevns,K,3878,2446,3809,2438,69,8
2021-05-14,Stevns,M,3030,1926,2946,1910,84,16
2021-05-14,Sorø,K,5065,3274,4953,3206,112,68
2021-05-14,Sorø,M,3739,2471,3637,2412,102,59
2021-05-14,Lejre,K,4828,2967,4701,2910,127,57
2021-05-14,Lejre,M,3763,2391,3633,2348,130,43
2021-05-14,Lolland,K,7174,4604,6989,4593,185,11
2021-05-14,Lolland,M,5966,3879,5780,3869,186,10
2021-05-14,Næstved,K,13877,8730,13554,8669,323,61
2021-05-14,Næstved,M,10062,6217,9646,6148,416,69
2021-05-14,Guldborgsund,K,11574,7202,11289,7196,285,6
2021-05-14,Guldborgsund,M,8852,5517,8538,5513,314,4
2021-05-14,Vordingborg,K,8180,5171,7976,5163,204,8
2021-05-14,Vordingborg,M,6495,4181,6258,4173,237,8
2021-05-14,Bornholm,K,8810,5842,8726,5681,84,161
2021-05-14,Bornholm,M,7048,4609,6970,4434,78,175
2021-05-14,Middelfart,K,6789,3860,6692,3845,97,15
2021-05-14,Middelfart,M,5107,2899,5020,2880,87,19
2021-05-14,Assens,K,7042,3883,7040,3813,2,70
2021-05-14,Assens,M,5282,2791,5277,2722,5,69
2021-05-14,Faaborg-Midtfyn,K,8957,5093,8955,4984,2,109
2021-05-14,Faaborg-Midtfyn,M,6688,3722,6686,3636,2,86
2021-05-14,Kerteminde,K,4376,2543,4375,2513,1,30
2021-05-14,Kerteminde,M,3164,1855,3161,1827,3,28
2021-05-14,Nyborg,K,5428,3251,5428,3197,0,54
2021-05-14,Nyborg,M,3955,2329,3954,2287,1,42
2021-05-14,Odense,K,31446,17647,31241,17347,205,300
2021-05-14,Odense,M,21683,12074,21480,11826,203,248
2021-05-14,Svendborg,K,10815,6302,10815,6127,0,175
2021-05-14,Svendborg,M,7904,4273,7903,4095,1,178
2021-05-14,Nordfyn,K,5037,2747,5034,2701,3,46
2021-05-14,Nordfyn,M,3930,2142,3926,2093,4,49
2021-05-14,Langeland,K,2586,1415,2586,1381,0,34
2021-05-14,Langeland,M,2051,1033,2051,1004,0,29
2021-05-14,Ærø,K,1302,684,1302,679,0,5
2021-05-14,Ærø,M,986,476,986,470,0,6
2021-05-14,Haderslev,K,8660,4252,8444,4239,216,13
2021-05-14,Haderslev,M,6568,3019,6353,3005,215,14
2021-05-14,Billund,K,3845,2444,3812,2390,33,54
2021-05-14,Billund,M,3008,1879,2962,1832,46,47
2021-05-14,Sønderborg,K,12960,6212,12781,6156,179,56
2021-05-14,Sønderborg,M,9977,4311,9808,4277,169,34
2021-05-14,Tønder,K,5936,2880,5902,2874,34,6
2021-05-14,Tønder,M,4665,2100,4625,2089,40,11
2021-05-14,Esbjerg,K,18956,12546,18434,12495,522,51
2021-05-14,Esbjerg,M,14083,9307,13493,9173,590,134
2021-05-14,Fanø,K,754,467,753,466,1,1
2021-05-14,Fanø,M,605,377,605,376,0,1
2021-05-14,Varde,K,7952,5340,7942,5331,10,9
2021-05-14,Varde,M,6183,4114,6172,4104,11,10
2021-05-14,Vejen,K,6490,3890,6370,3879,120,11
2021-05-14,Vejen,M,4869,2783,4706,2765,163,18
2021-05-14,Aabenraa,K,9760,4243,9633,4173,127,70
2021-05-14,Aabenraa,M,7814,3137,7686,3086,128,51
2021-05-14,Fredericia,K,8127,4823,8009,4805,118,18
2021-05-14,Fredericia,M,5966,3485,5859,3477,107,8
2021-05-14,Horsens,K,13807,8233,13769,8224,38,9
2021-05-14,Horsens,M,9687,5603,9634,5593,53,10
2021-05-14,Kolding,K,13532,7648,13147,7637,385,11
2021-05-14,Kolding,M,10100,5427,9694,5421,406,6
2021-05-14,Vejle,K,17590,10191,17216,10136,374,55
2021-05-14,Vejle,M,12947,7316,12517,7265,430,51
2021-05-14,Herning,K,14266,8807,14265,8789,1,18
2021-05-14,Herning,M,10294,6230,10285,6219,9,11
2021-05-14,Holstebro,K,10157,5762,10152,5726,5,36
2021-05-14,Holstebro,M,7207,4012,7201,3965,6,47
2021-05-14,Lemvig,K,3681,2319,3680,2310,1,9
2021-05-14,Lemvig,M,3003,1763,3003,1755,0,8
2021-05-14,Struer,K,4043,2318,4041,2301,2,17
2021-05-14,Struer,M,3108,1738,3108,1719,0,19
2021-05-14,Syddjurs,K,7655,4530,7655,4514,0,16
2021-05-14,Syddjurs,M,6174,3574,6174,3556,0,18
2021-05-14,Norddjurs,K,6863,4270,6836,4246,27,24
2021-05-14,Norddjurs,M,5248,3013,5222,2988,26,25
2021-05-14,Favrskov,K,7489,4593,7483,4536,6,57
2021-05-14,Favrskov,M,5315,3161,5307,3102,8,59
2021-05-14,Odder,K,4101,2569,4101,2567,0,2
2021-05-14,Odder,M,2991,1736,2991,1733,0,3
2021-05-14,Randers,K,15995,9949,15837,9583,158,366
2021-05-14,Randers,M,11052,6950,10845,6630,207,320
2021-05-14,Silkeborg,K,15005,9302,14866,9024,139,278
2021-05-14,Silkeborg,M,11118,6873,10960,6653,158,220
2021-05-14,Samsø,K,901,507,901,507,0,0
2021-05-14,Samsø,M,713,376,713,375,0,1
2021-05-14,Skanderborg,K,9450,5584,9437,5564,13,20
2021-05-14,Skanderborg,M,6829,4052,6804,4032,25,20
2021-05-14,Århus,K,47447,27950,47438,27858,9,92
2021-05-14,Århus,M,32255,18675,32241,18581,14,94
2021-05-14,Ikast-Brande,K,6421,4034,6409,4025,12,9
2021-05-14,Ikast-Brande,M,5020,2974,4993,2961,27,13
2021-05-14,Ringkøbing-Skjern,K,9700,5626,9700,5623,0,3
2021-05-14,Ringkøbing-Skjern,M,7487,4305,7487,4300,0,5
2021-05-14,Hedensted,K,7552,4433,7501,4430,51,3
2021-05-14,Hedensted,M,5634,3108,5586,3097,48,11
2021-05-14,Morsø,K,3834,2490,3827,2487,7,3
2021-05-14,Morsø,M,2885,1851,2877,1848,8,3
2021-05-14,Skive,K,8344,5571,8274,5464,70,107
2021-05-14,Skive,M,6608,4229,6533,4121,75,108
2021-05-14,Thisted,K,7272,4376,7268,4372,4,4
2021-05-14,Thisted,M,5488,3090,5484,3089,4,1
2021-05-14,Viborg,K,16276,10272,16136,9940,140,332
2021-05-14,Viborg,M,12024,7364,11825,7089,199,275
2021-05-14,Brønderslev,K,5763,3743,5762,3304,1,439
2021-05-14,Brønderslev,M,4023,2562,4022,2182,1,380
2021-05-14,Frederikshavn,K,10610,6426,10609,6416,1,10
2021-05-14,Frederikshavn,M,7969,4626,7967,4615,2,11
2021-05-14,Vesthimmerland,K,6285,4071,6271,3932,14,139
2021-05-14,Vesthimmerland,M,4723,3117,4697,2997,26,120
2021-05-14,Læsø,K,680,302,680,301,0,1
2021-05-14,Læsø,M,660,238,659,238,1,0
2021-05-14,Rebild,K,4714,2657,4550,2615,164,42
2021-05-14,Rebild,M,3421,1856,3276,1812,145,44
2021-05-14,Mariagerfjord,K,6745,4391,6647,4349,98,42
2021-05-14,Mariagerfjord,M,5322,3378,5203,3314,119,64
2021-05-14,Jammerbugt,K,6632,3856,6630,3762,2,94
2021-05-14,Jammerbugt,M,5034,2955,5030,2880,4,75
2021-05-14,Aalborg,K,32288,19726,31578,19578,710,148
2021-05-14,Aalborg,M,22246,13425,21446,13283,800,142
2021-05-14,Hjørring,K,11343,6033,11342,5996,1,37
2021-05-14,Hjørring,M,8031,4097,8031,4055,0,42
