"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-19,Hovedstaden,K,300999,202792,295844,197730,5155,5062
2021-05-19,Hovedstaden,M,229789,140949,224158,137072,5631,3877
2021-05-19,Midtjylland,K,217732,142668,214515,137994,3217,4674
2021-05-19,Midtjylland,M,161415,101203,157734,97989,3681,3214
2021-05-19,Nordjylland,K,98466,68332,97487,67028,979,1304
2021-05-19,Nordjylland,M,71981,48884,71053,48118,928,766
2021-05-19,Sjælland,K,154896,98785,152001,97202,2895,1583
2021-05-19,Sjælland,M,120458,72571,117354,71542,3104,1029
2021-05-19,Syddanmark,K,208315,130732,206477,124782,1838,5950
2021-05-19,Syddanmark,M,158732,94129,156551,90701,2181,3428
