"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-07-12,Hovedstaden,K,604274,390570,595494,387922,8780,2648
2021-07-12,Hovedstaden,M,562424,340349,553606,337690,8818,2659
2021-07-12,Midtjylland,K,427303,277507,424018,277221,3285,286
2021-07-12,Midtjylland,M,402790,238607,398764,238259,4026,348
2021-07-12,Nordjylland,K,194753,126506,193401,124321,1352,2185
2021-07-12,Nordjylland,M,185991,107765,184374,105104,1617,2661
2021-07-12,Sjælland,K,288981,201105,287737,198963,1244,2142
2021-07-12,Sjælland,M,273855,175250,272282,173060,1573,2190
2021-07-12,Syddanmark,K,390523,264252,388632,260901,1891,3351
2021-07-12,Syddanmark,M,365048,227532,362911,224037,2137,3495
