"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-08-09;København;K;225883;175252;225773;170983;110;4269
2021-08-09;København;M;216856;166577;216760;162849;96;3728
2021-08-09;Frederiksberg;K;41048;33764;41030;33148;18;616
2021-08-09;Frederiksberg;M;36106;29345;36086;28767;20;578
2021-08-09;Ballerup;K;17983;15808;17981;15638;2;170
2021-08-09;Ballerup;M;16614;14143;16609;13949;5;194
2021-08-09;Brøndby;K;11848;10340;11838;10252;10;88
2021-08-09;Brøndby;M;10932;9259;10920;9149;12;110
2021-08-09;Dragør;K;5591;5012;5590;4976;1;36
2021-08-09;Dragør;M;5224;4633;5223;4590;1;43
2021-08-09;Gentofte;K;28867;25362;28860;25056;7;306
2021-08-09;Gentofte;M;25863;22498;25848;22236;15;262
2021-08-09;Gladsaxe;K;24721;21268;24714;20997;7;271
2021-08-09;Gladsaxe;M;23686;19754;23679;19437;7;317
2021-08-09;Glostrup;K;8386;7182;8374;7084;12;98
2021-08-09;Glostrup;M;7931;6571;7925;6480;6;91
2021-08-09;Herlev;K;10429;9132;10425;9039;4;93
2021-08-09;Herlev;M;9517;8121;9516;8029;1;92
2021-08-09;Albertslund;K;9103;7847;9087;7767;16;80
2021-08-09;Albertslund;M;8642;7180;8625;7077;17;103
2021-08-09;Hvidovre;K;18795;16072;18779;15849;16;223
2021-08-09;Hvidovre;M;17740;14780;17718;14551;22;229
2021-08-09;Høje Tåstrup;K;17311;14779;17289;14603;22;176
2021-08-09;Høje Tåstrup;M;16962;14050;16927;13851;35;199
2021-08-09;Lyngby-Taarbæk;K;21861;19231;21859;18987;2;244
2021-08-09;Lyngby-Taarbæk;M;20738;17610;20737;17339;1;271
2021-08-09;Rødovre;K;14614;12537;14610;12371;4;166
2021-08-09;Rødovre;M;13420;11118;13415;10944;5;174
2021-08-09;Ishøj;K;7043;5970;7026;5909;17;61
2021-08-09;Ishøj;M;6775;5559;6759;5490;16;69
2021-08-09;Tårnby;K;15521;13550;15519;13390;2;160
2021-08-09;Tårnby;M;14603;12412;14601;12268;2;144
2021-08-09;Vallensbæk;K;5585;4769;5580;4704;5;65
2021-08-09;Vallensbæk;M;5410;4556;5405;4490;5;66
2021-08-09;Furesø;K;15539;13689;15535;13571;4;118
2021-08-09;Furesø;M;14395;12537;14393;12406;2;131
2021-08-09;Allerød;K;10107;8801;10106;8689;1;112
2021-08-09;Allerød;M;9584;8244;9584;8123;0;121
2021-08-09;Fredensborg;K;15595;13658;15594;13526;1;132
2021-08-09;Fredensborg;M;14234;12339;14233;12213;1;126
2021-08-09;Helsingør;K;24336;21357;24333;21246;3;111
2021-08-09;Helsingør;M;22194;18998;22194;18855;0;143
2021-08-09;Hillerød;K;19989;17456;19987;17203;2;253
2021-08-09;Hillerød;M;18872;16095;18870;15762;2;333
2021-08-09;Hørsholm;K;10268;9240;10268;9170;0;70
2021-08-09;Hørsholm;M;8851;7815;8850;7724;1;91
2021-08-09;Rudersdal;K;22271;19521;22268;19344;3;177
2021-08-09;Rudersdal;M;20747;18066;20745;17863;2;203
2021-08-09;Egedal;K;16599;14515;16592;14359;7;156
2021-08-09;Egedal;M;16030;13782;16018;13600;12;182
2021-08-09;Frederikssund;K;17803;15976;17798;15840;5;136
2021-08-09;Frederikssund;M;16882;14767;16876;14615;6;152
2021-08-09;Greve;K;18421;15720;18402;15601;19;119
2021-08-09;Greve;M;17463;14596;17446;14492;17;104
2021-08-09;Køge;K;23004;19727;22962;19493;42;234
2021-08-09;Køge;M;22119;18468;22075;18183;44;285
2021-08-09;Halsnæs;K;12087;10851;12087;10732;0;119
2021-08-09;Halsnæs;M;11587;10203;11587;10046;0;157
2021-08-09;Roskilde;K;34350;29207;34247;28842;103;365
2021-08-09;Roskilde;M;32166;26515;32077;26076;89;439
2021-08-09;Solrød;K;8811;7598;8797;7524;14;74
2021-08-09;Solrød;M;8376;7097;8363;7040;13;57
2021-08-09;Gribskov;K;15805;14207;15802;14067;3;140
2021-08-09;Gribskov;M;15397;13579;15395;13379;2;200
2021-08-09;Odsherred;K;12840;11727;12830;11688;10;39
2021-08-09;Odsherred;M;12572;11301;12562;11248;10;53
2021-08-09;Holbæk;K;27546;23902;27455;23798;91;104
2021-08-09;Holbæk;M;26470;22233;26386;22102;84;131
2021-08-09;Faxe;K;13647;12082;13631;11994;16;88
2021-08-09;Faxe;M;13659;11817;13636;11706;23;111
2021-08-09;Kalundborg;K;18116;15830;18090;15752;26;78
2021-08-09;Kalundborg;M;17780;15149;17752;15023;28;126
2021-08-09;Ringsted;K;12632;10865;12611;10821;21;44
2021-08-09;Ringsted;M;12290;10271;12265;10196;25;75
2021-08-09;Slagelse;K;29492;25661;29450;25350;42;311
2021-08-09;Slagelse;M;28291;23734;28248;23341;43;393
2021-08-09;Stevns;K;8746;7732;8737;7694;9;38
2021-08-09;Stevns;M;8713;7563;8696;7516;17;47
2021-08-09;Sorø;K;11402;9981;11382;9919;20;62
2021-08-09;Sorø;M;11030;9477;11008;9394;22;83
2021-08-09;Lejre;K;10722;9441;10705;9399;17;42
2021-08-09;Lejre;M;10473;9121;10460;9065;13;56
2021-08-09;Lolland;K;15052;13629;15051;13620;1;9
2021-08-09;Lolland;M;14821;13103;14817;13083;4;20
2021-08-09;Næstved;K;31673;26990;31609;26644;64;346
2021-08-09;Næstved;M;30134;24898;30070;24450;64;448
2021-08-09;Guldborgsund;K;22928;20625;22920;20566;8;59
2021-08-09;Guldborgsund;M;22266;19434;22262;19353;4;81
2021-08-09;Vordingborg;K;17257;15426;17245;15364;12;62
2021-08-09;Vordingborg;M;16669;14564;16656;14474;13;90
2021-08-09;Bornholm;K;15879;14228;15878;14079;1;149
2021-08-09;Bornholm;M;15215;13255;15214;13052;1;203
2021-08-09;Middelfart;K;15140;12818;15112;12723;28;95
2021-08-09;Middelfart;M;14808;12107;14785;11987;23;120
2021-08-09;Assens;K;15701;12958;15670;12884;31;74
2021-08-09;Assens;M;15403;12100;15373;12006;30;94
2021-08-09;Faaborg-Midtfyn;K;19811;16768;19795;16636;16;132
2021-08-09;Faaborg-Midtfyn;M;19511;15894;19493;15696;18;198
2021-08-09;Kerteminde;K;9469;7896;9460;7861;9;35
2021-08-09;Kerteminde;M;8979;7172;8957;7132;22;40
2021-08-09;Nyborg;K;12572;10499;12554;10422;18;77
2021-08-09;Nyborg;M;11938;9607;11918;9513;20;94
2021-08-09;Odense;K;77759;58315;77567;57923;192;392
2021-08-09;Odense;M;73870;51540;73691;51163;179;377
2021-08-09;Svendborg;K;22790;19749;22789;19525;1;224
2021-08-09;Svendborg;M;21861;18327;21858;18054;3;273
2021-08-09;Nordfyn;K;11195;9178;11173;9127;22;51
2021-08-09;Nordfyn;M;10979;8647;10941;8605;38;42
2021-08-09;Langeland;K;4902;4384;4902;4362;0;22
2021-08-09;Langeland;M;4841;4149;4841;4126;0;23
2021-08-09;Ærø;K;2462;2175;2462;2174;0;1
2021-08-09;Ærø;M;2412;1987;2412;1985;0;2
2021-08-09;Haderslev;K;20271;16044;20255;15953;16;91
2021-08-09;Haderslev;M;19819;14842;19803;14746;16;96
2021-08-09;Billund;K;9786;8159;9779;8045;7;114
2021-08-09;Billund;M;9870;7921;9865;7777;5;144
2021-08-09;Sønderborg;K;28114;22410;28070;22267;44;143
2021-08-09;Sønderborg;M;27286;20560;27236;20426;50;134
2021-08-09;Tønder;K;13529;10649;13516;10609;13;40
2021-08-09;Tønder;M;13168;9884;13152;9846;16;38
2021-08-09;Esbjerg;K;42810;34888;42737;34849;73;39
2021-08-09;Esbjerg;M;41944;32133;41865;32081;79;52
2021-08-09;Fanø;K;1405;1276;1401;1275;4;1
2021-08-09;Fanø;M;1307;1158;1303;1156;4;2
2021-08-09;Varde;K;18319;15257;18133;15179;186;78
2021-08-09;Varde;M;18394;14670;18191;14591;203;79
2021-08-09;Vejen;K;15384;12570;15364;12476;20;94
2021-08-09;Vejen;M;15383;12010;15356;11911;27;99
2021-08-09;Aabenraa;K;21356;17003;21340;16909;16;94
2021-08-09;Aabenraa;M;20799;15767;20769;15658;30;109
2021-08-09;Fredericia;K;19101;16167;19081;15994;20;173
2021-08-09;Fredericia;M;18563;15145;18540;14923;23;222
2021-08-09;Horsens;K;33928;27600;33869;27441;59;159
2021-08-09;Horsens;M;33136;25647;33094;25455;42;192
2021-08-09;Kolding;K;34018;26294;33944;26199;74;95
2021-08-09;Kolding;M;33069;24326;32994;24216;75;110
2021-08-09;Vejle;K;43283;33848;43261;33761;22;87
2021-08-09;Vejle;M;42232;31430;42198;31326;34;104
2021-08-09;Herning;K;33088;26304;33088;26292;0;12
2021-08-09;Herning;M;32731;24580;32730;24559;1;21
2021-08-09;Holstebro;K;22155;17958;22155;17957;0;1
2021-08-09;Holstebro;M;21413;16375;21413;16373;0;2
2021-08-09;Lemvig;K;7410;6380;7410;6380;0;0
2021-08-09;Lemvig;M;7597;6229;7597;6228;0;1
2021-08-09;Struer;K;8072;6881;8072;6879;0;2
2021-08-09;Struer;M;7922;6519;7921;6519;1;0
2021-08-09;Syddjurs;K;16569;13975;16567;13950;2;25
2021-08-09;Syddjurs;M;16542;13600;16542;13558;0;42
2021-08-09;Norddjurs;K;14023;11952;14023;11945;0;7
2021-08-09;Norddjurs;M;14323;11622;14323;11605;0;17
2021-08-09;Favrskov;K;18227;14958;18225;14858;2;100
2021-08-09;Favrskov;M;18126;14334;18124;14211;2;123
2021-08-09;Odder;K;9103;7832;9102;7800;1;32
2021-08-09;Odder;M;8780;7259;8779;7205;1;54
2021-08-09;Randers;K;37193;30542;37192;30433;1;109
2021-08-09;Randers;M;36097;27926;36095;27792;2;134
2021-08-09;Silkeborg;K;35674;29034;35673;28963;1;71
2021-08-09;Silkeborg;M;35053;27390;35049;27287;4;103
2021-08-09;Samsø;K;1507;1397;1507;1396;0;1
2021-08-09;Samsø;M;1465;1331;1465;1330;0;1
2021-08-09;Skanderborg;K;23663;19965;23657;19743;6;222
2021-08-09;Skanderborg;M;23207;19258;23196;18959;11;299
2021-08-09;Århus;K;133963;101398;133830;99782;133;1616
2021-08-09;Århus;M;127242;91171;127129;89151;113;2020
2021-08-09;Ikast-Brande;K;14980;12110;14980;12063;0;47
2021-08-09;Ikast-Brande;M;15153;11753;15152;11706;1;47
2021-08-09;Ringkøbing-Skjern;K;20746;17107;20729;17099;17;8
2021-08-09;Ringkøbing-Skjern;M;20890;16321;20876;16312;14;9
2021-08-09;Hedensted;K;17542;14883;17536;14822;6;61
2021-08-09;Hedensted;M;17700;14389;17689;14320;11;69
2021-08-09;Morsø;K;7765;6780;7751;6772;14;8
2021-08-09;Morsø;M;7712;6459;7698;6448;14;11
2021-08-09;Skive;K;17297;14528;17297;14527;0;1
2021-08-09;Skive;M;17568;13965;17567;13960;1;5
2021-08-09;Thisted;K;16472;14230;16435;14213;37;17
2021-08-09;Thisted;M;16345;13623;16303;13598;42;25
2021-08-09;Viborg;K;36543;29874;36542;29848;1;26
2021-08-09;Viborg;M;36060;27996;36059;27970;1;26
2021-08-09;Brønderslev;K;13435;11172;13434;11084;1;88
2021-08-09;Brønderslev;M;13440;10601;13440;10479;0;122
2021-08-09;Frederikshavn;K;22939;19807;22939;19789;0;18
2021-08-09;Frederikshavn;M;22431;18533;22430;18503;1;30
2021-08-09;Vesthimmerland;K;13543;11348;13492;11315;51;33
2021-08-09;Vesthimmerland;M;13534;10729;13476;10676;58;53
2021-08-09;Læsø;K;723;704;723;704;0;0
2021-08-09;Læsø;M;725;711;725;711;0;0
2021-08-09;Rebild;K;11113;9159;11087;9035;26;124
2021-08-09;Rebild;M;11344;8849;11309;8689;35;160
2021-08-09;Mariagerfjord;K;15696;13279;15682;13075;14;204
2021-08-09;Mariagerfjord;M;16001;12920;15985;12708;16;212
2021-08-09;Jammerbugt;K;14422;12163;14414;12034;8;129
2021-08-09;Jammerbugt;M;14292;11541;14277;11382;15;159
2021-08-09;Aalborg;K;82555;64209;82535;63343;20;866
2021-08-09;Aalborg;M;82162;59119;82136;58258;26;861
2021-08-09;Hjørring;K;24738;21237;24736;21063;2;174
2021-08-09;Hjørring;M;23988;19522;23987;19279;1;243
