"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-08-29;København;K;234464;216810;234234;216190;230;620
2021-08-29;København;M;224040;208780;223856;208357;184;423
2021-08-29;Frederiksberg;K;42314;39788;42270;39689;44;99
2021-08-29;Frederiksberg;M;37113;35079;37089;35009;24;70
2021-08-29;Ballerup;K;18515;17512;18505;17471;10;41
2021-08-29;Ballerup;M;17137;16134;17116;16093;21;41
2021-08-29;Brøndby;K;12154;11498;12145;11449;9;49
2021-08-29;Brøndby;M;11228;10614;11223;10577;5;37
2021-08-29;Dragør;K;5729;5436;5725;5429;4;7
2021-08-29;Dragør;M;5342;5084;5337;5079;5;5
2021-08-29;Gentofte;K;29642;28112;29614;28067;28;45
2021-08-29;Gentofte;M;26533;25154;26508;25109;25;45
2021-08-29;Gladsaxe;K;25457;24002;25432;23925;25;77
2021-08-29;Gladsaxe;M;24463;22964;24446;22906;17;58
2021-08-29;Glostrup;K;8571;8099;8566;8084;5;15
2021-08-29;Glostrup;M;8149;7693;8148;7667;1;26
2021-08-29;Herlev;K;10738;10069;10731;10052;7;17
2021-08-29;Herlev;M;9836;9217;9827;9193;9;24
2021-08-29;Albertslund;K;9384;8807;9374;8778;10;29
2021-08-29;Albertslund;M;8954;8296;8945;8258;9;38
2021-08-29;Hvidovre;K;19294;18215;19278;18162;16;53
2021-08-29;Hvidovre;M;18225;17248;18214;17192;11;56
2021-08-29;Høje Tåstrup;K;17824;16788;17807;16731;17;57
2021-08-29;Høje Tåstrup;M;17503;16454;17491;16385;12;69
2021-08-29;Lyngby-Taarbæk;K;22521;21261;22501;21201;20;60
2021-08-29;Lyngby-Taarbæk;M;21259;20047;21242;19989;17;58
2021-08-29;Rødovre;K;15019;14149;15010;14107;9;42
2021-08-29;Rødovre;M;13816;13011;13798;12981;18;30
2021-08-29;Ishøj;K;7282;6796;7274;6767;8;29
2021-08-29;Ishøj;M;7006;6544;7001;6526;5;18
2021-08-29;Tårnby;K;15962;15108;15951;15091;11;17
2021-08-29;Tårnby;M;15044;14161;15037;14147;7;14
2021-08-29;Vallensbæk;K;5735;5412;5727;5386;8;26
2021-08-29;Vallensbæk;M;5550;5274;5548;5260;2;14
2021-08-29;Furesø;K;15958;15072;15948;15034;10;38
2021-08-29;Furesø;M;14779;14009;14770;13969;9;40
2021-08-29;Allerød;K;10302;9878;10298;9847;4;31
2021-08-29;Allerød;M;9762;9384;9755;9359;7;25
2021-08-29;Fredensborg;K;15949;15271;15942;15228;7;43
2021-08-29;Fredensborg;M;14547;13924;14540;13901;7;23
2021-08-29;Helsingør;K;24895;23812;24885;23789;10;23
2021-08-29;Helsingør;M;22725;21750;22723;21733;2;17
2021-08-29;Hillerød;K;20389;19589;20372;19528;17;61
2021-08-29;Hillerød;M;19282;18472;19275;18404;7;68
2021-08-29;Hørsholm;K;10482;10018;10476;9998;6;20
2021-08-29;Hørsholm;M;9002;8647;8996;8629;6;18
2021-08-29;Rudersdal;K;22802;21566;22784;21512;18;54
2021-08-29;Rudersdal;M;21266;20126;21250;20092;16;34
2021-08-29;Egedal;K;17048;16123;17038;16082;10;41
2021-08-29;Egedal;M;16447;15586;16436;15534;11;52
2021-08-29;Frederikssund;K;18249;17379;18245;17337;4;42
2021-08-29;Frederikssund;M;17323;16472;17313;16435;10;37
2021-08-29;Greve;K;18828;17930;18813;17871;15;59
2021-08-29;Greve;M;17889;17030;17875;16977;14;53
2021-08-29;Køge;K;23464;22394;23456;22310;8;84
2021-08-29;Køge;M;22574;21591;22562;21524;12;67
2021-08-29;Halsnæs;K;12313;11862;12302;11829;11;33
2021-08-29;Halsnæs;M;11817;11387;11812;11352;5;35
2021-08-29;Roskilde;K;35251;33358;35238;33287;13;71
2021-08-29;Roskilde;M;33093;31284;33068;31206;25;78
2021-08-29;Solrød;K;9024;8601;9017;8581;7;20
2021-08-29;Solrød;M;8525;8183;8521;8161;4;22
2021-08-29;Gribskov;K;16081;15522;16071;15482;10;40
2021-08-29;Gribskov;M;15687;15121;15675;15087;12;34
2021-08-29;Odsherred;K;13047;12584;13047;12583;0;1
2021-08-29;Odsherred;M;12797;12289;12797;12287;0;2
2021-08-29;Holbæk;K;28224;26811;28220;26806;4;5
2021-08-29;Holbæk;M;27085;25717;27082;25716;3;1
2021-08-29;Faxe;K;13889;13425;13885;13402;4;23
2021-08-29;Faxe;M;13914;13407;13910;13383;4;24
2021-08-29;Kalundborg;K;18492;17676;18489;17661;3;15
2021-08-29;Kalundborg;M;18169;17356;18161;17341;8;15
2021-08-29;Ringsted;K;12946;12342;12945;12308;1;34
2021-08-29;Ringsted;M;12598;12012;12596;11989;2;23
2021-08-29;Slagelse;K;30123;28715;30113;28680;10;35
2021-08-29;Slagelse;M;28985;27515;28970;27460;15;55
2021-08-29;Stevns;K;8918;8603;8915;8578;3;25
2021-08-29;Stevns;M;8894;8554;8891;8513;3;41
2021-08-29;Sorø;K;11625;11139;11618;11129;7;10
2021-08-29;Sorø;M;11287;10755;11283;10741;4;14
2021-08-29;Lejre;K;10962;10452;10961;10437;1;15
2021-08-29;Lejre;M;10704;10269;10699;10252;5;17
2021-08-29;Lolland;K;15301;14786;15293;14746;8;40
2021-08-29;Lolland;M;15099;14533;15083;14493;16;40
2021-08-29;Næstved;K;32300;30881;32289;30814;11;67
2021-08-29;Næstved;M;30805;29414;30795;29339;10;75
2021-08-29;Guldborgsund;K;23398;22499;23362;22408;36;91
2021-08-29;Guldborgsund;M;22724;21842;22692;21742;32;100
2021-08-29;Vordingborg;K;17631;16949;17616;16890;15;59
2021-08-29;Vordingborg;M;17103;16367;17094;16328;9;39
2021-08-29;Bornholm;K;16135;15555;16118;15486;17;69
2021-08-29;Bornholm;M;15465;14860;15452;14779;13;81
2021-08-29;Middelfart;K;15481;14869;15464;14849;17;20
2021-08-29;Middelfart;M;15224;14535;15212;14510;12;25
2021-08-29;Assens;K;16135;15175;16120;15145;15;30
2021-08-29;Assens;M;15900;14818;15885;14781;15;37
2021-08-29;Faaborg-Midtfyn;K;20249;19317;20236;19284;13;33
2021-08-29;Faaborg-Midtfyn;M;19984;18893;19972;18847;12;46
2021-08-29;Kerteminde;K;9674;9249;9667;9237;7;12
2021-08-29;Kerteminde;M;9169;8750;9163;8744;6;6
2021-08-29;Nyborg;K;12874;12155;12870;12134;4;21
2021-08-29;Nyborg;M;12277;11561;12273;11539;4;22
2021-08-29;Odense;K;80049;75172;79938;75025;111;147
2021-08-29;Odense;M;76184;71207;76075;71067;109;140
2021-08-29;Svendborg;K;23313;22393;23311;22315;2;78
2021-08-29;Svendborg;M;22497;21497;22494;21420;3;77
2021-08-29;Nordfyn;K;11421;10895;11411;10868;10;27
2021-08-29;Nordfyn;M;11243;10683;11229;10659;14;24
2021-08-29;Langeland;K;4955;4751;4955;4739;0;12
2021-08-29;Langeland;M;4919;4635;4919;4620;0;15
2021-08-29;Ærø;K;2503;2429;2503;2429;0;0
2021-08-29;Ærø;M;2481;2379;2481;2378;0;1
2021-08-29;Haderslev;K;20828;19475;20808;19423;20;52
2021-08-29;Haderslev;M;20486;18889;20467;18841;19;48
2021-08-29;Billund;K;10017;9501;10016;9470;1;31
2021-08-29;Billund;M;10125;9562;10121;9539;4;23
2021-08-29;Sønderborg;K;28649;27349;28624;27283;25;66
2021-08-29;Sønderborg;M;27880;26547;27854;26493;26;54
2021-08-29;Tønder;K;13922;13003;13912;12955;10;48
2021-08-29;Tønder;M;13596;12553;13586;12493;10;60
2021-08-29;Esbjerg;K;43961;40814;43947;40567;14;247
2021-08-29;Esbjerg;M;43135;39727;43118;39430;17;297
2021-08-29;Fanø;K;1423;1364;1423;1359;0;5
2021-08-29;Fanø;M;1337;1269;1336;1262;1;7
2021-08-29;Varde;K;18680;17687;18670;17589;10;98
2021-08-29;Varde;M;18792;17698;18781;17572;11;126
2021-08-29;Vejen;K;15712;14986;15700;14866;12;120
2021-08-29;Vejen;M;15748;14961;15730;14807;18;154
2021-08-29;Aabenraa;K;21771;20840;21755;20748;16;92
2021-08-29;Aabenraa;M;21278;20285;21260;20194;18;91
2021-08-29;Fredericia;K;19639;18755;19628;18723;11;32
2021-08-29;Fredericia;M;19130;18193;19116;18154;14;39
2021-08-29;Horsens;K;34758;33035;34717;32915;41;120
2021-08-29;Horsens;M;33931;32244;33893;32122;38;122
2021-08-29;Kolding;K;35017;32850;34999;32796;18;54
2021-08-29;Kolding;M;34009;31943;33991;31886;18;57
2021-08-29;Vejle;K;44378;41440;44350;41343;28;97
2021-08-29;Vejle;M;43382;40453;43360;40346;22;107
2021-08-29;Herning;K;33892;31862;33892;31861;0;1
2021-08-29;Herning;M;33575;31429;33574;31424;1;5
2021-08-29;Holstebro;K;22709;21325;22709;21323;0;2
2021-08-29;Holstebro;M;22002;20572;22001;20568;1;4
2021-08-29;Lemvig;K;7537;7218;7537;7217;0;1
2021-08-29;Lemvig;M;7742;7389;7742;7389;0;0
2021-08-29;Struer;K;8218;7746;8218;7743;0;3
2021-08-29;Struer;M;8079;7603;8079;7596;0;7
2021-08-29;Syddjurs;K;16990;16069;16989;16066;1;3
2021-08-29;Syddjurs;M;16949;16006;16949;16004;0;2
2021-08-29;Norddjurs;K;14278;13618;14277;13618;1;0
2021-08-29;Norddjurs;M;14639;13893;14639;13891;0;2
2021-08-29;Favrskov;K;18600;17557;18599;17549;1;8
2021-08-29;Favrskov;M;18532;17532;18529;17528;3;4
2021-08-29;Odder;K;9317;8940;9313;8933;4;7
2021-08-29;Odder;M;8951;8613;8950;8613;1;0
2021-08-29;Randers;K;37999;35926;37999;35923;0;3
2021-08-29;Randers;M;36906;34672;36906;34671;0;1
2021-08-29;Silkeborg;K;36648;34488;36647;34484;1;4
2021-08-29;Silkeborg;M;35977;33986;35975;33980;2;6
2021-08-29;Samsø;K;1537;1496;1537;1496;0;0
2021-08-29;Samsø;M;1497;1446;1497;1446;0;0
2021-08-29;Skanderborg;K;24446;23151;24438;23129;8;22
2021-08-29;Skanderborg;M;23824;22762;23820;22749;4;13
2021-08-29;Århus;K;138190;128449;138124;128267;66;182
2021-08-29;Århus;M;131150;122022;131103;121831;47;191
2021-08-29;Ikast-Brande;K;15391;14538;15389;14536;2;2
2021-08-29;Ikast-Brande;M;15551;14685;15548;14682;3;3
2021-08-29;Ringkøbing-Skjern;K;21258;20109;21252;20097;6;12
2021-08-29;Ringkøbing-Skjern;M;21425;20190;21422;20179;3;11
2021-08-29;Hedensted;K;17858;17162;17856;17135;2;27
2021-08-29;Hedensted;M;18044;17296;18040;17274;4;22
2021-08-29;Morsø;K;7858;7608;7845;7302;13;306
2021-08-29;Morsø;M;7835;7527;7813;7091;22;436
2021-08-29;Skive;K;17579;16946;17578;16911;1;35
2021-08-29;Skive;M;17884;17185;17878;17127;6;58
2021-08-29;Thisted;K;16731;16089;16716;15986;15;103
2021-08-29;Thisted;M;16602;15948;16589;15821;13;127
2021-08-29;Viborg;K;37332;35670;37332;35669;0;1
2021-08-29;Viborg;M;36855;35172;36854;35168;1;4
2021-08-29;Brønderslev;K;13748;12968;13734;12931;14;37
2021-08-29;Brønderslev;M;13769;12902;13757;12841;12;61
2021-08-29;Frederikshavn;K;23411;22623;23407;22613;4;10
2021-08-29;Frederikshavn;M;22961;22056;22956;22045;5;11
2021-08-29;Vesthimmerland;K;13801;13231;13799;13229;2;2
2021-08-29;Vesthimmerland;M;13796;13159;13794;13157;2;2
2021-08-29;Læsø;K;737;707;737;707;0;0
2021-08-29;Læsø;M;724;716;724;716;0;0
2021-08-29;Rebild;K;11376;10637;11364;10626;12;11
2021-08-29;Rebild;M;11573;10846;11571;10830;2;16
2021-08-29;Mariagerfjord;K;15997;15178;15994;15176;3;2
2021-08-29;Mariagerfjord;M;16326;15439;16323;15432;3;7
2021-08-29;Jammerbugt;K;14686;13984;14668;13945;18;39
2021-08-29;Jammerbugt;M;14576;13768;14559;13724;17;44
2021-08-29;Aalborg;K;85000;80839;84894;80700;106;139
2021-08-29;Aalborg;M;84877;80408;84788;80263;89;145
2021-08-29;Hjørring;K;25284;24214;25263;24087;21;127
2021-08-29;Hjørring;M;24583;23424;24554;23264;29;160
