"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-09-24;København;K;238862;230587;2869;238746;230339;2685;116;248;184
2021-09-24;København;M;227461;220070;1957;227345;219834;1850;116;236;107
2021-09-24;Frederiksberg;K;42922;41738;693;42903;41696;588;19;42;105
2021-09-24;Frederiksberg;M;37579;36614;438;37572;36587;386;7;27;52
2021-09-24;Ballerup;K;18668;18262;344;18669;18261;338;-1;1;6
2021-09-24;Ballerup;M;17332;16932;211;17331;16929;208;1;3;3
2021-09-24;Brøndby;K;12347;11963;282;12343;11957;281;4;6;1
2021-09-24;Brøndby;M;11386;11055;166;11385;11048;166;1;7;0
2021-09-24;Dragør;K;5793;5683;49;5791;5676;47;2;7;2
2021-09-24;Dragør;M;5397;5290;45;5395;5287;43;2;3;2
2021-09-24;Gentofte;K;29993;29297;444;29984;29276;264;9;21;180
2021-09-24;Gentofte;M;26832;26237;252;26824;26219;167;8;18;85
2021-09-24;Gladsaxe;K;25815;25155;495;25808;25135;487;7;20;8
2021-09-24;Gladsaxe;M;24819;24175;285;24814;24155;277;5;20;8
2021-09-24;Glostrup;K;8680;8454;61;8680;8445;58;0;9;3
2021-09-24;Glostrup;M;8268;8050;56;8267;8047;54;1;3;2
2021-09-24;Herlev;K;10853;10583;177;10852;10576;177;1;7;0
2021-09-24;Herlev;M;9961;9697;113;9961;9697;109;0;0;4
2021-09-24;Albertslund;K;9550;9226;141;9539;9215;140;11;11;1
2021-09-24;Albertslund;M;9105;8785;106;9096;8773;105;9;12;1
2021-09-24;Hvidovre;K;19545;19035;256;19540;19002;246;5;33;10
2021-09-24;Hvidovre;M;18482;18027;160;18472;17998;157;10;29;3
2021-09-24;Høje Tåstrup;K;18097;17591;199;18096;17581;141;1;10;58
2021-09-24;Høje Tåstrup;M;17703;17225;153;17704;17208;116;-1;17;37
2021-09-24;Lyngby-Taarbæk;K;22757;22295;534;22753;22283;395;4;12;139
2021-09-24;Lyngby-Taarbæk;M;21502;21046;292;21499;21032;230;3;14;62
2021-09-24;Rødovre;K;15269;14855;166;15261;14836;124;8;19;42
2021-09-24;Rødovre;M;14026;13664;148;14027;13654;119;-1;10;29
2021-09-24;Ishøj;K;7446;7175;114;7436;7168;112;10;7;2
2021-09-24;Ishøj;M;7161;6869;74;7164;6867;73;-3;2;1
2021-09-24;Tårnby;K;16152;15777;311;16147;15768;302;5;9;9
2021-09-24;Tårnby;M;15228;14838;207;15220;14829;206;8;9;1
2021-09-24;Vallensbæk;K;5813;5653;86;5812;5648;55;1;5;31
2021-09-24;Vallensbæk;M;5633;5487;59;5631;5479;41;2;8;18
2021-09-24;Furesø;K;16130;15820;256;16125;15810;252;5;10;4
2021-09-24;Furesø;M;14932;14649;170;14921;14633;164;11;16;6
2021-09-24;Allerød;K;10378;10220;203;10377;10216;196;1;4;7
2021-09-24;Allerød;M;9835;9693;138;9834;9692;135;1;1;3
2021-09-24;Fredensborg;K;16133;15793;214;16130;15786;208;3;7;6
2021-09-24;Fredensborg;M;14698;14400;150;14697;14393;143;1;7;7
2021-09-24;Helsingør;K;25134;24550;381;25129;24533;375;5;17;6
2021-09-24;Helsingør;M;22949;22443;313;22942;22423;308;7;20;5
2021-09-24;Hillerød;K;20658;20289;351;20652;20275;344;6;14;7
2021-09-24;Hillerød;M;19486;19138;292;19483;19136;286;3;2;6
2021-09-24;Hørsholm;K;10593;10409;172;10592;10402;170;1;7;2
2021-09-24;Hørsholm;M;9075;8928;127;9075;8923;125;0;5;2
2021-09-24;Rudersdal;K;23058;22587;555;23049;22576;482;9;11;73
2021-09-24;Rudersdal;M;21484;21067;316;21478;21052;276;6;15;40
2021-09-24;Egedal;K;17255;16922;277;17253;16906;270;2;16;7
2021-09-24;Egedal;M;16604;16292;191;16604;16277;189;0;15;2
2021-09-24;Frederikssund;K;18427;18083;348;18417;18054;336;10;29;12
2021-09-24;Frederikssund;M;17500;17149;230;17490;17130;222;10;19;8
2021-09-24;Greve;K;19154;18717;283;19151;18700;223;3;17;60
2021-09-24;Greve;M;18130;17754;237;18128;17738;207;2;16;30
2021-09-24;Køge;K;23750;23245;314;23744;23224;284;6;21;30
2021-09-24;Køge;M;22786;22361;279;22782;22342;250;4;19;29
2021-09-24;Halsnæs;K;12425;12188;188;12422;12179;184;3;9;4
2021-09-24;Halsnæs;M;11941;11720;153;11940;11714;148;1;6;5
2021-09-24;Roskilde;K;35566;34944;583;35560;34922;578;6;22;5
2021-09-24;Roskilde;M;33363;32751;410;33354;32729;400;9;22;10
2021-09-24;Solrød;K;9133;8977;163;9130;8968;161;3;9;2
2021-09-24;Solrød;M;8597;8459;114;8596;8455;110;1;4;4
2021-09-24;Gribskov;K;16201;15920;264;16198;15915;258;3;5;6
2021-09-24;Gribskov;M;15820;15520;201;15817;15514;193;3;6;8
2021-09-24;Odsherred;K;13127;12923;229;13128;12920;227;-1;3;2
2021-09-24;Odsherred;M;12890;12698;180;12888;12691;179;2;7;1
2021-09-24;Holbæk;K;28510;27942;422;28505;27914;341;5;28;81
2021-09-24;Holbæk;M;27380;26847;332;27377;26825;285;3;22;47
2021-09-24;Faxe;K;14032;13792;164;14032;13791;157;0;1;7
2021-09-24;Faxe;M;14013;13783;168;14006;13775;162;7;8;6
2021-09-24;Kalundborg;K;18660;18330;346;18656;18324;346;4;6;0
2021-09-24;Kalundborg;M;18342;18036;259;18338;18026;258;4;10;1
2021-09-24;Ringsted;K;13079;12840;225;13079;12825;215;0;15;10
2021-09-24;Ringsted;M;12719;12511;149;12711;12494;147;8;17;2
2021-09-24;Slagelse;K;30478;29838;351;30470;29816;286;8;22;65
2021-09-24;Slagelse;M;29315;28716;297;29313;28693;251;2;23;46
2021-09-24;Stevns;K;8999;8877;152;8998;8874;151;1;3;1
2021-09-24;Stevns;M;8970;8840;117;8970;8834;117;0;6;0
2021-09-24;Sorø;K;11727;11537;213;11725;11530;204;2;7;9
2021-09-24;Sorø;M;11394;11198;155;11387;11185;150;7;13;5
2021-09-24;Lejre;K;11069;10879;152;11070;10875;149;-1;4;3
2021-09-24;Lejre;M;10792;10639;158;10794;10634;155;-2;5;3
2021-09-24;Lolland;K;15393;15157;105;15395;15143;99;-2;14;6
2021-09-24;Lolland;M;15227;14970;128;15221;14957;122;6;13;6
2021-09-24;Næstved;K;32555;31957;530;32548;31937;459;7;20;71
2021-09-24;Næstved;M;31133;30541;398;31125;30518;364;8;23;34
2021-09-24;Guldborgsund;K;23565;23154;485;23556;23132;466;9;22;19
2021-09-24;Guldborgsund;M;22888;22429;393;22883;22416;370;5;13;23
2021-09-24;Vordingborg;K;17775;17487;196;17773;17478;196;2;9;0
2021-09-24;Vordingborg;M;17248;16933;196;17246;16928;195;2;5;1
2021-09-24;Bornholm;K;16210;15936;342;16207;15927;337;3;9;5
2021-09-24;Bornholm;M;15613;15300;254;15608;15288;247;5;12;7
2021-09-24;Middelfart;K;15672;15424;253;15671;15415;250;1;9;3
2021-09-24;Middelfart;M;15386;15129;214;15387;15125;209;-1;4;5
2021-09-24;Assens;K;16260;15963;265;16257;15953;120;3;10;145
2021-09-24;Assens;M;16027;15732;226;16025;15716;122;2;16;104
2021-09-24;Faaborg-Midtfyn;K;20422;20087;130;20419;20075;128;3;12;2
2021-09-24;Faaborg-Midtfyn;M;20108;19791;132;20105;19777;130;3;14;2
2021-09-24;Kerteminde;K;9763;9591;192;9762;9583;186;1;8;6
2021-09-24;Kerteminde;M;9237;9086;125;9238;9078;124;-1;8;1
2021-09-24;Nyborg;K;12996;12764;168;12992;12760;162;4;4;6
2021-09-24;Nyborg;M;12389;12169;166;12387;12160;163;2;9;3
2021-09-24;Odense;K;81302;79411;1051;81281;79337;1033;21;74;18
2021-09-24;Odense;M;77255;75422;812;77233;75359;799;22;63;13
2021-09-24;Svendborg;K;23543;23138;434;23539;23125;335;4;13;99
2021-09-24;Svendborg;M;22822;22339;306;22815;22319;250;7;20;56
2021-09-24;Nordfyn;K;11549;11342;208;11546;11336;205;3;6;3
2021-09-24;Nordfyn;M;11388;11172;150;11383;11162;146;5;10;4
2021-09-24;Langeland;K;4997;4932;114;4993;4929;113;4;3;1
2021-09-24;Langeland;M;4965;4889;101;4963;4887;98;2;2;3
2021-09-24;Ærø;K;2510;2479;76;2509;2478;12;1;1;64
2021-09-24;Ærø;M;2497;2458;54;2497;2455;6;0;3;48
2021-09-24;Haderslev;K;21019;20664;291;21013;20626;276;6;38;15
2021-09-24;Haderslev;M;20742;20287;215;20735;20231;207;7;56;8
2021-09-24;Billund;K;10075;9931;183;10077;9928;181;-2;3;2
2021-09-24;Billund;M;10193;10030;131;10192;10028;128;1;2;3
2021-09-24;Sønderborg;K;28844;28302;402;28841;28295;398;3;7;4
2021-09-24;Sønderborg;M;28116;27552;237;28109;27543;236;7;9;1
2021-09-24;Tønder;K;14024;13776;193;14027;13755;193;-3;21;0
2021-09-24;Tønder;M;13725;13439;118;13721;13411;117;4;28;1
2021-09-24;Esbjerg;K;44431;43496;760;44418;43450;736;13;46;24
2021-09-24;Esbjerg;M;43547;42606;606;43537;42546;587;10;60;19
2021-09-24;Fanø;K;1438;1406;31;1436;1405;29;2;1;2
2021-09-24;Fanø;M;1351;1324;26;1349;1323;26;2;1;0
2021-09-24;Varde;K;18880;18556;348;18880;18550;345;0;6;3
2021-09-24;Varde;M;18958;18606;294;18955;18594;291;3;12;3
2021-09-24;Vejen;K;15812;15558;267;15814;15553;266;-2;5;1
2021-09-24;Vejen;M;15878;15569;190;15876;15563;187;2;6;3
2021-09-24;Aabenraa;K;21983;21550;293;21971;21506;148;12;44;145
2021-09-24;Aabenraa;M;21470;21073;196;21466;21019;137;4;54;59
2021-09-24;Fredericia;K;19891;19562;350;19874;19519;309;17;43;41
2021-09-24;Fredericia;M;19370;19026;299;19352;18969;273;18;57;26
2021-09-24;Horsens;K;35207;34432;458;35195;34396;406;12;36;52
2021-09-24;Horsens;M;34283;33563;304;34277;33524;274;6;39;30
2021-09-24;Kolding;K;35369;34582;550;35360;34570;539;9;12;11
2021-09-24;Kolding;M;34335;33610;447;34331;33603;438;4;7;9
2021-09-24;Vejle;K;44836;43826;782;44821;43777;688;15;49;94
2021-09-24;Vejle;M;43794;42762;643;43785;42718;578;9;44;65
2021-09-24;Herning;K;34201;33457;213;34196;33448;152;5;9;61
2021-09-24;Herning;M;33886;33128;162;33882;33113;126;4;15;36
2021-09-24;Holstebro;K;22914;22507;440;22894;22419;326;20;88;114
2021-09-24;Holstebro;M;22188;21753;337;22174;21678;225;14;75;112
2021-09-24;Lemvig;K;7626;7523;182;7627;7519;182;-1;4;0
2021-09-24;Lemvig;M;7820;7703;145;7819;7698;142;1;5;3
2021-09-24;Struer;K;8308;8180;199;8308;8177;196;0;3;3
2021-09-24;Struer;M;8168;8019;169;8166;8007;161;2;12;8
2021-09-24;Syddjurs;K;17159;16899;238;17161;16897;233;-2;2;5
2021-09-24;Syddjurs;M;17073;16800;191;17073;16798;191;0;2;0
2021-09-24;Norddjurs;K;14390;14163;232;14391;14160;163;-1;3;69
2021-09-24;Norddjurs;M;14762;14538;176;14760;14534;135;2;4;41
2021-09-24;Favrskov;K;18777;18467;218;18776;18450;205;1;17;13
2021-09-24;Favrskov;M;18668;18357;194;18665;18344;186;3;13;8
2021-09-24;Odder;K;9390;9254;196;9386;9248;143;4;6;53
2021-09-24;Odder;M;9022;8892;124;9020;8890;99;2;2;25
2021-09-24;Randers;K;38443;37693;671;38439;37656;635;4;37;36
2021-09-24;Randers;M;37311;36508;517;37301;36483;490;10;25;27
2021-09-24;Silkeborg;K;37075;36291;359;37069;36268;306;6;23;53
2021-09-24;Silkeborg;M;36336;35607;281;36331;35586;239;5;21;42
2021-09-24;Samsø;K;1539;1522;22;1540;1523;22;-1;-1;0
2021-09-24;Samsø;M;1499;1472;18;1499;1472;18;0;0;0
2021-09-24;Skanderborg;K;24672;24285;342;24665;24267;336;7;18;6
2021-09-24;Skanderborg;M;23985;23640;255;23982;23634;239;3;6;16
2021-09-24;Århus;K;140159;136736;2170;140103;136557;1947;56;179;223
2021-09-24;Århus;M;132858;129400;1461;132808;129281;1345;50;119;116
2021-09-24;Ikast-Brande;K;15554;15260;248;15554;15256;247;0;4;1
2021-09-24;Ikast-Brande;M;15684;15380;176;15680;15373;175;4;7;1
2021-09-24;Ringkøbing-Skjern;K;21443;21075;254;21442;21062;174;1;13;80
2021-09-24;Ringkøbing-Skjern;M;21606;21172;170;21603;21160;129;3;12;41
2021-09-24;Hedensted;K;17975;17704;317;17979;17703;265;-4;1;52
2021-09-24;Hedensted;M;18180;17917;214;18179;17907;188;1;10;26
2021-09-24;Morsø;K;7903;7764;170;7903;7764;145;0;0;25
2021-09-24;Morsø;M;7911;7743;142;7911;7743;122;0;0;20
2021-09-24;Skive;K;17713;17406;380;17712;17402;378;1;4;2
2021-09-24;Skive;M;18010;17675;287;18008;17673;287;2;2;0
2021-09-24;Thisted;K;16842;16521;229;16840;16517;213;2;4;16
2021-09-24;Thisted;M;16694;16397;140;16693;16396;135;1;1;5
2021-09-24;Viborg;K;37643;36995;683;37637;36968;651;6;27;32
2021-09-24;Viborg;M;37179;36500;499;37165;36467;470;14;33;29
2021-09-24;Brønderslev;K;13902;13636;173;13900;13636;172;2;0;1
2021-09-24;Brønderslev;M;13894;13614;141;13895;13612;141;-1;2;0
2021-09-24;Frederikshavn;K;23489;23147;382;23483;23144;301;6;3;81
2021-09-24;Frederikshavn;M;23090;22672;287;23086;22673;247;4;-1;40
2021-09-24;Vesthimmerland;K;13899;13707;223;13901;13708;204;-2;-1;19
2021-09-24;Vesthimmerland;M;13894;13678;131;13898;13682;119;-4;-4;12
2021-09-24;Læsø;K;742;730;19;742;730;19;0;0;0
2021-09-24;Læsø;M;732;727;12;732;727;12;0;0;0
2021-09-24;Rebild;K;11485;11297;116;11485;11297;116;0;0;0
2021-09-24;Rebild;M;11663;11459;81;11664;11459;81;-1;0;0
2021-09-24;Mariagerfjord;K;16101;15833;223;16099;15827;223;2;6;0
2021-09-24;Mariagerfjord;M;16450;16124;186;16450;16121;185;0;3;1
2021-09-24;Jammerbugt;K;14806;14552;184;14804;14550;129;2;2;55
2021-09-24;Jammerbugt;M;14769;14451;142;14764;14446;111;5;5;31
2021-09-24;Aalborg;K;85898;83931;1219;85886;83927;1066;12;4;153
2021-09-24;Aalborg;M;85871;83706;860;85867;83703;766;4;3;94
2021-09-24;Hjørring;K;25461;24961;224;25454;24952;212;7;9;12
2021-09-24;Hjørring;M;24750;24227;202;24742;24223;193;8;4;9
