"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-12-21;København;K;256411;244364;95349;255933;244037;91493;478;327;3856
2021-12-21;København;M;243389;231030;88915;242882;230781;84781;507;249;4134
2021-12-21;Frederiksberg;K;45691;43704;22034;45604;43670;21235;87;34;799
2021-12-21;Frederiksberg;M;40057;38018;18317;39940;37975;17513;117;43;804
2021-12-21;Ballerup;K;19875;18936;10093;19818;18910;9575;57;26;518
2021-12-21;Ballerup;M;18404;17483;8000;18353;17463;7505;51;20;495
2021-12-21;Brøndby;K;13136;12536;6523;13117;12514;6227;19;22;296
2021-12-21;Brøndby;M;12179;11583;5416;12154;11569;5138;25;14;278
2021-12-21;Dragør;K;6223;5904;3642;6202;5892;3487;21;12;155
2021-12-21;Dragør;M;5810;5481;3147;5787;5474;2986;23;7;161
2021-12-21;Gentofte;K;32259;30506;18443;32210;30470;17963;49;36;480
2021-12-21;Gentofte;M;28965;27191;15554;28898;27165;15074;67;26;480
2021-12-21;Gladsaxe;K;27705;26214;13842;27642;26187;13306;63;27;536
2021-12-21;Gladsaxe;M;26678;25150;11453;26614;25118;10908;64;32;545
2021-12-21;Glostrup;K;9163;8750;4699;9149;8731;4504;14;19;195
2021-12-21;Glostrup;M;8803;8367;3833;8788;8352;3617;15;15;216
2021-12-21;Herlev;K;11580;11020;6118;11549;11008;5896;31;12;222
2021-12-21;Herlev;M;10680;10049;4798;10651;10040;4556;29;9;242
2021-12-21;Albertslund;K;10320;9744;4978;10303;9732;4779;17;12;199
2021-12-21;Albertslund;M;9870;9228;4138;9848;9215;3915;22;13;223
2021-12-21;Hvidovre;K;20848;19760;10296;20808;19740;9943;40;20;353
2021-12-21;Hvidovre;M;19843;18685;8735;19788;18660;8351;55;25;384
2021-12-21;Høje Tåstrup;K;19596;18541;9228;19555;18521;8774;41;20;454
2021-12-21;Høje Tåstrup;M;19226;18129;7929;19191;18109;7443;35;20;486
2021-12-21;Lyngby-Taarbæk;K;24521;23152;13305;24469;23132;12877;52;20;428
2021-12-21;Lyngby-Taarbæk;M;23322;21909;11067;23263;21889;10614;59;20;453
2021-12-21;Rødovre;K;16362;15553;8305;16327;15530;8012;35;23;293
2021-12-21;Rødovre;M;15081;14288;6766;15052;14262;6463;29;26;303
2021-12-21;Ishøj;K;8087;7658;3817;8078;7647;3650;9;11;167
2021-12-21;Ishøj;M;7780;7319;3361;7772;7304;3167;8;15;194
2021-12-21;Tårnby;K;17255;16381;8747;17231;16364;8331;24;17;416
2021-12-21;Tårnby;M;16359;15410;7427;16318;15394;6979;41;16;448
2021-12-21;Vallensbæk;K;6257;5894;3160;6246;5889;3003;11;5;157
2021-12-21;Vallensbæk;M;6067;5684;2784;6053;5681;2627;14;3;157
2021-12-21;Furesø;K;17345;16355;9661;17303;16337;9263;42;18;398
2021-12-21;Furesø;M;16235;15179;8056;16202;15163;7662;33;16;394
2021-12-21;Allerød;K;11128;10524;5953;11118;10522;5650;10;2;303
2021-12-21;Allerød;M;10529;9903;5066;10515;9900;4777;14;3;289
2021-12-21;Fredensborg;K;17188;16347;9108;17158;16339;8738;30;8;370
2021-12-21;Fredensborg;M;15723;14914;7693;15708;14906;7283;15;8;410
2021-12-21;Helsingør;K;26625;25509;14677;26595;25480;13897;30;29;780
2021-12-21;Helsingør;M;24334;23192;11991;24298;23151;11214;36;41;777
2021-12-21;Hillerød;K;22314;21197;10884;22295;21180;10348;19;17;536
2021-12-21;Hillerød;M;21052;19913;8846;21029;19898;8314;23;15;532
2021-12-21;Hørsholm;K;11181;10717;6697;11176;10714;6464;5;3;233
2021-12-21;Hørsholm;M;9677;9216;5337;9659;9204;5094;18;12;243
2021-12-21;Rudersdal;K;24633;23334;14138;24588;23315;13589;45;19;549
2021-12-21;Rudersdal;M;23103;21756;12202;23067;21734;11654;36;22;548
2021-12-21;Egedal;K;18511;17579;9676;18465;17563;9230;46;16;446
2021-12-21;Egedal;M;17852;16899;8424;17824;16887;7900;28;12;524
2021-12-21;Frederikssund;K;19466;18693;10789;19442;18683;10287;24;10;502
2021-12-21;Frederikssund;M;18512;17660;9040;18492;17651;8522;20;9;518
2021-12-21;Greve;K;20512;19525;10802;20482;19508;10267;30;17;535
2021-12-21;Greve;M;19561;18499;9398;19523;18481;8816;38;18;582
2021-12-21;Køge;K;25251;24189;12276;25209;24160;11644;42;29;632
2021-12-21;Køge;M;24344;23199;10213;24297;23182;9544;47;17;669
2021-12-21;Halsnæs;K;13065;12568;7361;13054;12562;7040;11;6;321
2021-12-21;Halsnæs;M;12548;12037;6244;12533;12030;5875;15;7;369
2021-12-21;Roskilde;K;38052;36326;19660;37998;36303;18688;54;23;972
2021-12-21;Roskilde;M;35791;33923;16388;35729;33905;15385;62;18;1003
2021-12-21;Solrød;K;9803;9380;4982;9780;9366;4726;23;14;256
2021-12-21;Solrød;M;9331;8821;4365;9310;8810;4063;21;11;302
2021-12-21;Gribskov;K;17025;16365;9170;17007;16357;8621;18;8;549
2021-12-21;Gribskov;M;16616;15954;7980;16598;15946;7433;18;8;547
2021-12-21;Odsherred;K;13747;13267;6877;13722;13261;6562;25;6;315
2021-12-21;Odsherred;M;13580;13085;6085;13561;13076;5758;19;9;327
2021-12-21;Holbæk;K;30436;29032;14798;30401;29005;14126;35;27;672
2021-12-21;Holbæk;M;29266;27862;12083;29218;27831;11392;48;31;691
2021-12-21;Faxe;K;14929;14325;7287;14898;14319;6945;31;6;342
2021-12-21;Faxe;M;14958;14308;6470;14933;14298;6089;25;10;381
2021-12-21;Kalundborg;K;19682;18903;9466;19647;18892;8929;35;11;537
2021-12-21;Kalundborg;M;19552;18652;8193;19526;18635;7591;26;17;602
2021-12-21;Ringsted;K;14010;13304;6084;13979;13297;5716;31;7;368
2021-12-21;Ringsted;M;13677;12940;5119;13654;12923;4764;23;17;355
2021-12-21;Slagelse;K;32503;30999;15850;32424;30980;15291;79;19;559
2021-12-21;Slagelse;M;31501;29864;12913;31442;29843;12232;59;21;681
2021-12-21;Stevns;K;9571;9163;4719;9550;9157;4472;21;6;247
2021-12-21;Stevns;M;9574;9156;4178;9562;9151;3902;12;5;276
2021-12-21;Sorø;K;12504;11935;6129;12473;11925;5852;31;10;277
2021-12-21;Sorø;M;12249;11570;5159;12215;11565;4867;34;5;292
2021-12-21;Lejre;K;11854;11261;6325;11822;11253;6015;32;8;310
2021-12-21;Lejre;M;11541;10955;5640;11507;10943;5260;34;12;380
2021-12-21;Lolland;K;16289;15643;9257;16276;15636;8880;13;7;377
2021-12-21;Lolland;M;16146;15472;8350;16134;15455;7919;12;17;431
2021-12-21;Næstved;K;34793;33199;17188;34748;33170;16396;45;29;792
2021-12-21;Næstved;M;33389;31730;14437;33316;31691;13531;73;39;906
2021-12-21;Guldborgsund;K;24869;23861;13345;24824;23842;12852;45;19;493
2021-12-21;Guldborgsund;M;24275;23258;11340;24264;23249;10775;11;9;565
2021-12-21;Vordingborg;K;18685;18001;9672;18663;17997;9217;22;4;455
2021-12-21;Vordingborg;M;18248;17501;8514;18228;17492;8052;20;9;462
2021-12-21;Bornholm;K;17067;16388;10462;17051;16387;10007;16;1;455
2021-12-21;Bornholm;M;16538;15728;8992;16519;15720;8500;19;8;492
2021-12-21;Middelfart;K;16851;15963;9095;16815;15938;8662;36;25;433
2021-12-21;Middelfart;M;16556;15626;7860;16528;15601;7327;28;25;533
2021-12-21;Assens;K;17221;16477;8252;17189;16470;7810;32;7;442
2021-12-21;Assens;M;17133;16255;6975;17100;16247;6545;33;8;430
2021-12-21;Faaborg-Midtfyn;K;21813;20749;10683;21753;20696;9997;60;53;686
2021-12-21;Faaborg-Midtfyn;M;21629;20444;8931;21563;20408;8214;66;36;717
2021-12-21;Kerteminde;K;10330;9895;5466;10316;9894;5152;14;1;314
2021-12-21;Kerteminde;M;9856;9363;4491;9837;9361;4143;19;2;348
2021-12-21;Nyborg;K;13777;13171;6449;13757;13166;6091;20;5;358
2021-12-21;Nyborg;M;13246;12563;5170;13209;12551;4837;37;12;333
2021-12-21;Odense;K;86646;82877;36490;86473;82832;34482;173;45;2008
2021-12-21;Odense;M;82689;78540;28703;82520;78481;26740;169;59;1963
2021-12-21;Svendborg;K;25242;24019;12084;25169;23931;11545;73;88;539
2021-12-21;Svendborg;M;24546;23241;9529;24472;23170;9031;74;71;498
2021-12-21;Nordfyn;K;12327;11767;6116;12298;11746;5645;29;21;471
2021-12-21;Nordfyn;M;12187;11626;5234;12152;11612;4744;35;14;490
2021-12-21;Langeland;K;5235;5063;2882;5225;5060;2766;10;3;116
2021-12-21;Langeland;M;5196;5008;2389;5186;5002;2259;10;6;130
2021-12-21;Ærø;K;2609;2517;1776;2597;2515;1534;12;2;242
2021-12-21;Ærø;M;2613;2514;1530;2604;2511;1259;9;3;271
2021-12-21;Haderslev;K;22593;21519;10939;22568;21504;10318;25;15;621
2021-12-21;Haderslev;M;22300;21189;9352;22278;21176;8689;22;13;663
2021-12-21;Billund;K;10864;10280;5315;10838;10268;4916;26;12;399
2021-12-21;Billund;M;10954;10374;4716;10930;10368;4300;24;6;416
2021-12-21;Sønderborg;K;30620;29252;16288;30546;29220;14993;74;32;1295
2021-12-21;Sønderborg;M;29923;28523;14203;29827;28493;12725;96;30;1478
2021-12-21;Tønder;K;14807;14211;6444;14786;14194;5885;21;17;559
2021-12-21;Tønder;M;14638;13944;5475;14625;13917;4885;13;27;590
2021-12-21;Esbjerg;K;47428;44945;24627;47347;44876;23646;81;69;981
2021-12-21;Esbjerg;M;46798;44113;21410;46691;44017;20312;107;96;1098
2021-12-21;Fanø;K;1506;1460;906;1502;1459;853;4;1;53
2021-12-21;Fanø;M;1405;1362;797;1404;1359;741;1;3;56
2021-12-21;Varde;K;20168;19173;10847;20115;19138;10245;53;35;602
2021-12-21;Varde;M;20320;19224;9733;20263;19183;9101;57;41;632
2021-12-21;Vejen;K;17082;16147;8921;17045;16109;8462;37;38;459
2021-12-21;Vejen;M;17322;16237;7902;17270;16205;7424;52;32;478
2021-12-21;Aabenraa;K;23530;22485;11479;23494;22468;10624;36;17;855
2021-12-21;Aabenraa;M;23027;21923;9955;22969;21894;9020;58;29;935
2021-12-21;Fredericia;K;21445;20299;11130;21409;20263;10745;36;36;385
2021-12-21;Fredericia;M;20945;19741;9775;20889;19710;9315;56;31;460
2021-12-21;Horsens;K;38228;36030;18517;38155;35998;17650;73;32;867
2021-12-21;Horsens;M;37463;35079;15619;37396;35049;14654;67;30;965
2021-12-21;Kolding;K;38434;36199;18295;38380;36161;17455;54;38;840
2021-12-21;Kolding;M;37442;35078;15999;37378;35026;15115;64;52;884
2021-12-21;Vejle;K;48682;45826;23567;48588;45766;22485;94;60;1082
2021-12-21;Vejle;M;47773;44711;20598;47696;44648;19355;77;63;1243
2021-12-21;Herning;K;36964;34897;18304;36910;34843;17229;54;54;1075
2021-12-21;Herning;M;36751;34480;15813;36678;34405;14552;73;75;1261
2021-12-21;Holstebro;K;24629;23361;11863;24598;23287;11012;31;74;851
2021-12-21;Holstebro;M;24015;22618;9726;23968;22546;8831;47;72;895
2021-12-21;Lemvig;K;8093;7735;4498;8092;7729;4426;1;6;72
2021-12-21;Lemvig;M;8275;7927;3977;8273;7927;3899;2;0;78
2021-12-21;Struer;K;8827;8443;4847;8805;8423;4498;22;20;349
2021-12-21;Struer;M;8777;8302;4200;8761;8281;3829;16;21;371
2021-12-21;Syddjurs;K;18232;17381;9122;18181;17359;8395;51;22;727
2021-12-21;Syddjurs;M;17988;17155;8117;17930;17137;7365;58;18;752
2021-12-21;Norddjurs;K;15193;14509;8002;15153;14491;7532;40;18;470
2021-12-21;Norddjurs;M;15608;14852;6659;15569;14824;6194;39;28;465
2021-12-21;Favrskov;K;20397;19118;9927;20322;19100;9163;75;18;764
2021-12-21;Favrskov;M;20254;18957;8684;20197;18928;7940;57;29;744
2021-12-21;Odder;K;9994;9548;5329;9960;9540;5037;34;8;292
2021-12-21;Odder;M;9594;9141;4576;9560;9139;4283;34;2;293
2021-12-21;Randers;K;41172;39108;19745;41145;39073;18181;27;35;1564
2021-12-21;Randers;M;40035;37915;16296;39997;37887;14619;38;28;1677
2021-12-21;Silkeborg;K;40292;38055;20077;40183;37989;19277;109;66;800
2021-12-21;Silkeborg;M;39329;37096;17546;39238;37023;16607;91;73;939
2021-12-21;Samsø;K;1628;1560;1164;1627;1558;1156;1;2;8
2021-12-21;Samsø;M;1603;1527;994;1602;1527;985;1;0;9
2021-12-21;Skanderborg;K;26826;25196;13394;26713;25165;12602;113;31;792
2021-12-21;Skanderborg;M;26061;24422;12021;25939;24389;11162;122;33;859
2021-12-21;Århus;K;149458;142490;63498;149205;142378;60912;253;112;2586
2021-12-21;Århus;M;141884;134579;53974;141621;134468;51050;263;111;2924
2021-12-21;Ikast-Brande;K;16838;15884;8304;16815;15864;7981;23;20;323
2021-12-21;Ikast-Brande;M;17012;16004;7432;16987;15979;7069;25;25;363
2021-12-21;Ringkøbing-Skjern;K;22924;21819;12145;22834;21788;11346;90;31;799
2021-12-21;Ringkøbing-Skjern;M;23204;21992;10604;23131;21960;9678;73;32;926
2021-12-21;Hedensted;K;19318;18333;10041;19287;18320;9567;31;13;474
2021-12-21;Hedensted;M;19670;18536;8703;19648;18528;8184;22;8;519
2021-12-21;Morsø;K;8355;8017;4161;8333;8015;3858;22;2;303
2021-12-21;Morsø;M;8369;8019;3372;8356;8018;3021;13;1;351
2021-12-21;Skive;K;18984;18002;10207;18929;17970;9386;55;32;821
2021-12-21;Skive;M;19301;18253;8949;19230;18229;8058;71;24;891
2021-12-21;Thisted;K;17788;17086;8300;17768;17089;7860;20;-3;440
2021-12-21;Thisted;M;17682;16920;6672;17655;16920;6198;27;0;474
2021-12-21;Viborg;K;40650;38334;21056;40564;38303;20273;86;31;783
2021-12-21;Viborg;M;40339;37791;18265;40246;37754;17340;93;37;925
2021-12-21;Brønderslev;K;14947;14112;7127;14904;14099;6527;43;13;600
2021-12-21;Brønderslev;M;14976;14073;5864;14935;14061;5157;41;12;707
2021-12-21;Frederikshavn;K;24895;23675;12020;24867;23661;11161;28;14;859
2021-12-21;Frederikshavn;M;24635;23321;9775;24593;23318;8882;42;3;893
2021-12-21;Vesthimmerland;K;14692;14063;7129;14668;14059;6289;24;4;840
2021-12-21;Vesthimmerland;M;14759;14063;6026;14724;14054;5150;35;9;876
2021-12-21;Læsø;K;766;729;498;765;729;497;1;0;1
2021-12-21;Læsø;M;757;725;445;756;725;442;1;0;3
2021-12-21;Rebild;K;12384;11739;5915;12364;11733;5563;20;6;352
2021-12-21;Rebild;M;12496;11849;5017;12472;11843;4612;24;6;405
2021-12-21;Mariagerfjord;K;17016;16359;8667;17002;16355;8063;14;4;604
2021-12-21;Mariagerfjord;M;17417;16656;7653;17398;16647;7029;19;9;624
2021-12-21;Jammerbugt;K;15799;15057;7239;15773;15041;6568;26;16;671
2021-12-21;Jammerbugt;M;15830;14958;5962;15796;14923;5272;34;35;690
2021-12-21;Aalborg;K;91365;87328;38999;91231;87261;36364;134;67;2635
2021-12-21;Aalborg;M;91444;87032;31672;91285;86951;28834;159;81;2838
2021-12-21;Hjørring;K;27105;25783;12485;27058;25777;11336;47;6;1149
2021-12-21;Hjørring;M;26554;25052;9641;26518;25040;8422;36;12;1219
