"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-12-30;København;K;257956;245965;124944;257738;245696;121217;218;269;3727
2021-12-30;København;M;244925;232661;117358;244710;232409;113795;215;252;3563
2021-12-30;Frederiksberg;K;45905;43939;26543;45880;43898;25989;25;41;554
2021-12-30;Frederiksberg;M;40313;38293;22496;40274;38241;21969;39;52;527
2021-12-30;Ballerup;K;20058;19076;12327;20046;19057;12088;12;19;239
2021-12-30;Ballerup;M;18593;17590;10532;18576;17573;10238;17;17;294
2021-12-30;Brøndby;K;13248;12629;7738;13233;12615;7607;15;14;131
2021-12-30;Brøndby;M;12292;11687;6705;12279;11678;6584;13;9;121
2021-12-30;Dragør;K;6279;5939;4173;6274;5935;4125;5;4;48
2021-12-30;Dragør;M;5881;5515;3693;5875;5509;3646;6;6;47
2021-12-30;Gentofte;K;32465;30752;20853;32440;30714;20586;25;38;267
2021-12-30;Gentofte;M;29182;27424;17893;29145;27392;17653;37;32;240
2021-12-30;Gladsaxe;K;27936;26383;16367;27919;26358;16055;17;25;312
2021-12-30;Gladsaxe;M;26944;25331;14482;26904;25296;14122;40;35;360
2021-12-30;Glostrup;K;9224;8794;5500;9217;8785;5398;7;9;102
2021-12-30;Glostrup;M;8874;8430;4747;8862;8416;4635;12;14;112
2021-12-30;Herlev;K;11673;11071;7108;11663;11068;6996;10;3;112
2021-12-30;Herlev;M;10762;10125;6004;10757;10117;5853;5;8;151
2021-12-30;Albertslund;K;10421;9829;5851;10414;9817;5765;7;12;86
2021-12-30;Albertslund;M;9953;9319;5177;9939;9303;5069;14;16;108
2021-12-30;Hvidovre;K;21056;19883;12066;21029;19853;11843;27;30;223
2021-12-30;Hvidovre;M;20040;18821;10660;20017;18801;10406;23;20;254
2021-12-30;Høje Tåstrup;K;19758;18744;11289;19745;18709;11111;13;35;178
2021-12-30;Høje Tåstrup;M;19394;18315;10255;19387;18289;10040;7;26;215
2021-12-30;Lyngby-Taarbæk;K;24677;23326;15439;24661;23296;15215;16;30;224
2021-12-30;Lyngby-Taarbæk;M;23512;22091;13591;23495;22063;13317;17;28;274
2021-12-30;Rødovre;K;16497;15648;9721;16484;15634;9567;13;14;154
2021-12-30;Rødovre;M;15240;14377;8239;15225;14367;8078;15;10;161
2021-12-30;Ishøj;K;8144;7711;4368;8140;7706;4306;4;5;62
2021-12-30;Ishøj;M;7847;7395;4081;7843;7387;4011;4;8;70
2021-12-30;Tårnby;K;17391;16493;10567;17380;16474;10387;11;19;180
2021-12-30;Tårnby;M;16499;15518;9395;16481;15501;9217;18;17;178
2021-12-30;Vallensbæk;K;6314;5949;3732;6306;5933;3673;8;16;59
2021-12-30;Vallensbæk;M;6104;5733;3388;6099;5719;3321;5;14;67
2021-12-30;Furesø;K;17516;16470;11197;17498;16449;11024;18;21;173
2021-12-30;Furesø;M;16413;15303;9801;16393;15282;9613;20;21;188
2021-12-30;Allerød;K;11217;10595;7161;11210;10583;7025;7;12;136
2021-12-30;Allerød;M;10634;9966;6450;10620;9960;6284;14;6;166
2021-12-30;Fredensborg;K;17343;16455;10830;17327;16441;10632;16;14;198
2021-12-30;Fredensborg;M;15889;15044;9524;15873;15021;9275;16;23;249
2021-12-30;Helsingør;K;26841;25721;17245;26818;25684;16914;23;37;331
2021-12-30;Helsingør;M;24562;23421;14739;24534;23388;14380;28;33;359
2021-12-30;Hillerød;K;22474;21328;13455;22460;21312;13078;14;16;377
2021-12-30;Hillerød;M;21216;20019;11752;21193;20007;11352;23;12;400
2021-12-30;Hørsholm;K;11252;10788;7647;11242;10778;7539;10;10;108
2021-12-30;Hørsholm;M;9735;9274;6272;9730;9264;6178;5;10;94
2021-12-30;Rudersdal;K;24781;23490;16107;24764;23458;15886;17;32;221
2021-12-30;Rudersdal;M;23281;21943;14453;23261;21919;14193;20;24;260
2021-12-30;Egedal;K;18624;17671;11421;18606;17653;11210;18;18;211
2021-12-30;Egedal;M;18001;17008;10447;17991;16989;10214;10;19;233
2021-12-30;Frederikssund;K;19576;18782;12574;19559;18766;12373;17;16;201
2021-12-30;Frederikssund;M;18654;17755;11118;18636;17740;10877;18;15;241
2021-12-30;Greve;K;20680;19669;12863;20665;19647;12639;15;22;224
2021-12-30;Greve;M;19725;18625;11633;19696;18593;11442;29;32;191
2021-12-30;Køge;K;25477;24339;15320;25431;24299;14916;46;40;404
2021-12-30;Køge;M;24556;23362;13578;24521;23320;13149;35;42;429
2021-12-30;Halsnæs;K;13147;12639;8538;13134;12627;8407;13;12;131
2021-12-30;Halsnæs;M;12628;12093;7688;12621;12089;7537;7;4;151
2021-12-30;Roskilde;K;38325;36578;23962;38278;36535;23304;47;43;658
2021-12-30;Roskilde;M;36096;34211;20964;36056;34146;20374;40;65;590
2021-12-30;Solrød;K;9911;9441;6094;9895;9426;5951;16;15;143
2021-12-30;Solrød;M;9429;8908;5547;9410;8890;5389;19;18;158
2021-12-30;Gribskov;K;17140;16463;11292;17130;16451;11053;10;12;239
2021-12-30;Gribskov;M;16723;16020;10360;16719;16013;10091;4;7;269
2021-12-30;Odsherred;K;13806;13360;8778;13800;13340;8512;6;20;266
2021-12-30;Odsherred;M;13646;13171;8023;13640;13141;7765;6;30;258
2021-12-30;Holbæk;K;30626;29286;18344;30594;29223;17908;32;63;436
2021-12-30;Holbæk;M;29537;28145;16168;29498;28081;15671;39;64;497
2021-12-30;Faxe;K;15043;14449;9468;15025;14414;9164;18;35;304
2021-12-30;Faxe;M;15100;14431;8812;15085;14403;8486;15;28;326
2021-12-30;Kalundborg;K;19796;19034;12066;19776;19012;11700;20;22;366
2021-12-30;Kalundborg;M;19696;18820;11054;19680;18783;10661;16;37;393
2021-12-30;Ringsted;K;14125;13443;8665;14111;13408;8281;14;35;384
2021-12-30;Ringsted;M;13798;13075;7840;13784;13031;7469;14;44;371
2021-12-30;Slagelse;K;32769;31209;20214;32725;31168;19585;44;41;629
2021-12-30;Slagelse;M;31742;30114;17863;31711;30056;17140;31;58;723
2021-12-30;Stevns;K;9640;9234;5960;9629;9205;5723;11;29;237
2021-12-30;Stevns;M;9648;9213;5587;9626;9194;5344;22;19;243
2021-12-30;Sorø;K;12610;12023;7891;12599;12000;7626;11;23;265
2021-12-30;Sorø;M;12370;11684;7132;12358;11652;6848;12;32;284
2021-12-30;Lejre;K;11962;11362;7679;11936;11343;7479;26;19;200
2021-12-30;Lejre;M;11655;11068;7208;11633;11043;6986;22;25;222
2021-12-30;Lolland;K;16370;15804;11072;16349;15755;10784;21;49;288
2021-12-30;Lolland;M;16252;15638;10289;16228;15585;9998;24;53;291
2021-12-30;Næstved;K;35035;33486;21595;35012;33414;21058;23;72;537
2021-12-30;Næstved;M;33658;32031;19316;33627;31951;18698;31;80;618
2021-12-30;Guldborgsund;K;24990;24009;16447;24974;23985;16041;16;24;406
2021-12-30;Guldborgsund;M;24412;23421;14916;24385;23401;14521;27;20;395
2021-12-30;Vordingborg;K;18815;18105;12142;18793;18071;11781;22;34;361
2021-12-30;Vordingborg;M;18382;17619;11072;18362;17590;10722;20;29;350
2021-12-30;Bornholm;K;17179;16479;12117;17165;16442;11950;14;37;167
2021-12-30;Bornholm;M;16662;15828;11020;16645;15791;10865;17;37;155
2021-12-30;Middelfart;K;16964;16172;11108;16946;16112;10841;18;60;267
2021-12-30;Middelfart;M;16686;15852;10151;16659;15779;9849;27;73;302
2021-12-30;Assens;K;17390;16651;10820;17372;16605;10435;18;46;385
2021-12-30;Assens;M;17320;16495;9787;17301;16422;9400;19;73;387
2021-12-30;Faaborg-Midtfyn;K;22002;20974;13711;21968;20921;13268;34;53;443
2021-12-30;Faaborg-Midtfyn;M;21805;20701;12528;21777;20634;12058;28;67;470
2021-12-30;Kerteminde;K;10409;9986;6611;10397;9966;6481;12;20;130
2021-12-30;Kerteminde;M;9947;9485;5840;9936;9462;5675;11;23;165
2021-12-30;Nyborg;K;13903;13316;8497;13880;13289;8189;23;27;308
2021-12-30;Nyborg;M;13367;12733;7462;13346;12701;7146;21;32;316
2021-12-30;Odense;K;87367;83768;46725;87292;83611;45120;75;157;1605
2021-12-30;Odense;M;83366;79418;39573;83291;79265;37999;75;153;1574
2021-12-30;Svendborg;K;25386;24310;15546;25366;24244;15049;20;66;497
2021-12-30;Svendborg;M;24716;23593;13492;24702;23530;12954;14;63;538
2021-12-30;Nordfyn;K;12427;11876;7594;12414;11864;7401;13;12;193
2021-12-30;Nordfyn;M;12301;11736;6995;12277;11715;6773;24;21;222
2021-12-30;Langeland;K;5264;5104;3677;5259;5097;3585;5;7;92
2021-12-30;Langeland;M;5229;5049;3379;5225;5043;3265;4;6;114
2021-12-30;Ærø;K;2633;2521;1928;2633;2520;1924;0;1;4
2021-12-30;Ærø;M;2634;2519;1731;2634;2518;1722;0;1;9
2021-12-30;Haderslev;K;22782;21792;13606;22771;21766;13281;11;26;325
2021-12-30;Haderslev;M;22513;21475;12356;22495;21450;11973;18;25;383
2021-12-30;Billund;K;10955;10417;6767;10945;10395;6624;10;22;143
2021-12-30;Billund;M;11035;10515;6325;11019;10490;6148;16;25;177
2021-12-30;Sønderborg;K;30877;29523;18955;30847;29461;18618;30;62;337
2021-12-30;Sønderborg;M;30233;28781;17096;30202;28734;16758;31;47;338
2021-12-30;Tønder;K;14923;14344;8815;14898;14314;8500;25;30;315
2021-12-30;Tønder;M;14747;14115;7976;14722;14076;7680;25;39;296
2021-12-30;Esbjerg;K;47790;45410;28741;47728;45328;28233;62;82;508
2021-12-30;Esbjerg;M;47171;44615;25873;47112;44527;25350;59;88;523
2021-12-30;Fanø;K;1521;1470;1084;1517;1468;1044;4;2;40
2021-12-30;Fanø;M;1421;1374;963;1419;1373;921;2;1;42
2021-12-30;Varde;K;20354;19391;12876;20328;19341;12611;26;50;265
2021-12-30;Varde;M;20516;19477;12141;20488;19429;11851;28;48;290
2021-12-30;Vejen;K;17234;16385;10613;17209;16326;10369;25;59;244
2021-12-30;Vejen;M;17460;16498;9792;17438;16439;9551;22;59;241
2021-12-30;Aabenraa;K;23698;22722;14284;23673;22683;13995;25;39;289
2021-12-30;Aabenraa;M;23171;22160;13066;23146;22115;12760;25;45;306
2021-12-30;Fredericia;K;21594;20625;13525;21568;20552;13094;26;73;431
2021-12-30;Fredericia;M;21078;20051;12396;21053;19984;11977;25;67;419
2021-12-30;Horsens;K;38511;36590;22963;38459;36434;22390;52;156;573
2021-12-30;Horsens;M;37753;35706;20723;37692;35544;20067;61;162;656
2021-12-30;Kolding;K;38677;36819;21934;38647;36698;21487;30;121;447
2021-12-30;Kolding;M;37700;35717;19985;37663;35613;19567;37;104;418
2021-12-30;Vejle;K;48983;46497;28389;48929;46348;27941;54;149;448
2021-12-30;Vejle;M;48102;45431;25973;48061;45306;25442;41;125;531
2021-12-30;Herning;K;37167;35521;22283;37142;35388;21803;25;133;480
2021-12-30;Herning;M;36976;35127;20351;36943;34984;19825;33;143;526
2021-12-30;Holstebro;K;24790;23652;14942;24762;23615;14505;28;37;437
2021-12-30;Holstebro;M;24209;23017;13167;24190;22972;12683;19;45;484
2021-12-30;Lemvig;K;8131;7852;5521;8130;7810;5332;1;42;189
2021-12-30;Lemvig;M;8337;8026;5277;8330;7983;5052;7;43;225
2021-12-30;Struer;K;8889;8555;5763;8875;8490;5624;14;65;139
2021-12-30;Struer;M;8846;8450;5282;8837;8376;5142;9;74;140
2021-12-30;Syddjurs;K;18439;17526;11606;18396;17487;11309;43;39;297
2021-12-30;Syddjurs;M;18217;17311;10840;18181;17272;10560;36;39;280
2021-12-30;Norddjurs;K;15326;14630;9982;15296;14594;9711;30;36;271
2021-12-30;Norddjurs;M;15754;15008;9112;15733;14974;8792;21;34;320
2021-12-30;Favrskov;K;20621;19368;12320;20605;19327;12026;16;41;294
2021-12-30;Favrskov;M;20513;19228;11422;20492;19174;11081;21;54;341
2021-12-30;Odder;K;10110;9616;6613;10058;9586;6439;52;30;174
2021-12-30;Odder;M;9711;9220;5958;9671;9189;5783;40;31;175
2021-12-30;Randers;K;41518;39472;25284;41449;39379;24348;69;93;936
2021-12-30;Randers;M;40450;38337;22571;40381;38223;21582;69;114;989
2021-12-30;Silkeborg;K;40612;38592;24753;40543;38506;24124;69;86;629
2021-12-30;Silkeborg;M;39647;37612;22844;39586;37542;22180;61;70;664
2021-12-30;Samsø;K;1624;1557;1174;1624;1557;1174;0;0;0
2021-12-30;Samsø;M;1598;1522;1019;1598;1522;1014;0;0;5
2021-12-30;Skanderborg;K;27134;25551;16718;27085;25429;16243;49;122;475
2021-12-30;Skanderborg;M;26403;24760;15627;26345;24655;15169;58;105;458
2021-12-30;Århus;K;150716;143976;83061;150533;143615;80705;183;361;2356
2021-12-30;Århus;M;143128;136120;72889;142961;135730;70662;167;390;2227
2021-12-30;Ikast-Brande;K;16945;16194;10117;16929;16131;9884;16;63;233
2021-12-30;Ikast-Brande;M;17149;16293;9555;17135;16233;9335;14;60;220
2021-12-30;Ringkøbing-Skjern;K;23132;22126;14723;23076;22081;14276;56;45;447
2021-12-30;Ringkøbing-Skjern;M;23471;22337;13726;23413;22289;13151;58;48;575
2021-12-30;Hedensted;K;19467;18603;12384;19454;18535;12085;13;68;299
2021-12-30;Hedensted;M;19852;18869;11552;19839;18801;11219;13;68;333
2021-12-30;Morsø;K;8445;8097;5563;8438;8068;5473;7;29;90
2021-12-30;Morsø;M;8453;8080;5153;8451;8053;5056;2;27;97
2021-12-30;Skive;K;19141;18279;12492;19115;18214;12222;26;65;270
2021-12-30;Skive;M;19478;18542;11733;19438;18478;11414;40;64;319
2021-12-30;Thisted;K;18064;17234;11720;18047;17151;11330;17;83;390
2021-12-30;Thisted;M;17932;17086;10712;17914;17001;10246;18;85;466
2021-12-30;Viborg;K;40862;38891;25298;40822;38764;24739;40;127;559
2021-12-30;Viborg;M;40638;38414;23115;40600;38290;22520;38;124;595
2021-12-30;Brønderslev;K;15076;14248;9167;15059;14210;8970;17;38;197
2021-12-30;Brønderslev;M;15120;14206;8352;15086;14170;8098;34;36;254
2021-12-30;Frederikshavn;K;25061;23966;16575;25037;23938;15916;24;28;659
2021-12-30;Frederikshavn;M;24779;23634;15049;24757;23613;14282;22;21;767
2021-12-30;Vesthimmerland;K;14879;14263;9636;14851;14221;9330;28;42;306
2021-12-30;Vesthimmerland;M;14954;14234;8949;14915;14198;8600;39;36;349
2021-12-30;Læsø;K;768;732;620;768;732;618;0;0;2
2021-12-30;Læsø;M;761;729;615;760;729;612;1;0;3
2021-12-30;Rebild;K;12585;11876;7627;12562;11842;7248;23;34;379
2021-12-30;Rebild;M;12697;11996;7088;12674;11967;6660;23;29;428
2021-12-30;Mariagerfjord;K;17287;16512;11063;17256;16475;10655;31;37;408
2021-12-30;Mariagerfjord;M;17687;16826;10457;17665;16790;10032;22;36;425
2021-12-30;Jammerbugt;K;15970;15204;9975;15960;15159;9770;10;45;205
2021-12-30;Jammerbugt;M;16043;15158;9176;16023;15106;8981;20;52;195
2021-12-30;Aalborg;K;92276;88107;51180;92181;87982;49771;95;125;1409
2021-12-30;Aalborg;M;92360;87843;45457;92273;87698;44004;87;145;1453
2021-12-30;Hjørring;K;27275;25951;17110;27261;25840;16728;14;111;382
2021-12-30;Hjørring;M;26757;25274;15080;26733;25143;14609;24;131;471
