Date;Antal_d√∏de;running_avg_deaths;new_1;new_2;new_3;new_4;new_1_avg;new_2_avg;new_3_avg;new_4_avg;sum_1;sum_2;sum_3;sum_4;active_1;active_2;active_3;active_4
2020-07-23; 0; 0,4285714;   0,00000;   0,00000;   0,00000;   0,00000;  17,00680;  27,57860;  35,18649;  42,51701;103500,00000;167837,83784;214137,93103;258750,00000;  738,0952; 1196,9112; 1527,0936; 1845,2381
2020-07-24; 0; 0,2857143;   0,00000;   0,00000;   0,00000;   0,00000;  13,60544;  22,06288;  28,14919;  34,01361;103500,00000;167837,83784;214137,93103;258750,00000;  785,7143; 1274,1313; 1625,6158; 1964,2857
2020-07-25; 0; 0,2857143;   0,00000;   0,00000;   0,00000;   0,00000;  17,00680;  27,57860;  35,18649;  42,51701;103500,00000;167837,83784;214137,93103;258750,00000;  809,5238; 1312,7413; 1674,8768; 2023,8095
2020-07-26; 0; 0,2857143;  23,80952;  38,61004;  49,26108;  59,52381;  23,80952;  38,61004;  49,26108;  59,52381;103523,80952;167876,44788;214187,19212;258809,52381;  785,7143; 1274,1313; 1625,6158; 1964,2857
2020-07-27; 0; 0,2857143;  47,61905;  77,22008;  98,52217; 119,04762;  34,01361;  55,15720;  70,37298;  85,03401;103571,42857;167953,66795;214285,71429;258928,57143;  761,9048; 1235,5212; 1576,3547; 1904,7619
2020-07-28; 1; 0,4285714;  47,61905;  77,22008;  98,52217; 119,04762;  44,21769;  71,70436;  91,48487; 110,54422;103619,04762;168030,88803;214384,23645;259047,61905;  714,2857; 1158,3012; 1477,8325; 1785,7143
2020-07-29; 1; 0,2857143;  47,61905;  77,22008;  98,52217; 119,04762;  54,42177;  88,25152; 112,59676; 136,05442;103666,66667;168108,10811;214482,75862;259166,66667;  619,0476; 1003,8610; 1280,7882; 1547,6190
2020-07-30; 0; 0,2857143;  71,42857; 115,83012; 147,78325; 178,57143;  57,82313;  93,76724; 119,63406; 144,55782;103738,09524;168223,93822;214630,54187;259345,23810;  500,0000;  810,8108; 1034,4828; 1250,0000
2020-07-31; 1; 0,4285714;  71,42857; 115,83012; 147,78325; 178,57143;  54,42177;  88,25152; 112,59676; 136,05442;103809,52381;168339,76834;214778,32512;259523,80952;  404,7619;  656,3707;  837,4384; 1011,9048
2020-08-01; 0; 0,4285714;  71,42857; 115,83012; 147,78325; 178,57143;  51,02041;  82,73580; 105,55947; 127,55102;103880,95238;168455,59846;214926,10837;259702,38095;  357,1429;  579,1506;  738,9163;  892,8571
2020-08-02; 0; 0,4285714;  47,61905;  77,22008;  98,52217; 119,04762;  54,42177;  88,25152; 112,59676; 136,05442;103928,57143;168532,81853;215024,63054;259821,42857;  309,5238;  501,9305;  640,3941;  773,8095
2020-08-03; 0; 0,4285714;  23,80952;  38,61004;  49,26108;  59,52381;  51,02041;  82,73580; 105,55947; 127,55102;103952,38095;168571,42857;215073,89163;259880,95238;  261,9048;  424,7104;  541,8719;  654,7619
2020-08-04; 0; 0,2857143;  23,80952;  38,61004;  49,26108;  59,52381;  47,61905;  77,22008;  98,52217; 119,04762;103976,19048;168610,03861;215123,15271;259940,47619;  261,9048;  424,7104;  541,8719;  654,7619
2020-08-05; 1; 0,2857143;  71,42857; 115,83012; 147,78325; 178,57143;  47,61905;  77,22008;  98,52217; 119,04762;104047,61905;168725,86873;215270,93596;260119,04762;  309,5238;  501,9305;  640,3941;  773,8095
2020-08-06; 0; 0,2857143;  47,61905;  77,22008;  98,52217; 119,04762;  51,02041;  82,73580; 105,55947; 127,55102;104095,23810;168803,08880;215369,45813;260238,09524;  380,9524;  617,7606;  788,1773;  952,3810
2020-08-07; 0; 0,1428571;  47,61905;  77,22008;  98,52217; 119,04762;  57,82313;  93,76724; 119,63406; 144,55782;104142,85714;168880,30888;215467,98030;260357,14286;  428,5714;  694,9807;  886,6995; 1071,4286
2020-08-08; 1; 0,2857143;  71,42857; 115,83012; 147,78325; 178,57143;  68,02721; 110,31440; 140,74595; 170,06803;104214,28571;168996,13900;215615,76355;260535,71429;  452,3810;  733,5907;  935,9606; 1130,9524
2020-08-09; 2; 0,5714286;  71,42857; 115,83012; 147,78325; 178,57143;  64,62585; 104,79868; 133,70866; 161,56463;104285,71429;169111,96911;215763,54680;260714,28571;  476,1905;  772,2008;  985,2217; 1190,4762
2020-08-10; 1; 0,7142857;  71,42857; 115,83012; 147,78325; 178,57143;  64,62585; 104,79868; 133,70866; 161,56463;104357,14286;169227,79923;215911,33005;260892,85714;  523,8095;  849,4208; 1083,7438; 1309,5238
2020-08-11; 0; 0,7142857;  95,23810; 154,44015; 197,04433; 238,09524;  68,02721; 110,31440; 140,74595; 170,06803;104452,38095;169382,23938;216108,37438;261130,95238;  523,8095;  849,4208; 1083,7438; 1309,5238
2020-08-12; 0; 0,5714286;  47,61905;  77,22008;  98,52217; 119,04762;  64,62585; 104,79868; 133,70866; 161,56463;104500,00000;169459,45946;216206,89655;261250,00000;  523,8095;  849,4208; 1083,7438; 1309,5238
2020-08-13; 0; 0,5714286;  47,61905;  77,22008;  98,52217; 119,04762;  64,62585; 104,79868; 133,70866; 161,56463;104547,61905;169536,67954;216305,41872;261369,04762;  547,6190;  888,0309; 1133,0049; 1369,0476
2020-08-14; 0; 0,5714286;  71,42857; 115,83012; 147,78325; 178,57143;  68,02721; 110,31440; 140,74595; 170,06803;104619,04762;169652,50965;216453,20197;261547,61905;  547,6190;  888,0309; 1133,0049; 1369,0476
2020-08-15; 0; 0,4285714;  47,61905;  77,22008;  98,52217; 119,04762;  71,42857; 115,83012; 147,78325; 178,57143;104666,66667;169729,72973;216551,72414;261666,66667;  547,6190;  888,0309; 1133,0049; 1369,0476
2020-08-16; 0; 0,1428571;  71,42857; 115,83012; 147,78325; 178,57143;  81,63265; 132,37728; 168,89514; 204,08163;104738,09524;169845,55985;216699,50739;261845,23810;  571,4286;  926,6409; 1182,2660; 1428,5714
2020-08-17; 0; 0,0000000;  95,23810; 154,44015; 197,04433; 238,09524;  95,23810; 154,44015; 197,04433; 238,09524;104833,33333;170000,00000;216896,55172;262083,33333;  571,4286;  926,6409; 1182,2660; 1428,5714
2020-08-18; 0; 0,0000000; 119,04762; 193,05019; 246,30542; 297,61905; 105,44218; 170,98731; 218,15623; 263,60544;104952,38095;170193,05019;217142,85714;262380,95238;  595,2381;  965,2510; 1231,5271; 1488,0952
2020-08-19; 0; 0,0000000; 119,04762; 193,05019; 246,30542; 297,61905; 119,04762; 193,05019; 246,30542; 297,61905;105071,42857;170386,10039;217389,16256;262678,57143;  642,8571; 1042,4710; 1330,0493; 1607,1429
2020-08-20; 0; 0,0000000; 142,85714; 231,66023; 295,56650; 357,14286; 125,85034; 204,08163; 260,38001; 314,62585;105214,28571;170617,76062;217684,72906;263035,71429;  619,0476; 1003,8610; 1280,7882; 1547,6190
2020-08-21; 1; 0,1428571; 142,85714; 231,66023; 295,56650; 357,14286; 136,05442; 220,62879; 281,49191; 340,13605;105357,14286;170849,42085;217980,29557;263392,85714;  642,8571; 1042,4710; 1330,0493; 1607,1429
2020-08-22; 1; 0,2857143; 142,85714; 231,66023; 295,56650; 357,14286; 146,25850; 237,17595; 302,60380; 365,64626;105500,00000;171081,08108;218275,86207;263750,00000;  690,4762; 1119,6911; 1428,5714; 1726,1905
2020-08-23; 0; 0,2857143; 119,04762; 193,05019; 246,30542; 297,61905; 159,86395; 259,23883; 330,75299; 399,65986;105619,04762;171274,13127;218522,16749;264047,61905;  738,0952; 1196,9112; 1527,0936; 1845,2381
2020-08-24; 0; 0,2857143; 166,66667; 270,27027; 344,82759; 416,66667; 173,46939; 281,30171; 358,90218; 433,67347;105785,71429;171544,40154;218866,99507;264464,28571;  785,7143; 1274,1313; 1625,6158; 1964,2857
2020-08-25; 1; 0,4285714; 190,47619; 308,88031; 394,08867; 476,19048; 187,07483; 303,36459; 387,05137; 467,68707;105976,19048;171853,28185;219261,08374;264940,47619;  857,1429; 1389,9614; 1773,3990; 2142,8571
2020-08-26; 0; 0,4285714; 214,28571; 347,49035; 443,34975; 535,71429; 207,48299; 336,45891; 429,27516; 518,70748;106190,47619;172200,77220;219704,43350;265476,19048;  904,7619; 1467,1815; 1871,9212; 2261,9048
2020-08-27; 0; 0,4285714; 238,09524; 386,10039; 492,61084; 595,23810; 234,69388; 380,58467; 485,57354; 586,73469;106428,57143;172586,87259;220197,04433;266071,42857; 1000,0000; 1621,6216; 2068,9655; 2500,0000
2020-08-28; 0; 0,2857143; 238,09524; 386,10039; 492,61084; 595,23810; 248,29932; 402,64755; 513,72273; 620,74830;106666,66667;172972,97297;220689,65517;266666,66667; 1071,4286; 1737,4517; 2216,7488; 2678,5714
2020-08-29; 0; 0,1428571; 285,71429; 463,32046; 591,13300; 714,28571; 248,29932; 402,64755; 513,72273; 620,74830;106952,38095;173436,29344;221280,78818;267380,95238; 1166,6667; 1891,8919; 2413,7931; 2916,6667
2020-08-30; 0; 0,1428571; 309,52381; 501,93050; 640,39409; 773,80952; 244,89796; 397,13183; 506,68543; 612,24490;107261,90476;173938,22394;221921,18227;268154,76190; 1309,5238; 2123,5521; 2709,3596; 3273,8095
2020-08-31; 2; 0,4285714; 261,90476; 424,71042; 541,87192; 654,76190; 234,69388; 380,58467; 485,57354; 586,73469;107523,80952;174362,93436;222463,05419;268809,52381; 1452,3810; 2355,2124; 3004,9261; 3630,9524
2020-09-01; 0; 0,2857143; 190,47619; 308,88031; 394,08867; 476,19048; 221,08844; 358,52179; 457,42435; 552,72109;107714,28571;174671,81467;222857,14286;269285,71429; 1595,2381; 2586,8726; 3300,4926; 3988,0952
2020-09-02; 0; 0,2857143; 190,47619; 308,88031; 394,08867; 476,19048; 200,68027; 325,42747; 415,20056; 501,70068;107904,76190;174980,69498;223251,23153;269761,90476; 1714,2857; 2779,9228; 3546,7980; 4285,7143
2020-09-03; 1; 0,4285714; 166,66667; 270,27027; 344,82759; 416,66667; 180,27211; 292,33315; 372,97678; 450,68027;108071,42857;175250,96525;223596,05911;270178,57143; 1880,9524; 3050,1931; 3891,6256; 4702,3810
2020-09-04; 0; 0,4285714; 142,85714; 231,66023; 295,56650; 357,14286; 173,46939; 281,30171; 358,90218; 433,67347;108214,28571;175482,62548;223891,62562;270535,71429; 2047,6190; 3320,4633; 4236,4532; 5119,0476
2020-09-05; 0; 0,4285714; 142,85714; 231,66023; 295,56650; 357,14286; 187,07483; 303,36459; 387,05137; 467,68707;108357,14286;175714,28571;224187,19212;270892,85714; 2166,6667; 3513,5135; 4482,7586; 5416,6667
2020-09-06; 1; 0,5714286; 166,66667; 270,27027; 344,82759; 416,66667; 204,08163; 330,94319; 422,23786; 510,20408;108523,80952;175984,55598;224532,01970;271309,52381; 2214,2857; 3590,7336; 4581,2808; 5535,7143
2020-09-07; 0; 0,2857143; 214,28571; 347,49035; 443,34975; 535,71429; 221,08844; 358,52179; 457,42435; 552,72109;108738,09524;176332,04633;224975,36946;271845,23810; 2285,7143; 3706,5637; 4729,0640; 5714,2857
2020-09-08; 0; 0,2857143; 285,71429; 463,32046; 591,13300; 714,28571; 244,89796; 397,13183; 506,68543; 612,24490;109023,80952;176795,36680;225566,50246;272559,52381; 2285,7143; 3706,5637; 4729,0640; 5714,2857
2020-09-09; 1; 0,4285714; 309,52381; 501,93050; 640,39409; 773,80952; 268,70748; 435,74186; 555,94652; 671,76871;109333,33333;177297,29730;226206,89655;273333,33333; 2238,0952; 3629,3436; 4630,5419; 5595,2381
2020-09-10; 0; 0,2857143; 285,71429; 463,32046; 591,13300; 714,28571; 285,71429; 463,32046; 591,13300; 714,28571;109619,04762;177760,61776;226798,02956;274047,61905; 2166,6667; 3513,5135; 4482,7586; 5416,6667
2020-09-11; 1; 0,4285714; 309,52381; 501,93050; 640,39409; 773,80952; 295,91837; 479,86762; 612,24490; 739,79592;109928,57143;178262,54826;227438,42365;274821,42857; 2095,2381; 3397,6834; 4334,9754; 5238,0952
2020-09-12; 1; 0,5714286; 309,52381; 501,93050; 640,39409; 773,80952; 292,51701; 474,35190; 605,20760; 731,29252;110238,09524;178764,47876;228078,81773;275595,23810; 2071,4286; 3359,0734; 4285,7143; 5178,5714
2020-09-13; 2; 0,7142857; 285,71429; 463,32046; 591,13300; 714,28571; 289,11565; 468,83618; 598,17030; 722,78912;110523,80952;179227,79923;228669,95074;276309,52381; 2071,4286; 3359,0734; 4285,7143; 5178,5714
2020-09-14; 0; 0,7142857; 285,71429; 463,32046; 591,13300; 714,28571; 292,51701; 474,35190; 605,20760; 731,29252;110809,52381;179691,11969;229261,08374;277023,80952; 2071,4286; 3359,0734; 4285,7143; 5178,5714
2020-09-15; 1; 0,8571429; 261,90476; 424,71042; 541,87192; 654,76190; 292,51701; 474,35190; 605,20760; 731,29252;111071,42857;180115,83012;229802,95567;277678,57143; 2095,2381; 3397,6834; 4334,9754; 5238,0952
2020-09-16; 1; 0,8571429; 285,71429; 463,32046; 591,13300; 714,28571; 285,71429; 463,32046; 591,13300; 714,28571;111357,14286;180579,15058;230394,08867;278392,85714; 2214,2857; 3590,7336; 4581,2808; 5535,7143
2020-09-17; 0; 0,8571429; 309,52381; 501,93050; 640,39409; 773,80952; 285,71429; 463,32046; 591,13300; 714,28571;111666,66667;181081,08108;231034,48276;279166,66667; 2333,3333; 3783,7838; 4827,5862; 5833,3333
2020-09-18; 0; 0,7142857; 309,52381; 501,93050; 640,39409; 773,80952; 292,51701; 474,35190; 605,20760; 731,29252;111976,19048;181583,01158;231674,87685;279940,47619; 2452,3810; 3976,8340; 5073,8916; 6130,9524
2020-09-19; 3; 1,0000000; 261,90476; 424,71042; 541,87192; 654,76190; 306,12245; 496,41478; 633,35679; 765,30612;112238,09524;182007,72201;232216,74877;280595,23810; 2595,2381; 4208,4942; 5369,4581; 6488,0952
2020-09-20; 3; 1,1428571; 285,71429; 463,32046; 591,13300; 714,28571; 309,52381; 501,93050; 640,39409; 773,80952;112523,80952;182471,04247;232807,88177;281309,52381; 2714,2857; 4401,5444; 5615,7635; 6785,7143
2020-09-21; 1; 1,2857143; 333,33333; 540,54054; 689,65517; 833,33333; 316,32653; 512,96194; 654,46868; 790,81633;112857,14286;183011,58301;233497,53695;282142,85714; 2833,3333; 4594,5946; 5862,0690; 7083,3333
2020-09-22; 2; 1,4285714; 357,14286; 579,15058; 738,91626; 892,85714; 333,33333; 540,54054; 689,65517; 833,33333;113214,28571;183590,73359;234236,45320;283035,71429; 2928,5714; 4749,0347; 6059,1133; 7321,4286
2020-09-23; 1; 1,4285714; 309,52381; 501,93050; 640,39409; 773,80952; 370,74830; 601,21346; 767,06545; 926,87075;113523,80952;184092,66409;234876,84729;283809,52381; 2952,3810; 4787,6448; 6108,3744; 7380,9524
2020-09-24; 2; 1,7142857; 357,14286; 579,15058; 738,91626; 892,85714; 414,96599; 672,91782; 858,55032;1037,41497;113880,95238;184671,81467;235615,76355;284702,38095; 2904,7619; 4710,4247; 6009,8522; 7261,9048
2020-09-25; 1; 1,8571429; 428,57143; 694,98069; 886,69951;1071,42857; 445,57823; 722,55929; 921,88600;1113,94558;114309,52381;185366,79537;236502,46305;285773,80952; 2904,7619; 4710,4247; 6009,8522; 7261,9048
2020-09-26; 1; 1,5714286; 523,80952; 849,42085;1083,74384;1309,52381; 472,78912; 766,68505; 978,18438;1181,97279;114833,33333;186216,21622;237586,20690;287083,33333; 2928,5714; 4749,0347; 6059,1133; 7321,4286
2020-09-27; 0; 1,1428571; 595,23810; 965,25097;1231,52709;1488,09524; 513,60544; 832,87369;1062,63195;1284,01361;115428,57143;187181,46718;238817,73399;288571,42857; 2976,1905; 4826,2548; 6157,6355; 7440,4762
2020-09-28; 1; 1,1428571; 547,61905; 888,03089;1133,00493;1369,04762; 544,21769; 882,51517;1125,96763;1360,54422;115976,19048;188069,49807;239950,73892;289940,47619; 3000,0000; 4864,8649; 6206,8966; 7500,0000
2020-09-29; 1; 1,0000000; 547,61905; 888,03089;1133,00493;1369,04762; 554,42177; 899,06233;1147,07952;1386,05442;116523,80952;188957,52896;241083,74384;291309,52381; 3071,4286; 4980,6950; 6354,6798; 7678,5714
2020-09-30; 0; 0,8571429; 595,23810; 965,25097;1231,52709;1488,09524;NA;NA;NA;NA;117119,04762;189922,77992;242315,27094;292797,61905; 3238,0952; 5250,9653; 6699,5074; 8095,2381
2020-10-01; 2; 0,8571429; 571,42857; 926,64093;1182,26601;1428,57143;NA;NA;NA;NA;117690,47619;190849,42085;243497,53695;294226,19048; 3476,1905; 5637,0656; 7192,1182; 8690,4762
2020-10-02; 2; 1,0000000; 500,00000; 810,81081;1034,48276;1250,00000;NA;NA;NA;NA;118190,47619;191660,23166;244532,01970;295476,19048; 3761,9048; 6100,3861; 7783,2512; 9404,7619
2020-10-03; 3; 1,2857143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 4000,0000; 6486,4865; 8275,8621;10000,0000
2020-10-04; 3; 1,7142857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 4285,7143; 6949,8069; 8866,9951;10714,2857
2020-10-05; 2; 1,8571429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 4595,2381; 7451,7375; 9507,3892;11488,0952
2020-10-06; 0; 1,7142857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 4833,3333; 7837,8378;10000,0000;12083,3333
2020-10-07; 1; 1,8571429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA; 4976,1905; 8069,4981;10295,5665;12440,4762
2020-10-08; 2; 1,8571429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-09; 1; 1,7142857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-10; 3; 1,7142857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-11; 2; 1,5714286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-12; 3; 1,7142857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-13; 1; 1,8571429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-14; 1; 1,8571429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-15; 0; 1,5714286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-16; 2; 1,7142857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-17; 5; 2,0000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-18; 3; 2,1428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-19; 1; 1,8571429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-20; 3; 2,1428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-21; 4; 2,5714286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-22; 4; 3,1428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-23; 5; 3,5714286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-24; 3; 3,2857143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-25; 3; 3,2857143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-26; 3; 3,5714286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-27; 2; 3,4285714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-28; 1; 3,0000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
